"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.141744100E-2,2.106897533E-1,8.619125932E-2,9.876082420E0,9.878705537E0
1.343160100E-2,2.082955539E-1,8.140286058E-2,9.885659218E0,9.888188491E0
1.541524300E-2,2.154781520E-1,8.619125932E-2,9.888052940E0,9.890776042E0
1.742940400E-2,2.082955539E-1,8.379705995E-2,9.873687744E0,9.876240107E0
1.938252900E-2,1.963245422E-1,8.379705995E-2,9.861717224E0,9.864027163E0
2.136617100E-2,1.891419291E-1,9.097966552E-2,9.847352028E0,9.849588516E0
2.331929600E-2,1.963245422E-1,7.900865376E-2,9.830592155E0,9.832869765E0
2.533345600E-2,1.915361285E-1,8.379705995E-2,9.840168953E0,9.842389601E0
2.725606400E-2,1.915361285E-1,7.182604820E-2,9.825803757E0,9.827932872E0
2.927022400E-2,2.011129409E-1,7.661445439E-2,9.844957352E0,9.847309351E0
3.125386700E-2,1.987187415E-1,8.379705995E-2,9.856928825E0,9.859287852E0
3.323750900E-2,1.915361285E-1,7.422025502E-2,9.849745750E0,9.851887438E0
3.519063400E-2,1.795651317E-1,7.422025502E-2,9.859322548E0,9.861236910E0
3.720479400E-2,1.795651317E-1,6.703764945E-2,9.888052940E0,9.889910446E0
3.912740200E-2,1.867477298E-1,7.182604820E-2,9.880870819E0,9.882896430E0
4.111104400E-2,1.843535304E-1,7.900865376E-2,9.871294022E0,9.873331467E0
4.306416900E-2,1.915361285E-1,7.422025502E-2,9.885659218E0,9.887793126E0
4.504781200E-2,1.987187415E-1,6.224924326E-2,9.892841339E0,9.895032788E0
4.700093700E-2,2.011129409E-1,7.422025502E-2,9.861717224E0,9.864046922E0
4.901509700E-2,1.604115069E-1,6.943184882E-2,9.832986832E0,9.834540287E0
5.093770400E-2,1.628057212E-1,6.943184882E-2,9.828198433E0,9.829792008E0
5.292134700E-2,1.651999205E-1,5.746084079E-2,9.828198433E0,9.829754687E0
5.484395400E-2,1.604115069E-1,6.224924326E-2,9.844957352E0,9.846460891E0
5.685811500E-2,1.651999205E-1,6.703764945E-2,9.847352028E0,9.848965784E0
5.881124000E-2,1.651999205E-1,7.182604820E-2,9.832986832E0,9.834636751E0
6.082540000E-2,1.580173075E-1,6.703764945E-2,9.837775230E0,9.839272585E0
6.277852500E-2,1.508347094E-1,6.224924326E-2,9.847352028E0,9.848703876E0
6.476216700E-2,1.484405100E-1,7.422025502E-2,9.861717224E0,9.863113598E0
6.668477500E-2,1.723825186E-1,6.703764945E-2,9.880870819E0,9.882601779E0
6.869893500E-2,1.699883193E-1,7.422025502E-2,9.880870819E0,9.882611640E0
7.065206000E-2,1.819593310E-1,7.661445439E-2,9.885659218E0,9.887630512E0
7.266622000E-2,1.843535304E-1,8.140286058E-2,9.890447617E0,9.892500528E0
7.458882700E-2,1.843535304E-1,8.140286058E-2,9.885659218E0,9.887713124E0
7.660298800E-2,1.819593310E-1,5.985504389E-2,9.876082420E0,9.877939856E0
7.855611300E-2,1.867477298E-1,5.746084079E-2,9.844957352E0,9.846896045E0
8.057027300E-2,1.939303428E-1,6.464344263E-2,9.847352028E0,9.849473575E0
8.252339800E-2,1.915361285E-1,6.943184882E-2,9.849745750E0,9.851852527E0
8.450704000E-2,1.843535304E-1,8.140286058E-2,9.856928825E0,9.858988717E0
8.642964800E-2,1.819593310E-1,8.140286058E-2,9.856928825E0,9.858944238E0
8.844380800E-2,1.771709323E-1,8.140286058E-2,9.859322548E0,9.861250279E0
9.039693300E-2,1.843535304E-1,8.140286058E-2,9.847352028E0,9.849413922E0
9.241109300E-2,1.891419291E-1,7.661445439E-2,9.847352028E0,9.849466301E0
9.436421800E-2,1.939303428E-1,6.943184882E-2,9.854534149E0,9.856686718E0
9.634786100E-2,1.819593310E-1,6.703764945E-2,9.866505623E0,9.868411040E0
9.830098600E-2,1.843535304E-1,7.661445439E-2,9.868899345E0,9.870918412E0
1.002846280E-1,1.963245422E-1,6.943184882E-2,9.859322548E0,9.861521445E0
1.022377530E-1,1.891419291E-1,8.140286058E-2,9.856928825E0,9.859079418E0
1.042519130E-1,1.963245422E-1,9.576806426E-2,9.864110947E0,9.866529259E0
1.062050380E-1,2.011129409E-1,7.900865376E-2,9.873687744E0,9.876051764E0
1.081886810E-1,1.867477298E-1,6.943184882E-2,9.873687744E0,9.875697705E0
1.101418060E-1,1.915361285E-1,6.703764945E-2,9.866505623E0,9.868592267E0
1.121254490E-1,1.987187415E-1,8.379705995E-2,9.864110947E0,9.866468256E0
1.140480560E-1,2.011129409E-1,8.858546615E-2,9.854534149E0,9.856984179E0
1.160622160E-1,2.082955539E-1,8.858546615E-2,9.852140427E0,9.854740251E0
1.180153410E-1,2.130839527E-1,7.661445439E-2,9.864110947E0,9.866709650E0
1.200295010E-1,2.154781520E-1,7.182604820E-2,9.871294022E0,9.873906799E0
1.219826260E-1,2.154781520E-1,7.422025502E-2,9.861717224E0,9.864350262E0
1.239967860E-1,2.202665508E-1,7.422025502E-2,9.861717224E0,9.864456022E0
1.259193940E-1,2.154781520E-1,5.027823523E-2,9.849745750E0,9.852230716E0
1.279030360E-1,2.106897533E-1,5.506663769E-2,9.842563629E0,9.844972387E0
1.298256440E-1,2.011129409E-1,7.900865376E-2,9.842563629E0,9.844935123E0
1.318398040E-1,2.059013397E-1,6.703764945E-2,9.861717224E0,9.864094283E0
1.337624110E-1,2.035071403E-1,6.224924326E-2,9.856928825E0,9.859225933E0
1.357765720E-1,1.939303428E-1,6.464344263E-2,9.844957352E0,9.847079415E0
1.376991790E-1,1.963245422E-1,6.943184882E-2,9.856928825E0,9.859128256E0
1.396828220E-1,1.987187415E-1,6.943184882E-2,9.852140427E0,9.854388916E0
1.416359470E-1,1.891419291E-1,7.422025502E-2,9.854534149E0,9.856628562E0
1.436195890E-1,1.915361285E-1,8.140286058E-2,9.856928825E0,9.859125640E0
1.455421970E-1,1.867477298E-1,7.661445439E-2,9.859322548E0,9.861388624E0
1.475563570E-1,1.843535304E-1,7.900865376E-2,9.873687744E0,9.875724695E0
1.495094820E-1,1.915361285E-1,6.703764945E-2,9.878476143E0,9.880560259E0
1.514931240E-1,1.963245422E-1,5.985504389E-2,9.868899345E0,9.871033393E0
1.534767670E-1,1.891419291E-1,6.224924326E-2,9.878476143E0,9.880482809E0
1.554909270E-1,1.843535304E-1,5.985504389E-2,9.885659218E0,9.887559204E0
1.574440520E-1,2.011129409E-1,6.703764945E-2,9.876082420E0,9.878357375E0
1.594276950E-1,2.035071403E-1,6.703764945E-2,9.868899345E0,9.871225025E0
1.613808200E-1,1.963245422E-1,7.900865376E-2,9.856928825E0,9.859200351E0
1.633949800E-1,2.154781520E-1,8.140286058E-2,9.842563629E0,9.845258557E0
1.653175870E-1,2.202665508E-1,8.858546615E-2,9.844957352E0,9.847819555E0
1.673317470E-1,2.035071403E-1,8.140286058E-2,9.856928825E0,9.859365469E0
1.692848720E-1,1.939303428E-1,7.422025502E-2,9.849745750E0,9.851934276E0
1.712990330E-1,2.059013397E-1,7.900865376E-2,9.844957352E0,9.847427227E0
1.732521580E-1,1.843535304E-1,7.661445439E-2,9.861717224E0,9.863737760E0
1.752358000E-1,1.891419291E-1,9.337386489E-2,9.866505623E0,9.868760133E0
1.771889250E-1,1.891419291E-1,8.379705995E-2,9.864110947E0,9.866280018E0
1.791725680E-1,1.843535304E-1,8.619125932E-2,9.854534149E0,9.856635250E0
1.811256930E-1,1.843535304E-1,9.576806426E-2,9.890447617E0,9.892629165E0
1.831398530E-1,2.035071403E-1,9.097966552E-2,9.888052940E0,9.890565373E0
1.850929780E-1,1.963245422E-1,8.140286058E-2,9.871294022E0,9.873581691E0
1.870766200E-1,1.795651317E-1,7.422025502E-2,9.876082420E0,9.877993534E0
1.889992280E-1,1.819593310E-1,7.182604820E-2,9.873687744E0,9.875625441E0
1.909828700E-1,1.723825186E-1,6.943184882E-2,9.849745750E0,9.851498762E0
1.929359950E-1,1.867477298E-1,7.422025502E-2,9.837775230E0,9.839827480E0
1.949501560E-1,1.915361285E-1,6.703764945E-2,9.830592155E0,9.832686421E0
1.968727630E-1,1.819593310E-1,6.943184882E-2,9.832986832E0,9.834915354E0
1.988869230E-1,1.867477298E-1,5.506663769E-2,9.840168953E0,9.842094903E0
2.008705660E-1,1.915361285E-1,6.224924326E-2,9.835380554E0,9.837442335E0
2.028542080E-1,1.795651317E-1,7.661445439E-2,9.835380554E0,9.837317930E0
2.048073330E-1,1.867477298E-1,7.182604820E-2,9.844957352E0,9.846990350E0
2.068214930E-1,1.939303428E-1,6.943184882E-2,9.837775230E0,9.839931465E0
2.087441010E-1,1.987187415E-1,6.943184882E-2,9.856928825E0,9.859176223E0
2.107277430E-1,1.963245422E-1,8.619125932E-2,9.854534149E0,9.856866417E0
2.126808680E-1,1.963245422E-1,8.858546615E-2,9.852140427E0,9.854494492E0
2.146645110E-1,1.915361285E-1,9.337386489E-2,9.866505623E0,9.868806309E0
2.166176360E-1,1.747767180E-1,8.379705995E-2,9.861717224E0,9.863621822E0
2.186317960E-1,1.723825186E-1,8.140286058E-2,9.859322548E0,9.861165411E0
2.206154390E-1,1.963245422E-1,9.097966552E-2,9.878476143E0,9.880845689E0
2.226295990E-1,1.939303428E-1,7.900865376E-2,9.885659218E0,9.887876896E0
2.245827240E-1,1.867477298E-1,8.619125932E-2,9.876082420E0,9.878223910E0
2.265968840E-1,1.891419291E-1,8.858546615E-2,9.866505623E0,9.868715988E0
2.285194920E-1,1.939303428E-1,8.379705995E-2,9.847352028E0,9.849617906E0
2.305031340E-1,1.891419291E-1,7.182604820E-2,9.856928825E0,9.859004996E0
2.324562590E-1,1.795651317E-1,7.422025502E-2,9.859322548E0,9.861236910E0
2.344704190E-1,1.747767180E-1,8.140286058E-2,9.840168953E0,9.842057628E0
2.364235440E-1,1.843535304E-1,8.619125932E-2,9.813833237E0,9.815943050E0
2.384071870E-1,1.819593310E-1,8.140286058E-2,9.813833237E0,9.815857498E0
2.403603120E-1,1.843535304E-1,8.379705995E-2,9.825803757E0,9.827890294E0
2.423439540E-1,2.082955539E-1,7.422025502E-2,9.842563629E0,9.845047205E0
2.442970790E-1,1.987187415E-1,7.900865376E-2,9.859322548E0,9.861641476E0
2.463112400E-1,2.011129409E-1,8.379705995E-2,9.859322548E0,9.861729537E0
2.482338470E-1,1.963245422E-1,6.464344263E-2,9.864110947E0,9.866276241E0
2.502480070E-1,1.939303428E-1,7.422025502E-2,9.859322548E0,9.861508948E0
2.522011320E-1,1.987187415E-1,7.900865376E-2,9.866505623E0,9.868822864E0
2.541847750E-1,1.867477298E-1,8.619125932E-2,9.864110947E0,9.866255035E0
2.561379000E-1,1.891419291E-1,7.900865376E-2,9.866505623E0,9.868634670E0
2.581520600E-1,1.891419291E-1,6.224924326E-2,9.866505623E0,9.868514723E0
2.600746670E-1,1.915361285E-1,7.182604820E-2,9.856928825E0,9.859051219E0
2.620888270E-1,1.939303428E-1,7.422025502E-2,9.849745750E0,9.851934276E0
2.640419520E-1,1.891419291E-1,7.900865376E-2,9.849745750E0,9.851878419E0
2.660255950E-1,1.771709323E-1,7.661445439E-2,9.852140427E0,9.854031170E0
2.679787200E-1,1.747767180E-1,7.661445439E-2,9.854534149E0,9.856381688E0
2.699623630E-1,1.771709323E-1,7.422025502E-2,9.830592155E0,9.832468678E0
2.719460050E-1,1.819593310E-1,5.985504389E-2,9.835380554E0,9.837245675E0
2.739601650E-1,1.867477298E-1,5.267243832E-2,9.844957352E0,9.846869267E0
2.759132900E-1,1.915361285E-1,6.224924326E-2,9.861717224E0,9.863773500E0
2.778969330E-1,1.987187415E-1,5.985504389E-2,9.861717224E0,9.863900769E0
2.798500580E-1,1.987187415E-1,5.985504389E-2,9.873687744E0,9.875868642E0
2.818337010E-1,1.939303428E-1,7.422025502E-2,9.880870819E0,9.883052452E0
2.837868260E-1,1.891419291E-1,7.422025502E-2,9.868899345E0,9.870990710E0
2.858009860E-1,1.891419291E-1,6.943184882E-2,9.864110947E0,9.866168467E0
2.877541110E-1,2.011129409E-1,8.140286058E-2,9.859322548E0,9.861709484E0
2.897682710E-1,1.963245422E-1,8.140286058E-2,9.854534149E0,9.856825709E0
2.917213960E-1,1.987187415E-1,7.661445439E-2,9.864110947E0,9.866409868E0
2.937050380E-1,1.939303428E-1,7.661445439E-2,9.864110947E0,9.866314587E0
2.956581630E-1,1.963245422E-1,6.943184882E-2,9.847352028E0,9.849553597E0
2.976418060E-1,1.795651317E-1,6.943184882E-2,9.847352028E0,9.849233797E0
2.995949310E-1,1.867477298E-1,7.661445439E-2,9.835380554E0,9.837451659E0
3.016090910E-1,1.987187415E-1,5.267243832E-2,9.830592155E0,9.832741512E0
3.035622160E-1,2.035071403E-1,8.858546615E-2,9.832986832E0,9.835491476E0
3.055458590E-1,1.987187415E-1,8.619125932E-2,9.842563629E0,9.844946768E0
3.074989840E-1,2.011129409E-1,6.464344263E-2,9.842563629E0,9.844830318E0
3.095131440E-1,1.963245422E-1,7.182604820E-2,9.847352028E0,9.849570766E0
3.114357510E-1,1.939303428E-1,6.943184882E-2,9.844957352E0,9.847112014E0
3.134499110E-1,2.082955539E-1,6.943184882E-2,9.849745750E0,9.852192607E0
3.154335540E-1,2.082955539E-1,7.900865376E-2,9.849745750E0,9.852264752E0
3.174171970E-1,2.059013397E-1,8.619125932E-2,9.852140427E0,9.854668705E0
3.193703220E-1,2.035071403E-1,8.379705995E-2,9.861717224E0,9.864172733E0
3.213844820E-1,2.082955539E-1,8.619125932E-2,9.856928825E0,9.859506166E0
3.233070890E-1,1.987187415E-1,7.661445439E-2,9.854534149E0,9.856835304E0
3.253212490E-1,1.963245422E-1,6.464344263E-2,9.849745750E0,9.851914202E0
3.272743740E-1,2.082955539E-1,8.379705995E-2,9.868899345E0,9.871452946E0
3.292580170E-1,1.987187415E-1,9.576806426E-2,9.873687744E0,9.876151595E0
3.312111420E-1,1.891419291E-1,8.379705995E-2,9.859322548E0,9.861492672E0
3.331947850E-1,1.747767180E-1,7.900865376E-2,9.847352028E0,9.849219828E0
3.351479100E-1,1.771709323E-1,7.900865376E-2,9.854534149E0,9.856443334E0
3.371620700E-1,1.867477298E-1,6.224924326E-2,9.856928825E0,9.858894236E0
3.391457120E-1,1.867477298E-1,8.379705995E-2,9.856928825E0,9.859053835E0
3.411293550E-1,1.843535304E-1,7.900865376E-2,9.866505623E0,9.868544057E0
3.430824800E-1,1.747767180E-1,7.661445439E-2,9.861717224E0,9.863563417E0
3.450966400E-1,1.819593310E-1,7.182604820E-2,9.873687744E0,9.875625441E0
3.470192470E-1,1.891419291E-1,6.703764945E-2,9.868899345E0,9.870939317E0
3.490028900E-1,1.939303428E-1,5.746084079E-2,9.859322548E0,9.861397053E0
3.509560150E-1,1.867477298E-1,7.182604820E-2,9.852140427E0,9.854171943E0
3.529396580E-1,1.867477298E-1,7.661445439E-2,9.844957352E0,9.847026442E0
3.548927830E-1,1.843535304E-1,5.267243832E-2,9.854534149E0,9.856399135E0
3.569069430E-1,1.915361285E-1,6.703764945E-2,9.873687744E0,9.875772871E0
3.588905850E-1,1.795651317E-1,6.943184882E-2,9.868899345E0,9.870777006E0
3.608742280E-1,1.867477298E-1,7.182604820E-2,9.861717224E0,9.863746768E0
3.628273530E-1,1.891419291E-1,6.943184882E-2,9.849745750E0,9.851806271E0
3.648415130E-1,1.843535304E-1,5.985504389E-2,9.856928825E0,9.858834349E0
3.667946380E-1,1.987187415E-1,8.619125932E-2,9.849745750E0,9.852127152E0
3.687782810E-1,1.843535304E-1,8.858546615E-2,9.854534149E0,9.856656477E0
3.707314060E-1,1.819593310E-1,8.379705995E-2,9.854534149E0,9.856570116E0
3.727150480E-1,1.963245422E-1,8.619125932E-2,9.852140427E0,9.854473261E0
3.746681730E-1,1.963245422E-1,8.379705995E-2,9.866505623E0,9.868814441E0
3.766518160E-1,1.843535304E-1,7.900865376E-2,9.866505623E0,9.868544057E0
3.785744230E-1,1.915361285E-1,6.943184882E-2,9.868899345E0,9.871002034E0
3.805885830E-1,1.915361285E-1,8.140286058E-2,9.866505623E0,9.868700306E0
3.825417080E-1,1.987187415E-1,6.464344263E-2,9.880870819E0,9.883080292E0
3.845253510E-1,2.011129409E-1,7.182604820E-2,9.868899345E0,9.871209636E0
3.864479580E-1,1.939303428E-1,9.337386489E-2,9.859322548E0,9.861671702E0
3.884621180E-1,2.106897533E-1,8.379705995E-2,9.861717224E0,9.864323531E0
3.904152430E-1,2.082955539E-1,8.619125932E-2,9.859322548E0,9.861899263E0
3.923988860E-1,1.963245422E-1,8.140286058E-2,9.847352028E0,9.849645258E0
3.943520110E-1,2.011129409E-1,9.816227108E-2,9.835380554E0,9.837926250E0
3.963356540E-1,1.963245422E-1,9.576806426E-2,9.840168953E0,9.842593148E0
3.982887790E-1,1.939303428E-1,9.576806426E-2,9.856928825E0,9.859301515E0
4.003029390E-1,1.915361285E-1,7.182604820E-2,9.864110947E0,9.866231795E0
4.022560640E-1,1.987187415E-1,7.182604820E-2,9.859322548E0,9.861586547E0
4.042397060E-1,1.915361285E-1,9.337386489E-2,9.856928825E0,9.859231747E0
4.061623140E-1,1.939303428E-1,7.900865376E-2,9.852140427E0,9.854365648E0
4.081459560E-1,1.915361285E-1,7.422025502E-2,9.859322548E0,9.861462155E0
4.100990810E-1,1.915361285E-1,7.661445439E-2,9.868899345E0,9.871055169E0
4.121132420E-1,1.915361285E-1,6.943184882E-2,9.856928825E0,9.859034067E0
4.140663670E-1,1.987187415E-1,6.703764945E-2,9.859322548E0,9.861552834E0
4.160500090E-1,1.891419291E-1,7.422025502E-2,9.854534149E0,9.856628562E0
4.180336520E-1,1.747767180E-1,7.422025502E-2,9.837775230E0,9.839607565E0
4.200478120E-1,1.723825186E-1,7.422025502E-2,9.837775230E0,9.839565329E0
4.220009370E-1,1.915361285E-1,6.464344263E-2,9.847352028E0,9.849426726E0
4.239845790E-1,1.987187415E-1,7.422025502E-2,9.859322548E0,9.861604276E0
4.259071870E-1,2.011129409E-1,6.943184882E-2,9.849745750E0,9.852043369E0
4.279213470E-1,2.035071403E-1,7.182604820E-2,9.837775230E0,9.840142053E0
4.298744720E-1,1.939303428E-1,7.182604820E-2,9.852140427E0,9.854310678E0
4.318581150E-1,1.867477298E-1,6.943184882E-2,9.847352028E0,9.849367363E0
4.338112400E-1,1.867477298E-1,6.943184882E-2,9.847352028E0,9.849367363E0
4.358254000E-1,1.987187415E-1,7.422025502E-2,9.864110947E0,9.866391567E0
4.377480070E-1,2.011129409E-1,6.943184882E-2,9.859322548E0,9.861617935E0
4.397621670E-1,2.130839527E-1,8.140286058E-2,9.847352028E0,9.849993561E0
4.417152920E-1,1.891419291E-1,7.900865376E-2,9.849745750E0,9.851878419E0
4.437294520E-1,1.819593310E-1,7.182604820E-2,9.847352028E0,9.849294906E0
4.456520600E-1,1.939303428E-1,6.224924326E-2,9.854534149E0,9.856638740E0
4.476357020E-1,2.011129409E-1,7.422025502E-2,9.856928825E0,9.859259654E0
4.495888270E-1,1.891419291E-1,6.703764945E-2,9.859322548E0,9.861364501E0
4.515724700E-1,1.819593310E-1,6.464344263E-2,9.873687744E0,9.875575813E0
4.534950770E-1,1.987187415E-1,7.422025502E-2,9.861717224E0,9.863998398E0
4.555092380E-1,1.915361285E-1,8.140286058E-2,9.868899345E0,9.871093496E0
4.574623630E-1,1.819593310E-1,7.422025502E-2,9.859322548E0,9.861280797E0
4.594460050E-1,1.915361285E-1,7.422025502E-2,9.854534149E0,9.856674796E0
4.613686130E-1,1.795651317E-1,6.943184882E-2,9.864110947E0,9.865989519E0
4.633827730E-1,1.843535304E-1,7.900865376E-2,9.861717224E0,9.863756647E0
4.653664150E-1,1.891419291E-1,7.661445439E-2,9.864110947E0,9.866221628E0
4.673805760E-1,1.771709323E-1,5.985504389E-2,9.873687744E0,9.875458563E0
4.693031830E-1,1.867477298E-1,6.224924326E-2,9.868899345E0,9.870862372E0
4.713173430E-1,1.795651317E-1,8.858546615E-2,9.847352028E0,9.849387442E0
4.733009860E-1,1.843535304E-1,8.619125932E-2,9.856928825E0,9.859029416E0
4.753151460E-1,1.987187415E-1,8.140286058E-2,9.859322548E0,9.861660949E0
4.772682710E-1,2.059013397E-1,7.182604820E-2,9.847352028E0,9.849766307E0
4.792824310E-1,2.059013397E-1,6.943184882E-2,9.844957352E0,9.847355046E0
4.812050380E-1,2.011129409E-1,7.182604820E-2,9.859322548E0,9.861635082E0
4.832191990E-1,1.987187415E-1,8.858546615E-2,9.861717224E0,9.864116946E0
4.851723240E-1,1.867477298E-1,7.182604820E-2,9.866505623E0,9.868534182E0
4.871559660E-1,1.963245422E-1,7.661445439E-2,9.873687744E0,9.875936552E0
4.891090910E-1,2.011129409E-1,8.379705995E-2,9.861717224E0,9.864123629E0
4.911232510E-1,1.915361285E-1,6.943184882E-2,9.849745750E0,9.851852527E0
4.930763760E-1,1.891419291E-1,7.422025502E-2,9.837775230E0,9.839873211E0
4.950600190E-1,1.795651317E-1,7.422025502E-2,9.849745750E0,9.851661973E0
4.970436610E-1,1.939303428E-1,7.661445439E-2,9.849745750E0,9.851952603E0
4.990578220E-1,1.939303428E-1,7.900865376E-2,9.854534149E0,9.856758830E0
5.010109470E-1,2.059013397E-1,5.506663769E-2,9.861717224E0,9.864020190E0
5.030251070E-1,1.987187415E-1,5.267243832E-2,9.861717224E0,9.863859799E0
5.049477140E-1,1.987187415E-1,5.985504389E-2,9.864110947E0,9.866293961E0
5.069618740E-1,1.843535304E-1,6.464344263E-2,9.868899345E0,9.870832756E0
5.089149990E-1,1.939303428E-1,7.182604820E-2,9.871294022E0,9.873460063E0
5.109291600E-1,1.915361285E-1,6.943184882E-2,9.868899345E0,9.871002034E0
5.128517670E-1,1.915361285E-1,8.619125932E-2,9.854534149E0,9.856772206E0
5.148354100E-1,1.891419291E-1,7.900865376E-2,9.856928825E0,9.859059940E0
5.167885350E-1,1.891419291E-1,7.422025502E-2,9.859322548E0,9.861415944E0
5.187721770E-1,1.867477298E-1,7.661445439E-2,9.837775230E0,9.839845831E0
5.207558200E-1,1.987187415E-1,8.140286058E-2,9.852140427E0,9.854480532E0
5.227699800E-1,1.987187415E-1,7.661445439E-2,9.849745750E0,9.852048024E0
5.246925870E-1,2.035071403E-1,7.900865376E-2,9.861717224E0,9.864133217E0
5.266762300E-1,1.963245422E-1,6.703764945E-2,9.852140427E0,9.854324348E0
5.286293550E-1,2.011129409E-1,6.703764945E-2,9.854534149E0,9.856814078E0
5.306129970E-1,2.035071403E-1,7.422025502E-2,9.861717224E0,9.864096026E0
5.325661220E-1,2.130839527E-1,6.464344263E-2,9.864110947E0,9.866623957E0
5.345802830E-1,2.059013397E-1,6.703764945E-2,9.866505623E0,9.868881528E0
5.365334080E-1,1.963245422E-1,6.224924326E-2,9.861717224E0,9.863867644E0
5.385170500E-1,1.795651317E-1,6.464344263E-2,9.852140427E0,9.853988705E0
5.404701750E-1,1.915361285E-1,6.943184882E-2,9.864110947E0,9.866214656E0
5.424538180E-1,1.939303428E-1,7.661445439E-2,9.866505623E0,9.868708728E0
5.444374600E-1,1.987187415E-1,6.943184882E-2,9.871294022E0,9.873538149E0
5.464211030E-1,2.011129409E-1,6.703764945E-2,9.873687744E0,9.875963251E0
5.483437100E-1,1.963245422E-1,6.224924326E-2,9.868899345E0,9.871048201E0
5.503578700E-1,2.035071403E-1,7.900865376E-2,9.856928825E0,9.859345992E0
5.523109950E-1,1.891419291E-1,5.985504389E-2,9.844957352E0,9.846956004E0
5.543251560E-1,1.891419291E-1,6.943184882E-2,9.847352028E0,9.849413049E0
5.562782810E-1,1.867477298E-1,6.464344263E-2,9.866505623E0,9.868484519E0
5.582619230E-1,1.723825186E-1,7.900865376E-2,9.840168953E0,9.841995891E0
5.602150480E-1,1.723825186E-1,8.140286058E-2,9.842563629E0,9.844409629E0
5.621986910E-1,1.723825186E-1,6.464344263E-2,9.849745750E0,9.851466178E0
5.641518160E-1,1.747767180E-1,5.746084079E-2,9.864110947E0,9.865826545E0
5.661659760E-1,1.651999205E-1,5.746084079E-2,9.856928825E0,9.858480544E0
5.681191010E-1,1.628057212E-1,6.703764945E-2,9.864110947E0,9.865682162E0
5.701027430E-1,1.819593310E-1,6.464344263E-2,9.883264542E0,9.885150781E0
5.720558680E-1,1.819593310E-1,7.422025502E-2,9.883264542E0,9.885218047E0
5.740395110E-1,1.723825186E-1,6.464344263E-2,9.873687744E0,9.875404001E0
5.760231540E-1,1.771709323E-1,6.224924326E-2,9.854534149E0,9.856323240E0
5.780373140E-1,1.747767180E-1,5.985504389E-2,9.859322548E0,9.861053221E0
5.799904390E-1,1.771709323E-1,6.703764945E-2,9.852140427E0,9.853961364E0
5.820045990E-1,1.819593310E-1,8.858546615E-2,9.868899345E0,9.870974160E0
5.839272060E-1,1.795651317E-1,8.619125932E-2,9.868899345E0,9.870909120E0
5.859413670E-1,1.723825186E-1,8.619125932E-2,9.854534149E0,9.856418617E0
5.878944920E-1,1.723825186E-1,1.029506698E-1,9.847352028E0,9.849398791E0
5.898781340E-1,1.843535304E-1,1.005564705E-1,9.842563629E0,9.844803534E0
5.918312590E-1,1.771709323E-1,9.097966552E-2,9.844957352E0,9.846971722E0
5.938149020E-1,1.939303428E-1,8.140286058E-2,9.842563629E0,9.844810521E0
5.957680270E-1,1.939303428E-1,9.097966552E-2,9.849745750E0,9.852074788E0
5.977821870E-1,1.771709323E-1,8.379705995E-2,9.864110947E0,9.866057787E0
5.997353120E-1,1.843535304E-1,8.619125932E-2,9.847352028E0,9.849454661E0
6.017189540E-1,1.891419291E-1,8.140286058E-2,9.847352028E0,9.849504711E0
6.036415620E-1,1.915361285E-1,7.661445439E-2,9.849745750E0,9.851905765E0
6.056557220E-1,1.819593310E-1,7.182604820E-2,9.854534149E0,9.856475611E0
6.076393650E-1,1.891419291E-1,6.943184882E-2,9.873687744E0,9.875743269E0
6.096230070E-1,1.915361285E-1,7.900865376E-2,9.873687744E0,9.875861386E0
6.115761320E-1,1.939303428E-1,9.337386489E-2,9.859322548E0,9.861671702E0
6.135597750E-1,1.867477298E-1,7.422025502E-2,9.852140427E0,9.854189685E0
6.154823820E-1,1.867477298E-1,6.703764945E-2,9.842563629E0,9.844563350E0
6.174965420E-1,1.795651317E-1,8.140286058E-2,9.856928825E0,9.858900341E0
6.194801850E-1,1.771709323E-1,5.985504389E-2,9.859322548E0,9.861095947E0
6.214943450E-1,1.771709323E-1,5.027823523E-2,9.849745750E0,9.851467342E0
6.234169520E-1,1.939303428E-1,8.140286058E-2,9.847352028E0,9.849597828E0
6.254311130E-1,1.795651317E-1,7.900865376E-2,9.849745750E0,9.851699211E0
6.274147550E-1,1.819593310E-1,6.943184882E-2,9.852140427E0,9.854065200E0
6.293983980E-1,1.819593310E-1,4.788403213E-2,9.847352028E0,9.849149407E0
6.313515230E-1,1.843535304E-1,6.224924326E-2,9.825803757E0,9.827730188E0
6.333351650E-1,1.915361285E-1,5.506663769E-2,9.821015358E0,9.823037264E0
6.352577730E-1,1.747767180E-1,6.464344263E-2,9.835380554E0,9.837145741E0
6.372719330E-1,1.867477298E-1,6.224924326E-2,9.835380554E0,9.837350270E0
6.392555760E-1,1.819593310E-1,6.224924326E-2,9.840168953E0,9.842048018E0
6.412697360E-1,1.843535304E-1,5.267243832E-2,9.835380554E0,9.837249171E0
6.431923430E-1,1.963245422E-1,5.506663769E-2,9.854534149E0,9.856643392E0
6.451759860E-1,1.963245422E-1,6.703764945E-2,9.868899345E0,9.871079559E0
6.470985930E-1,1.987187415E-1,5.746084079E-2,9.844957352E0,9.847130351E0
6.491127530E-1,1.843535304E-1,5.746084079E-2,9.861717224E0,9.863607584E0
