"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.404332804E1,1.407790565E1,-1.101332784E0,-1.063743782E1,1.767923768E1
2.404534220E1,1.241633034E1,7.326257229E-1,-1.423352909E1,1.890225780E1
2.404729533E1,1.101332760E1,2.288856745E0,-1.633803177E1,1.983591521E1
2.404930949E1,1.008677197E1,2.978386879E0,-1.730050087E1,2.024650803E1
2.405129313E1,8.516175270E0,4.467580318E0,-1.819593239E1,2.058097351E1
2.405327677E1,8.006210327E0,5.468356609E0,-1.761414146E1,2.010622559E1
2.405522990E1,8.006210327E0,5.805939198E0,-1.703235054E1,1.969541314E1
2.405724406E1,7.773972988E0,6.993463039E0,-1.443224812E1,1.782226043E1
2.405916667E1,6.653486729E0,8.358158112E0,-1.127190113E1,1.553008203E1
2.406118083E1,5.870582581E0,8.789113998E0,-9.696516991E0,1.434345518E1
2.406313395E1,3.770867586E0,9.011775017E0,-7.354987621E0,1.222813862E1
2.406514811E1,2.207453966E0,8.944737434E0,-5.257667065E0,1.060774452E1
2.406707072E1,2.008735180E0,8.959102631E0,-3.801992416E0,9.937589411E0
2.406908488E1,2.178723574E0,8.966285706E0,-7.637503147E-1,9.258748852E0
2.407103800E1,2.365471363E0,8.904036522E0,1.340752959E0,9.309937682E0
2.407305216E1,2.233790159E0,8.875306129E0,2.025494576E0,9.373553523E0
2.407500529E1,1.455674648E0,8.848969460E0,2.925714493E0,9.433082978E0
2.407698893E1,6.272808313E-1,9.026140213E0,3.634398222E0,9.750566077E0
2.407897257E1,3.471592367E-1,9.169792175E0,3.945644379E0,9.988679474E0
2.408095622E1,2.106897533E-1,9.435548782E0,4.343081951E0,1.038924116E1
2.408290934E1,5.099649429E-1,9.490615845E0,4.424484730E0,1.048369775E1
2.408489298E1,7.924807668E-1,9.421183586E0,4.496310711E0,1.046917074E1
2.408687663E1,1.429338455E0,9.205705643E0,4.786009312E0,1.047348604E1
2.408889079E1,2.178723574E0,8.978256226E0,5.140350819E0,1.057256486E1
2.409084391E1,2.959233284E0,8.872911453E0,5.583278179E0,1.089305350E1
2.409285807E1,3.335123062E0,8.719682693E0,5.813121796E0,1.099764962E1
2.409478068E1,4.082113743E0,8.597578049E0,6.265625954E0,1.139473868E1
2.409676432E1,4.683058739E0,8.422801971E0,6.627150536E0,1.169588630E1
2.409871745E1,4.886565685E0,8.295908928E0,6.806715488E0,1.179118335E1
2.410070109E1,5.183446884E0,7.922413349E0,7.127538681E0,1.185050896E1
2.410268473E1,5.779603004E0,7.467514992E0,7.280767441E0,1.192380667E1
2.410466838E1,6.129156113E0,7.220912457E0,7.237671852E0,1.192023595E1
2.410659098E1,6.603208065E0,6.574477673E0,6.940790653E0,1.161897966E1
2.410857463E1,6.811503887E0,5.801150799E0,6.598419666E0,1.111706247E1
2.411049723E1,6.833051682E0,5.398924828E0,6.421248913E0,1.081995481E1
2.411251139E1,6.679822922E0,4.625597477E0,6.059724331E0,1.013589884E1
2.411452581E1,6.363788128E0,4.110844135E0,5.501875401E0,9.363090930E0
2.411653997E1,6.126761913E0,3.813963413E0,5.073313236E0,8.821679866E0
2.411849309E1,5.884947777E0,2.784456491E0,4.786009312E0,8.080327556E0
2.412047673E1,5.844246387E0,2.061407566E0,4.991910458E0,7.957624458E0
2.412242986E1,5.868188381E0,1.817199111E0,5.066130638E0,7.962633178E0
2.412441350E1,5.990292549E0,1.233013868E0,5.202600479E0,8.029382278E0
2.412633611E1,6.141127586E0,8.068459630E-1,5.147533417E0,8.053666787E0
2.412835027E1,6.217741966E0,7.637503147E-1,5.018246651E0,8.026607574E0
2.413030339E1,6.363788128E0,5.051765442E-1,4.505887508E0,7.813835480E0
2.413228704E1,6.452373505E0,1.149216816E-1,4.647145271E0,7.952502123E0
2.413427068E1,6.507440090E0,1.915361360E-2,4.752490520E0,8.058120720E0
2.413625432E1,6.722918510E0,2.633621916E-2,4.802768707E0,8.262258417E0
2.413823797E1,6.885724068E0,2.059013397E-1,4.510675907E0,8.234184139E0
2.414022161E1,6.959944248E0,3.447650373E-1,4.345476151E0,8.212359578E0
2.414214422E1,7.117961884E0,6.991068721E-1,4.031835556E0,8.210348942E0
2.414415838E1,7.314286232E0,1.039083481E0,3.691859007E0,8.258831666E0
2.414611150E1,7.438784599E0,1.177947283E0,3.550601006E0,8.326454445E0
2.414812566E1,7.740454197E0,1.455674648E0,3.306392431E0,8.542005079E0
2.415007878E1,8.090007782E0,1.747767210E0,3.074155092E0,8.829119190E0
2.415209295E1,8.425195694E0,1.896207690E0,2.849100113E0,9.093783456E0
2.415404607E1,8.566453934E0,2.197877169E0,2.731784105E0,9.256210966E0
2.415602971E1,8.801085472E0,2.487575531E0,2.509123325E0,9.483819767E0
2.415801336E1,9.052476883E0,2.770091295E0,2.233790159E0,9.726796080E0
2.415999700E1,9.172186852E0,2.916137695E0,2.068590164E0,9.844386013E0
2.416195012E1,9.378087997E0,3.201047659E0,1.714248419E0,1.005653460E1
2.416393377E1,9.555258751E0,3.469198227E0,1.357512355E0,1.025578597E1
2.416591741E1,9.610325813E0,3.598485231E0,1.187524080E0,1.033042456E1
2.416790105E1,9.658209801E0,3.811569214E0,8.092401624E-1,1.041460254E1
2.416988469E1,9.660603523E0,3.983951569E0,4.932055473E-1,1.046147132E1
2.417186834E1,9.629479408E0,4.053383350E0,3.663128614E-1,1.045423241E1
2.417382146E1,9.555258751E0,4.165910721E0,2.418143749E-1,1.042670879E1
2.417583562E1,9.445125580E0,4.216189384E0,2.609679997E-1,1.034672675E1
2.417778875E1,9.397241592E0,4.228160381E0,3.088520169E-1,1.030926182E1
2.417980291E1,9.289502144E0,4.256890774E0,4.716577232E-1,1.022929275E1
2.418175603E1,9.117119789E0,4.314351559E0,7.469909191E-1,1.011402482E1
2.418377019E1,8.997409821E0,4.331110954E0,9.169792533E-1,1.002759974E1
2.418569280E1,8.755595207E0,4.359841347E0,1.304839969E0,9.867688247E0
2.418770696E1,8.446743965E0,4.419696331E0,1.697489023E0,9.683112529E0
2.418962957E1,8.281543732E0,4.438849926E0,1.853112102E0,9.577127947E0
2.419164373E1,7.951143742E0,4.450820923E0,2.130839586E0,9.357936259E0
2.419356633E1,7.630321026E0,4.443638325E0,2.360682964E0,9.140051673E0
2.419558049E1,7.431602001E0,4.434061527E0,2.482787132E0,9.002990718E0
2.419756414E1,7.041347027E0,4.345476151E0,2.715024710E0,8.708334519E0
2.419954778E1,6.603208065E0,4.151545525E0,3.033453465E0,8.368962117E0
2.420147039E1,6.380547523E0,3.993528366E0,3.363853455E0,8.244705305E0
2.420348455E1,6.133944988E0,3.708618402E0,3.660734415E0,8.048609074E0
2.420546819E1,5.832275391E0,3.689464808E0,3.866635799E0,7.910654790E0
2.420745183E1,5.858611584E0,3.677493811E0,3.813963413E0,7.898962421E0
2.420943548E1,6.057330132E0,3.541024208E0,3.560178041E0,7.867971050E0
2.421141912E1,6.177040577E0,3.349488258E0,3.689464808E0,7.936438272E0
2.421340276E1,6.332663536E0,3.282450438E0,3.857059002E0,8.108884786E0
2.421541692E1,6.392518520E0,3.174711466E0,3.916913986E0,8.141578539E0
2.421737005E1,6.495469093E0,3.136404276E0,3.995922565E0,8.245941285E0
2.421938420E1,6.727706909E0,3.191470861E0,4.012681961E0,8.458672652E0
2.422133733E1,6.902483463E0,3.239354849E0,4.041412354E0,8.629641453E0
2.422335149E1,7.240066051E0,3.323152065E0,4.132391930E0,8.974327782E0
2.422527410E1,7.484274387E0,3.332728863E0,4.242525578E0,9.226075442E0
2.422728826E1,7.587224960E0,3.318363667E0,4.273650169E0,9.318884364E0
2.422924138E1,7.754819393E0,3.287238836E0,4.319139957E0,9.465629031E0
2.423125554E1,7.955932140E0,3.239354849E0,4.261679173E0,9.589170216E0
2.423320867E1,8.101978302E0,3.232172251E0,4.187458992E0,9.675939369E0
2.423519231E1,8.410830498E0,3.294421434E0,3.967192173E0,9.865794240E0
2.423714544E1,8.712499619E0,3.488351822E0,3.536235809E0,1.002901848E1
2.423915960E1,8.920795441E0,3.457227230E0,3.272873640E0,1.011161279E1
2.424111272E1,9.222464561E0,3.371036053E0,3.208230257E0,1.033007638E1
2.424309636E1,9.416395187E0,3.397372246E0,3.062183857E0,1.046840993E1
2.424508001E1,9.521739960E0,3.428496838E0,2.918531895E0,1.053261368E1
2.424706365E1,9.658209801E0,3.514688015E0,2.535459518E0,1.058596256E1
2.424901677E1,9.727641106E0,3.612850428E0,2.039859772E0,1.057547718E1
2.425100042E1,9.792284966E0,3.679888010E0,1.762132406E0,1.060827654E1
2.425292302E1,9.921571732E0,3.756502390E0,1.280897856E0,1.068595317E1
2.425493718E1,9.945513725E0,3.799597979E0,8.619126081E-1,1.068143630E1
2.425692083E1,9.952696800E0,3.835511208E0,5.889736414E-1,1.068242528E1
2.425890447E1,9.998186111E0,3.916913986E0,5.027823523E-2,1.073817809E1
2.426082708E1,1.003888798E1,3.960009575E0,-4.118026793E-1,1.079956152E1
2.426284124E1,1.004128170E1,3.986345768E0,-6.224924326E-1,1.082154275E1
2.426482488E1,9.995792389E0,4.089296341E0,-1.000776291E0,1.084618658E1
2.426680852E1,9.842563629E0,4.177882195E0,-1.268926859E0,1.076758719E1
2.426873113E1,9.739612579E0,4.223371983E0,-1.386242747E0,1.070600733E1
2.427074529E1,9.512163162E0,4.295197964E0,-1.525106430E0,1.054779234E1
2.427269841E1,9.246406555E0,4.381389141E0,-1.584961534E0,1.035397064E1
2.427468206E1,8.932766914E0,4.434061527E0,-1.714248419E0,1.011898582E1
2.427666570E1,8.779537201E0,4.486733913E0,-1.790862918E0,1.002089041E1
2.427864934E1,8.487444878E0,4.479551315E0,-1.972822189E0,9.797710341E0
2.428060247E1,8.271966934E0,4.462791920E0,-2.128445387E0,9.637023837E0
2.428258611E1,8.169015884E0,4.400542736E0,-2.181117773E0,9.531782185E0
2.428453923E1,8.027758598E0,4.295197964E0,-2.209848166E0,9.368941380E0
2.428655339E1,7.920019150E0,4.187458992E0,-2.059013367E0,9.192445387E0
2.428850652E1,7.884106159E0,4.122815132E0,-1.912967205E0,9.100339448E0
2.429052068E1,7.855375767E0,3.952826977E0,-1.455674648E0,8.913515481E0
2.429244329E1,7.852981567E0,3.737348795E0,-7.876923680E-1,8.732557173E0
2.429442693E1,7.857769966E0,3.624821424E0,-3.806780577E-1,8.661916357E0
2.429638006E1,7.874529362E0,3.406949043E0,5.267243981E-1,8.596101037E0
2.429836370E1,7.951143742E0,3.205836058E0,1.491587639E0,8.701890904E0
2.430034734E1,7.996633530E0,3.093308687E0,1.996764183E0,8.803509167E0
2.430236150E1,8.099584579E0,2.899378300E0,3.021482468E0,9.118060166E0
2.430428411E1,8.259995461E0,3.016694069E0,3.869029999E0,9.607151568E0
2.430629827E1,8.406042099E0,2.983175278E0,4.072536945E0,9.805428888E0
2.430825139E1,8.889671326E0,2.707842112E0,5.056553841E0,1.057957475E1
2.431026555E1,9.385271072E0,2.482787132E0,6.162675381E0,1.149896138E1
2.431221868E1,9.658209801E0,2.442085743E0,6.708553314E0,1.201039079E1
2.431423284E1,1.026873112E1,2.530671120E0,7.419631004E0,1.291905799E1
2.431615545E1,1.102769279E1,2.822763920E0,7.826645374E0,1.381428182E1
2.431816960E1,1.144188976E1,3.033453465E0,7.963114738E0,1.426638979E1
2.432012273E1,1.221761131E1,3.524264812E0,8.157045364E0,1.510721211E1
2.432210637E1,1.297657299E1,3.981557369E0,8.327033043E0,1.592431239E1
2.432409002E1,1.338598156E1,4.180276394E0,8.374917984E0,1.633396658E1
2.432607366E1,1.427183628E1,4.503493309E0,8.461109161E0,1.719177510E1
2.432802678E1,1.524148846E1,4.788403511E0,8.485051155E0,1.808944089E1
2.433001043E1,1.576342392E1,4.910507679E0,8.513781548E0,1.857641234E1
2.433196355E1,1.686715126E1,5.147533417E0,8.535328865E0,1.959208337E1
2.433394719E1,1.786553383E1,5.427655220E0,8.511386871E0,2.052024480E1
2.433586980E1,1.832043076E1,5.580883980E0,8.487444878E0,2.094805885E1
2.433788396E1,1.920389175E1,5.916072369E0,8.293514252E0,2.173871545E1
2.433983709E1,2.003467941E1,6.279991150E0,8.032546997E0,2.247995728E1
2.434185125E1,2.041296387E1,6.476315498E0,7.903259754E0,2.282746747E1
2.434377385E1,2.113840675E1,6.900089264E0,7.592013359E0,2.349642821E1
2.434578801E1,2.183511925E1,7.244854450E0,7.173028469E0,2.409798095E1
2.434774114E1,2.221819115E1,7.383718014E0,7.058106422E0,2.445371497E1
2.434975530E1,2.289814568E1,7.618350029E0,6.828263283E0,2.507966332E1
2.435170842E1,2.342726326E1,7.781155586E0,6.502651691E0,2.552777948E1
2.435369207E1,2.367625999E1,7.874529362E0,6.205770969E0,2.571157508E1
2.435567571E1,2.363316536E1,7.881711960E0,5.980715752E0,2.562063327E1
2.435765935E1,2.336501503E1,7.817068577E0,5.461174011E0,2.523598443E1
2.435961248E1,2.300349045E1,7.704541206E0,4.927267075E0,2.475476699E1
2.436159612E1,2.287420273E1,7.630321026E0,4.616020679E0,2.455114246E1
2.436357976E1,2.262999535E1,7.462726593E0,4.043806553E0,2.416943005E1
2.436559392E1,2.226847076E1,7.192182064E0,3.541024208E0,2.366751203E1
2.436754705E1,2.207693481E1,7.012616634E0,3.308786631E0,2.339905793E1
2.436956121E1,2.163640022E1,6.605602264E0,2.959233284E0,2.281501386E1
2.437148381E1,2.105700302E1,6.203376770E0,2.722207308E0,2.211989313E1
2.437346746E1,2.079842949E1,6.004657745E0,2.568978310E0,2.179977599E1
2.437542058E1,2.031480217E1,5.702988625E0,2.408566952E0,2.123714814E1
2.437740423E1,1.967555046E1,5.403713226E0,2.319981337E0,2.053557197E1
2.437938787E1,1.934754372E1,5.243301868E0,2.262520552E0,2.017272073E1
2.438137151E1,1.871786880E1,4.946420670E0,2.281674147E0,1.949440245E1
2.438332464E1,1.814326096E1,4.620809078E0,2.293645144E0,1.886241243E1
2.438530828E1,1.792299461E1,4.448426723E0,2.298433542E0,1.860927277E1
2.438729192E1,1.760695839E1,4.120420933E0,2.384624958E0,1.823922390E1
2.438927556E1,1.754471016E1,3.813963413E0,2.530671120E0,1.813194606E1
2.439122869E1,1.759977722E1,3.687070608E0,2.640804529E0,1.817472136E1
2.439321233E1,1.781764984E1,3.514688015E0,2.944868088E0,1.839820442E1
2.439513494E1,1.811453056E1,3.454833031E0,3.296815634E0,1.873342153E1
2.439714910E1,1.827733612E1,3.438073635E0,3.473986626E0,1.891956525E1
2.439913274E1,1.861491776E1,3.435679436E0,3.830722809E0,1.931303947E1
2.440111638E1,1.900756645E1,3.447650433E0,4.223371983E0,1.977399168E1
2.440306951E1,1.923741150E1,3.469198227E0,4.455609322E0,2.004908457E1
2.440505315E1,1.979286575E1,3.545812607E0,4.963180065E0,2.071143351E1
2.440703679E1,2.048478889E1,3.639186621E0,5.528211594E0,2.152745639E1
2.440902044E1,2.088941002E1,3.691859007E0,5.825092793E0,2.199838585E1
2.441097356E1,2.172019768E1,3.804386616E0,6.402095318E0,2.296142785E1
2.441295720E1,2.261802292E1,3.964797974E0,6.940790653E0,2.398893826E1
2.441491033E1,2.307531548E1,4.050989151E0,7.187393665E0,2.450590388E1
2.441692449E1,2.393722916E1,4.240131378E0,7.582436562E0,2.546493664E1
2.441887761E1,2.482787132E1,4.426878929E0,7.860164165E0,2.641595412E1
2.442089177E1,2.570893860E1,4.529829502E0,8.075642586E0,2.732553535E1
2.442281438E1,2.610637474E1,4.699818134E0,8.214506149E0,2.776885312E1
2.442482854E1,2.677196312E1,4.764461517E0,8.516175270E0,2.849497050E1
2.442678167E1,2.729389954E1,4.754884720E0,8.844181061E0,2.908239019E1
2.442879583E1,2.750937843E1,4.601655483E0,9.057265282E0,2.932533358E1
2.443074895E1,2.802891922E1,4.290409565E0,9.567230225E0,2.992590552E1
2.443276311E1,2.871126747E1,3.892971992E0,1.017775154E1,3.070958706E1
2.443468572E1,2.906560898E1,3.687070608E0,1.043393135E1,3.110098131E1
2.443669988E1,2.982456970E1,3.385401249E0,1.060391903E1,3.183408548E1
2.443865300E1,3.006159592E1,3.629609823E0,9.100360870E0,3.161787761E1
2.444063665E1,3.032735252E1,3.385401249E0,8.631096840E0,3.171285363E1
2.444258977E1,3.122278404E1,2.643198729E0,9.016563416E0,3.260593748E1
2.444457341E1,3.209427261E1,2.140416384E0,9.160215378E0,3.344448030E1
2.444649602E1,3.264254761E1,1.841141105E0,9.289502144E0,3.398853579E1
2.444851018E1,3.367684174E1,1.149216771E0,9.476250648E0,3.500356689E1
2.445046331E1,3.464888763E1,5.434837937E-1,9.124302864E0,3.583425305E1
2.445247747E1,3.510139084E1,2.442085743E-1,8.858546257E0,3.620277777E1
2.445443059E1,3.595611954E1,-3.663128614E-1,8.427590370E0,3.693238412E1
2.445644475E1,3.669832230E1,-8.403648138E-1,8.190564156E0,3.761061570E1
2.445839788E1,3.700238800E1,-1.027112484E0,7.999027729E0,3.787104596E1
2.446038152E1,3.736870193E1,-1.283292055E0,7.410054207E0,3.811791739E1
2.446233464E1,3.737109375E1,-1.426944256E0,6.763619900E0,3.800501772E1
2.446431829E1,3.725138474E1,-1.489193439E0,6.464344501E0,3.783743003E1
2.446627141E1,3.692337799E1,-1.649604917E0,5.930437565E0,3.743296847E1
2.446825506E1,3.659058380E1,-1.908178806E0,5.432443619E0,3.704083440E1
2.447020818E1,3.638707733E1,-2.094926596E0,5.130774021E0,3.680669717E1
2.447222234E1,3.590823746E1,-2.545036316E0,4.462791920E0,3.627389197E1
2.447420598E1,3.543178940E1,-3.095702887E0,3.782838583E0,3.576737262E1
2.447618962E1,3.521391678E1,-3.385401249E0,3.485957623E0,3.554761282E1
2.447811223E1,3.483324051E1,-4.029441357E0,3.040636063E0,3.519710939E1
2.448012639E1,3.455311966E1,-4.783615112E0,2.849100113E0,3.499883460E1
2.448207952E1,3.442383194E1,-5.181052685E0,2.899378300E0,3.493207562E1
2.448409368E1,3.415089417E1,-5.980715752E0,3.263296843E0,3.482386595E1
2.448604680E1,3.398808670E1,-6.689399719E0,3.720589399E0,3.483935837E1
2.448806096E1,3.399048233E1,-6.981492043E0,4.003105164E0,3.493020142E1
2.449001409E1,3.363374710E1,-7.649474621E0,4.800374508E0,3.482509155E1
2.449202825E1,3.316448212E1,-8.310274124E0,5.236119270E0,3.458844424E1
2.449398137E1,3.291788101E1,-8.585607529E0,5.391742229E0,3.444372847E1
2.449599553E1,3.284844589E1,-9.057265282E0,5.415684223E0,3.450194324E1
2.449794866E1,3.285323715E1,-9.538499832E0,5.492298603E0,3.464799438E1
2.449996282E1,3.292027283E1,-1.001015759E1,5.805939198E0,3.489493585E1
2.450188543E1,3.292745590E1,-1.026873112E1,6.042964935E0,3.501687616E1
2.450389959E1,3.297294617E1,-1.077869606E1,6.667851925E0,3.532500130E1
2.450585271E1,3.302082825E1,-1.130302620E1,7.553706169E0,3.570983025E1
2.450786687E1,3.295139694E1,-1.158793640E1,8.125920296E0,3.586231185E1
2.450978948E1,3.285084152E1,-1.226549530E1,9.186552048E0,3.624931589E1
2.451180364E1,3.318363571E1,-1.301727486E1,1.012268448E1,3.705498434E1
2.451375676E1,3.338235474E1,-1.341710663E1,1.057997704E1,3.750115028E1
2.451574041E1,3.377739716E1,-1.431253815E1,1.130063248E1,3.838574737E1
2.451772405E1,3.432327652E1,-1.526303577E1,1.186805820E1,3.939414141E1
2.451973821E1,3.464888763E1,-1.573229980E1,1.208832455E1,3.992716196E1
2.452166082E1,3.544136810E1,-1.666364288E1,1.249055004E1,4.110695084E1
2.452367498E1,3.642778015E1,-1.752555656E1,1.291193008E1,4.243637871E1
2.452562810E1,3.694013977E1,-1.792299461E1,1.312501335E1,4.310537829E1
2.452761174E1,3.787627029E1,-1.869871521E1,1.359188271E1,4.437333746E1
2.452959539E1,3.875015640E1,-1.944091797E1,1.404917526E1,4.557305386E1
2.453157903E1,3.922660065E1,-1.983356667E1,1.429817295E1,4.622266019E1
2.453356267E1,4.027047348E1,-2.066914368E1,1.478658962E1,4.761898537E1
2.453554631E1,4.135744095E1,-2.165555382E1,1.522472858E1,4.910390304E1
2.453749944E1,4.190092468E1,-2.224452782E1,1.534683323E1,4.986012231E1
2.453948308E1,4.304535294E1,-2.352063751E1,1.551203251E1,5.144653488E1
2.454146673E1,4.405091858E1,-2.499307060E1,1.571314621E1,5.302867120E1
2.454345037E1,4.445793152E1,-2.580231094E1,1.584003830E1,5.378823048E1
2.454537298E1,4.497507858E1,-2.751655960E1,1.610100555E1,5.512858719E1
2.454738714E1,4.522886276E1,-2.931939316E1,1.627578354E1,5.630433351E1
2.454930974E1,4.532463074E1,-3.021243095E1,1.634760857E1,5.687141146E1
2.455132390E1,4.549940872E1,-3.191470909E1,1.646492577E1,5.796411503E1
2.455327703E1,4.563348389E1,-3.349967194E1,1.651041412E1,5.896809854E1
2.455526067E1,4.572206879E1,-3.428736115E1,1.651280975E1,5.948784409E1
2.455724431E1,4.579868317E1,-3.584119797E1,1.641225243E1,6.042741829E1
2.455922796E1,4.588008881E1,-3.742376709E1,1.616325569E1,6.137403137E1
2.456115056E1,4.574840546E1,-3.830483246E1,1.599087334E1,6.177284858E1
2.456313420E1,4.559996414E1,-4.032553864E1,1.550963879E1,6.281763042E1
2.456508733E1,4.511394119E1,-4.258566666E1,1.471955204E1,6.376105321E1
2.456707097E1,4.435737610E1,-4.380910110E1,1.374032402E1,6.384050954E1
2.456902410E1,4.384980392E1,-4.637329102E1,1.320881081E1,6.517484259E1
2.457103826E1,4.255214691E1,-4.905479813E1,1.209790134E1,6.605617036E1
2.457302190E1,4.085465622E1,-5.180094910E1,1.086728191E1,6.686208999E1
2.457500554E1,3.991852570E1,-5.314409637E1,1.018732834E1,6.724258570E1
2.457692815E1,3.794809723E1,-5.566997910E1,8.741230011E0,6.793830847E1
2.457894231E1,3.640862656E1,-5.745126343E1,7.029376030E0,6.837870929E1
2.458086492E1,3.542461014E1,-5.859808731E1,6.325480938E0,6.876518413E1
2.458287908E1,3.301843643E1,-6.139451599E1,5.128379822E0,6.989852658E1
2.458483220E1,3.090196228E1,-6.387490845E1,3.878606796E0,7.106320280E1
2.458684636E1,2.992273331E1,-6.505046082E1,3.361459255E0,7.168146085E1
2.458876897E1,2.785414314E1,-6.745423889E1,2.334346771E0,7.301627770E1
2.459075261E1,2.592202187E1,-6.979337311E1,1.254561663E0,7.446233996E1
2.459270574E1,2.497870636E1,-7.100723267E1,7.757213712E-1,7.527658737E1
2.459468938E1,2.277125168E1,-7.372465515E1,-1.197100803E-2,7.716122617E1
2.459667302E1,2.026212883E1,-7.649234772E1,-7.350199223E-1,7.913389526E1
2.459865667E1,1.894292450E1,-7.741172028E1,-1.053448796E0,7.970268866E1
2.460057927E1,1.624226379E1,-7.818505096E1,-1.735796213E0,7.987318897E1
2.460259343E1,1.322078133E1,-7.837898254E1,-2.331952572E0,7.952038711E1
2.460451604E1,1.151132202E1,-7.841249847E1,-2.348711967E0,7.928774747E1
2.460653020E1,7.920019150E0,-7.843643951E1,-3.131615877E0,7.889745728E1
2.460848333E1,3.981557369E0,-7.844123077E1,-4.422090530E0,7.866660263E1
2.461046697E1,2.114080191E0,-7.844362640E1,-5.097255230E0,7.863748387E1
2.461242009E1,-3.813963413E0,-7.844362640E1,-6.141127586E0,7.877602610E1
2.461440374E1,-1.053209305E1,-7.844362640E1,-7.445967197E0,7.949698067E1
2.461635686E1,-1.430535507E1,-7.844362640E1,-7.833827972E0,8.012124917E1
2.461837102E1,-2.181357193E1,-7.844362640E1,-9.423578262E0,8.196363993E1
2.462032415E1,-3.037763023E1,-7.844362640E1,-1.078827286E1,8.480913732E1
2.462230779E1,-3.404794312E1,-7.844362640E1,-1.211226654E1,8.636765572E1
2.462426091E1,-3.896084595E1,-7.844362640E1,-1.478658962E1,8.882563410E1
2.462627507E1,-4.488888931E1,-7.844362640E1,-1.891898155E1,9.233819778E1
2.462822820E1,-4.825034714E1,-7.844362640E1,-2.135867310E1,9.453936449E1
2.463021184E1,-5.490143967E1,-7.844362640E1,-2.410961151E1,9.873623432E1
2.463216497E1,-6.191645050E1,-7.844362640E1,-2.707363319E1,1.035375825E2
2.463414861E1,-6.625714111E1,-7.844362640E1,-2.939122009E1,1.068047522E2
2.463613225E1,-7.476612854E1,-7.844362640E1,-3.374387741E1,1.134990122E2
2.463811589E1,-7.750509644E1,-7.844362640E1,-3.680845642E1,1.162553438E2
2.464003850E1,-7.796238708E1,-7.844362640E1,-3.848439789E1,1.171007481E2
2.464202214E1,-7.830476379E1,-7.844362640E1,-3.980120850E1,1.177674605E2
2.464394475E1,-7.838855743E1,-7.844362640E1,-3.928645706E1,1.176503046E2
2.464595891E1,-7.840292358E1,-7.844362640E1,-3.697605133E1,1.169087222E2
2.464788152E1,-7.841489410E1,-7.844362640E1,-3.102167130E1,1.151722286E2
2.464986516E1,-7.841728973E1,-7.844362640E1,-2.392046928E1,1.134674522E2
2.465181829E1,-7.841728973E1,-7.844362640E1,-2.009692955E1,1.127233801E2
2.465383245E1,-7.841728973E1,-7.844362640E1,-9.962273598E0,1.113639113E2
2.465575506E1,-7.841728973E1,-7.844362640E1,-1.283292055E0,1.109248425E2
2.465776922E1,-7.841728973E1,-7.844362640E1,3.102885485E0,1.109608118E2
2.465969182E1,-7.841728973E1,-7.844362640E1,1.309388924E1,1.116876170E2
2.466170598E1,-7.841728973E1,-7.844362640E1,2.476801682E1,1.136491465E2
2.466365911E1,-7.841728973E1,-7.841249847E1,3.065296364E1,1.150538805E2
2.466567327E1,-7.841728973E1,-7.773733521E1,4.254017639E1,1.183301788E2
2.466759588E1,-7.841728973E1,-7.619307709E1,4.934449768E1,1.199563911E2
2.466957952E1,-7.841728973E1,-7.541017151E1,5.190390015E1,1.205403673E2
2.467153264E1,-7.841728973E1,-7.451953125E1,5.467398834E1,1.212092277E2
2.467351628E1,-7.841728973E1,-7.494808960E1,5.499720764E1,1.216189965E2
2.467549993E1,-7.841728973E1,-7.559452820E1,5.270356369E1,1.210019407E2
2.467748357E1,-7.841728973E1,-7.691372681E1,4.592078781E1,1.190533975E2
2.467940618E1,-7.841728973E1,-7.778282166E1,4.203260422E1,1.181785873E2
2.468138982E1,-7.841728973E1,-7.802942657E1,4.171657181E1,1.182291635E2
2.468334295E1,-7.841728973E1,-7.832630920E1,4.467819977E1,1.195007263E2
2.468532659E1,-7.713878632E1,-7.841489410E1,4.447948074E1,1.186495351E2
2.468727971E1,-7.538383484E1,-7.842926025E1,4.278677750E1,1.168955934E2
2.468929387E1,-7.142621613E1,-7.844123077E1,3.959530640E1,1.132365635E2
2.469124700E1,-6.712384033E1,-7.844362640E1,3.796246338E1,1.100007322E2
2.469323064E1,-6.222769547E1,-7.844362640E1,3.632482910E1,1.065137635E2
2.469515325E1,-5.963238144E1,-7.844362640E1,3.487633514E1,1.045264665E2
2.469716741E1,-5.406825638E1,-7.844362640E1,3.073436737E1,1.001068440E2
2.469909002E1,-4.701015091E1,-7.844362640E1,2.607764435E1,9.509679462E1
2.470110418E1,-4.276283646E1,-7.844362640E1,2.402102470E1,9.251525460E1
2.470305730E1,-3.256114197E1,-7.844362640E1,2.018072701E1,8.729772180E1
2.470507146E1,-1.934993744E1,-7.844362640E1,1.845211220E1,8.287522577E1
2.470702459E1,-1.283052731E1,-7.844362640E1,1.683123779E1,8.124848011E1
2.470903875E1,7.230489254E-1,-7.844362640E1,1.460941887E1,7.979574201E1
2.471099187E1,1.513135433E1,-7.844362640E1,1.164300251E1,8.073363558E1
2.471300603E1,2.194046402E1,-7.844362640E1,9.811438560E0,8.204298149E1
2.471495916E1,3.512294006E1,-7.844362640E1,2.851494312E0,8.599508394E1
