"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.531737619E2,6.505895098E1,2.560328189E1,3.151751331E1,4.900657333E1,3.501152515E0,3.549072266E2,8.165463876E-1,4.000000000E0,3.000000000E0,3.800000000E1
1.541690216E2,6.505898445E1,2.560327908E1,3.159186546E1,4.908093437E1,3.502388239E0,3.560244446E2,8.201295140E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.551548133E2,6.505901608E1,2.560326443E1,3.153362228E1,4.902269863E1,3.496904612E0,3.507920227E2,8.236434453E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.561696057E2,6.505904759E1,2.560325863E1,3.188223648E1,4.937132096E1,3.488938570E0,3.561090393E2,8.269485733E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.571596994E2,6.505907716E1,2.560326575E1,3.149070999E1,4.897980308E1,3.474784613E0,3.563898315E2,8.309357998E-1,3.000000000E0,3.000000000E0,3.700000000E1
1.581580301E2,6.505911292E1,2.560325962E1,3.159068904E1,4.907979137E1,3.481769800E0,3.530317688E2,8.345706359E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.591714705E2,6.505914561E1,2.560326105E1,3.184654278E1,4.933565412E1,3.494902849E0,3.527163391E2,8.379058286E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.601695008E2,6.505917441E1,2.560324124E1,3.207506550E1,4.956418312E1,3.490135431E0,3.511265259E2,8.408611569E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.611624010E2,6.505919959E1,2.560322105E1,3.114119559E1,4.863031847E1,3.466278315E0,3.468572998E2,8.448596719E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.621717101E2,6.505923529E1,2.560323134E1,3.223160446E1,4.972073787E1,3.486386538E0,3.526685791E2,8.485995094E-1,2.000000000E0,3.000000000E0,3.800000000E1
1.631566964E2,6.505926891E1,2.560322955E1,3.245433421E1,4.994347663E1,3.508367062E0,3.583746338E2,8.523254507E-1,2.000000000E0,3.000000000E0,3.700000000E1
1.641687175E2,6.505930236E1,2.560323428E1,3.244463302E1,4.993378492E1,3.526847839E0,3.585347595E2,8.559180359E-1,3.000000000E0,3.000000000E0,4.000000000E1
1.651612094E2,6.505933467E1,2.560323494E1,3.236536937E1,4.985453012E1,3.523737431E0,3.566463318E2,8.592872523E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.661633495E2,6.505936476E1,2.560322644E1,3.217636395E1,4.966553222E1,3.500135183E0,3.569921875E2,8.623442229E-1,4.000000000E0,3.000000000E0,4.000000000E1
1.671696726E2,6.505939199E1,2.560321750E1,3.183173909E1,4.932091407E1,3.472501993E0,3.559312134E2,8.676291047E-1,4.000000000E0,3.000000000E0,3.500000000E1
1.681561183E2,6.505943871E1,2.560323824E1,3.453685492E1,5.202604425E1,3.505707979E0,7.086577892E0,8.712480617E-1,4.000000000E0,3.000000000E0,3.800000000E1
1.691577540E2,6.505947101E1,2.560322882E1,3.475297602E1,5.224217340E1,3.530889511E0,2.828036785E0,8.750134375E-1,4.000000000E0,3.000000000E0,3.700000000E1
1.701693720E2,6.505950444E1,2.560324157E1,3.500709517E1,5.249630266E1,3.554734707E0,3.493506908E0,8.790626109E-1,4.000000000E0,3.000000000E0,3.600000000E1
1.711602393E2,6.505954083E1,2.560323823E1,3.494900884E1,5.243822597E1,3.584481955E0,3.577395325E2,8.828586737E-1,4.000000000E0,3.000000000E0,3.700000000E1
1.721650035E2,6.505957473E1,2.560324784E1,3.461400899E1,5.210323611E1,3.608125687E0,7.765031815E0,8.867449026E-1,4.000000000E0,3.000000000E0,3.800000000E1
1.731688468E2,6.505960967E1,2.560324702E1,3.447167561E1,5.196091218E1,3.634324789E0,1.004263401E0,8.906653360E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.741554180E2,6.505964438E1,2.560326177E1,3.408213828E1,5.157138546E1,3.659899712E0,9.347452164E0,8.944001943E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.751775373E2,6.505967758E1,2.560327390E1,3.413773978E1,5.162699695E1,3.673337460E0,3.567986755E2,8.983442671E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.761555621E2,6.505971290E1,2.560328142E1,3.390981880E1,5.139908618E1,3.695920944E0,3.592910767E2,9.024531015E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.771650621E2,6.505974977E1,2.560327556E1,3.398507506E1,5.147435202E1,3.727870464E0,1.224838048E-1,9.062176158E-1,3.000000000E0,3.000000000E0,3.700000000E1
1.781688524E2,6.505978357E1,2.560328010E1,3.395958153E1,5.144886804E1,3.748187304E0,3.617937565E0,9.103767791E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.791563153E2,6.505982080E1,2.560327145E1,3.394046037E1,5.142975633E1,3.776694298E0,3.597618713E2,9.145117652E-1,3.000000000E0,3.000000000E0,3.300000000E1
1.801722701E2,6.505985797E1,2.560326887E1,3.387080602E1,5.136011190E1,3.801959038E0,1.678849578E0,9.184599091E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.811641620E2,6.505989297E1,2.560325464E1,3.369284204E1,5.118215632E1,3.822124004E0,1.608288288E0,9.223458781E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.821834313E2,6.505992790E1,2.560325264E1,3.373179701E1,5.122112065E1,3.842039585E0,3.572131958E2,9.262869824E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.831645016E2,6.505996325E1,2.560324640E1,3.352474175E1,5.101407452E1,3.862870216E0,3.563883057E2,9.300226691E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.841518503E2,6.505999677E1,2.560324093E1,3.332203502E1,5.081137649E1,3.868246794E0,3.577001648E2,9.339276237E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.851608111E2,6.506003157E1,2.560322975E1,3.325437379E1,5.074372386E1,3.873435736E0,3.578595886E2,9.375775354E-1,3.000000000E0,3.000000000E0,3.400000000E1
1.861715489E2,6.506006424E1,2.560322231E1,3.339300011E1,5.088235849E1,3.866245270E0,3.583078308E2,9.415319905E-1,3.000000000E0,3.000000000E0,3.700000000E1
1.871676838E2,6.506009967E1,2.560321489E1,3.326834300E1,5.075771044E1,3.866631269E0,3.555405884E2,9.453390788E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.881698520E2,6.506013390E1,2.560321435E1,3.336433343E1,5.085371015E1,3.859498262E0,3.541689148E2,9.491801012E-1,3.000000000E0,3.000000000E0,3.700000000E1
1.891652155E2,6.506016819E1,2.560320446E1,3.327644840E1,5.076583368E1,3.841128349E0,6.525413990E0,9.529730757E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.901539625E2,6.506020215E1,2.560321220E1,3.317885141E1,5.066824654E1,3.824894905E0,2.316015959E0,9.569032105E-1,3.000000000E0,3.000000000E0,3.500000000E1
1.911693023E2,6.506023727E1,2.560322168E1,3.329622154E1,5.078562698E1,3.814514875E0,7.313982487E0,9.606009856E-1,3.000000000E0,3.000000000E0,3.700000000E1
1.921665636E2,6.506026939E1,2.560324208E1,3.251969029E1,5.000910607E1,3.802351713E0,1.516446114E1,9.645421915E-1,3.000000000E0,3.000000000E0,3.400000000E1
1.931629808E2,6.506030368E1,2.560326332E1,3.291214049E1,5.040156726E1,3.798979759E0,1.525564289E1,9.681785985E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.941689092E2,6.506033530E1,2.560328313E1,3.244632226E1,4.993575918E1,3.790131330E0,1.419963741E1,9.723090674E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.951760217E2,6.506036775E1,2.560332601E1,3.246434890E1,4.995379802E1,3.796594858E0,2.793032455E1,9.763104868E-1,3.000000000E0,3.000000000E0,3.600000000E1
1.961651802E2,6.506039790E1,2.560337260E1,3.226712543E1,4.975658639E1,3.801197052E0,3.486087418E1,9.802573671E-1,3.000000000E0,3.000000000E0,3.800000000E1
1.971572783E2,6.506042268E1,2.560343287E1,3.195925885E1,4.944873127E1,3.815263748E0,4.612372589E1,9.840147241E-1,2.000000000E0,3.000000000E0,3.700000000E1
1.981709348E2,6.506044518E1,2.560349265E1,3.180888615E1,4.929836936E1,3.818002701E0,4.843593979E1,9.881390139E-1,2.000000000E0,3.000000000E0,3.700000000E1
1.991709629E2,6.506046216E1,2.560357086E1,3.177758436E1,4.926707829E1,3.834280729E0,6.257815933E1,9.920709647E-1,2.000000000E0,3.000000000E0,3.900000000E1
2.001710633E2,6.506047232E1,2.560365118E1,3.146610221E1,4.895560518E1,3.853942871E0,7.120660400E1,9.962328981E-1,2.000000000E0,3.000000000E0,3.700000000E1
2.011621903E2,6.506047841E1,2.560373877E1,3.115180154E1,4.864131301E1,3.884609699E0,7.829147339E1,1.000360701E0,2.000000000E0,3.000000000E0,4.000000000E1
2.021886442E2,6.506048454E1,2.560382559E1,3.104873047E1,4.853825039E1,3.912965775E0,8.413066864E1,1.005010580E0,3.000000000E0,3.000000000E0,3.900000000E1
2.031668378E2,6.506048458E1,2.560392477E1,3.071756649E1,4.820709416E1,3.957134008E0,8.811152649E1,1.009637150E0,3.000000000E0,3.000000000E0,3.600000000E1
2.041689571E2,6.506048075E1,2.560402302E1,3.042993860E1,4.791947290E1,4.016391754E0,9.210962677E1,1.014065829E0,3.000000000E0,3.000000000E0,3.800000000E1
2.051588331E2,6.506047651E1,2.560411694E1,3.005967041E1,4.754921089E1,4.073609829E0,9.331930542E1,1.018520944E0,3.000000000E0,3.000000000E0,3.800000000E1
2.061615622E2,6.506047166E1,2.560421126E1,2.970794745E1,4.719749398E1,4.126460075E0,9.385220337E1,1.022921968E0,2.000000000E0,3.000000000E0,3.800000000E1
2.071631540E2,6.506046775E1,2.560430467E1,2.941931868E1,4.690887145E1,4.170175552E0,9.376400757E1,1.027089537E0,2.000000000E0,3.000000000E0,3.700000000E1
2.081688929E2,6.506046912E1,2.560439349E1,2.918160753E1,4.667116761E1,4.196083069E0,8.850628662E1,1.031468904E0,2.000000000E0,3.000000000E0,3.900000000E1
2.091700084E2,6.506047822E1,2.560448437E1,2.892227752E1,4.641184717E1,4.216068268E0,7.596058655E1,1.035695680E0,2.000000000E0,3.000000000E0,3.800000000E1
2.101648308E2,6.506049567E1,2.560456445E1,2.880211125E1,4.629169188E1,4.226911545E0,6.196228027E1,1.039545773E0,2.000000000E0,3.000000000E0,3.700000000E1
2.111563548E2,6.506052098E1,2.560462048E1,2.870511276E1,4.619470464E1,4.210719109E0,4.336937714E1,1.043436678E0,2.000000000E0,3.000000000E0,3.900000000E1
2.121622163E2,6.506055123E1,2.560466220E1,2.858546026E1,4.607506360E1,4.189244270E0,3.192413330E1,1.047144739E0,2.000000000E0,3.000000000E0,3.800000000E1
2.131636423E2,6.506058339E1,2.560468318E1,2.867891537E1,4.616852906E1,4.154099941E0,1.497840881E1,1.050960882E0,2.000000000E0,3.000000000E0,3.700000000E1
2.141658151E2,6.506061756E1,2.560469076E1,2.844171057E1,4.593133411E1,4.122467041E0,4.230236053E0,1.054754989E0,2.000000000E0,3.000000000E0,3.800000000E1
2.151685722E2,6.506065066E1,2.560467114E1,2.797850078E1,4.546813177E1,4.092567444E0,3.478592529E2,1.059109489E0,2.000000000E0,3.000000000E0,3.700000000E1
2.161644775E2,6.506068947E1,2.560465881E1,2.827813729E1,4.576777784E1,4.088410378E0,3.516875916E2,1.063493554E0,2.000000000E0,3.000000000E0,3.900000000E1
2.171555132E2,6.506072848E1,2.560464528E1,2.830822181E1,4.579787188E1,4.128465652E0,3.506031799E2,1.068219875E0,2.000000000E0,3.000000000E0,3.900000000E1
2.181534408E2,6.506077058E1,2.560463139E1,2.799675074E1,4.548641114E1,4.144360065E0,3.533983154E2,1.072293131E0,3.000000000E0,3.000000000E0,3.700000000E1
2.191579068E2,6.506080657E1,2.560461515E1,2.795660624E1,4.544627514E1,4.156267166E0,3.524959412E2,1.076674121E0,3.000000000E0,3.000000000E0,3.800000000E1
2.201671325E2,6.506084542E1,2.560459965E1,2.793745652E1,4.542713474E1,4.168171406E0,3.512634277E2,1.081141157E0,3.000000000E0,3.000000000E0,4.000000000E1
2.211637456E2,6.506088492E1,2.560458226E1,2.796321958E1,4.545290716E1,4.184007645E0,3.510551453E2,1.085402935E0,3.000000000E0,3.000000000E0,3.700000000E1
2.221425965E2,6.506092313E1,2.560457523E1,2.810344405E1,4.559314145E1,4.200602531E0,3.573027039E2,1.089651046E0,3.000000000E0,3.000000000E0,3.700000000E1
2.231549789E2,6.506096131E1,2.560457175E1,2.814487544E1,4.563458292E1,4.217809677E0,3.542959290E2,1.093686230E0,3.000000000E0,3.000000000E0,3.800000000E1
2.241586593E2,6.506099748E1,2.560456469E1,2.801254792E1,4.550226466E1,4.219872475E0,3.547942200E2,1.097716443E0,3.000000000E0,3.000000000E0,4.000000000E1
2.251620693E2,6.506103283E1,2.560454578E1,2.782928891E1,4.531901377E1,4.220430374E0,3.485121155E2,1.101761951E0,3.000000000E0,3.000000000E0,3.700000000E1
2.261574840E2,6.506106915E1,2.560454040E1,2.768772224E1,4.517745653E1,4.219075203E0,3.515484009E2,1.105841057E0,3.000000000E0,3.000000000E0,3.900000000E1
2.271580462E2,6.506110519E1,2.560452423E1,2.762624839E1,4.511599120E1,4.218696117E0,3.502908020E2,1.110042687E0,3.000000000E0,3.000000000E0,3.700000000E1
2.281676674E2,6.506114291E1,2.560451888E1,2.729548413E1,4.478523676E1,4.217852592E0,3.573084412E2,1.114168331E0,3.000000000E0,3.000000000E0,3.700000000E1
2.291740573E2,6.506117949E1,2.560450417E1,2.723438674E1,4.472414815E1,4.224709034E0,3.549874268E2,1.118472552E0,3.000000000E0,3.000000000E0,3.900000000E1
2.301636252E2,6.506121819E1,2.560450239E1,2.714917134E1,4.463894311E1,4.227007866E0,3.539142151E2,1.122946278E0,3.000000000E0,3.000000000E0,3.800000000E1
2.311705295E2,6.506125770E1,2.560448431E1,2.714780270E1,4.463758378E1,4.236833096E0,3.549577026E2,1.127293940E0,3.000000000E0,3.000000000E0,3.900000000E1
2.321557971E2,6.506129658E1,2.560447466E1,2.712908971E1,4.461888059E1,4.243408680E0,3.542034302E2,1.131740254E0,3.000000000E0,3.000000000E0,3.800000000E1
2.331736451E2,6.506133616E1,2.560446116E1,2.721143789E1,4.470123846E1,4.258482456E0,3.550312195E2,1.136087438E0,3.000000000E0,3.000000000E0,3.700000000E1
2.341587930E2,6.506137510E1,2.560445284E1,2.733497399E1,4.482478448E1,4.268557549E0,3.549888306E2,1.140578540E0,2.000000000E0,3.000000000E0,3.800000000E1
2.351631606E2,6.506141518E1,2.560444106E1,2.755766197E1,4.504748242E1,4.282245636E0,3.544804077E2,1.144815661E0,2.000000000E0,3.000000000E0,3.800000000E1
2.361582031E2,6.506145302E1,2.560443029E1,2.754593633E1,4.503576621E1,4.286880493E0,3.537841187E2,1.149053298E0,2.000000000E0,3.000000000E0,3.800000000E1
2.371672678E2,6.506149092E1,2.560442084E1,2.749429459E1,4.498413402E1,4.285400391E0,3.545199585E2,1.153404634E0,2.000000000E0,3.000000000E0,3.800000000E1
2.381584077E2,6.506152987E1,2.560441184E1,2.756436306E1,4.505421237E1,4.285651684E0,3.534396362E2,1.157901909E0,2.000000000E0,3.000000000E0,3.900000000E1
2.391643835E2,6.506157018E1,2.560440419E1,2.794270121E1,4.543256086E1,4.298426151E0,3.549775391E2,1.161920011E0,2.000000000E0,3.000000000E0,3.700000000E1
2.401608684E2,6.506160487E1,2.560438021E1,2.801108254E1,4.550094975E1,4.292662144E0,3.480480957E2,1.165937141E0,2.000000000E0,3.000000000E0,3.800000000E1
2.411660400E2,6.506164025E1,2.560436288E1,2.792362095E1,4.541349643E1,4.262228012E0,3.479832458E2,1.169454287E0,3.000000000E0,3.000000000E0,3.900000000E1
2.421747364E2,6.506167102E1,2.560434550E1,2.772606807E1,4.521595055E1,4.213377953E0,3.421516418E2,1.173544980E0,3.000000000E0,3.000000000E0,3.600000000E1
2.431589074E2,6.506170749E1,2.560433406E1,2.802196958E1,4.551186108E1,4.177322865E0,3.543693542E2,1.177558189E0,3.000000000E0,3.000000000E0,3.800000000E1
2.441634005E2,6.506174329E1,2.560432320E1,2.794288672E1,4.543278710E1,4.138642788E0,3.467768555E2,1.181590895E0,3.000000000E0,3.000000000E0,3.700000000E1
2.451542697E2,6.506177892E1,2.560430707E1,2.798837359E1,4.547828238E1,4.105741024E0,3.529524536E2,1.185371430E0,3.000000000E0,3.000000000E0,3.700000000E1
2.461565886E2,6.506181231E1,2.560429188E1,2.794470564E1,4.543462232E1,4.062291622E0,3.493812256E2,1.189219146E0,3.000000000E0,3.000000000E0,3.800000000E1
2.471420129E2,6.506184516E1,2.560426610E1,2.790466091E1,4.539458453E1,4.020895004E0,3.464468689E2,1.193417210E0,3.000000000E0,3.000000000E0,3.800000000E1
2.481474728E2,6.506188095E1,2.560423758E1,2.814239399E1,4.563232513E1,3.998307467E0,3.460098572E2,1.197367383E0,3.000000000E0,3.000000000E0,3.800000000E1
2.491508341E2,6.506191516E1,2.560421492E1,2.795658228E1,4.544652096E1,3.970727205E0,3.502442627E2,1.201078648E0,3.000000000E0,3.000000000E0,3.900000000E1
2.501410331E2,6.506194813E1,2.560420262E1,2.796428096E1,4.545422764E1,3.937975407E0,3.480500488E2,1.205136889E0,3.000000000E0,3.000000000E0,3.800000000E1
2.511727239E2,6.506198264E1,2.560417441E1,2.814894834E1,4.563890222E1,3.921469927E0,3.439920654E2,1.209246296E0,3.000000000E0,3.000000000E0,3.700000000E1
2.521673198E2,6.506201874E1,2.560415562E1,2.791278468E1,4.540274692E1,3.911301136E0,3.502712708E2,1.212902628E0,3.000000000E0,3.000000000E0,3.800000000E1
2.531614941E2,6.506205020E1,2.560413294E1,2.797895105E1,4.546892009E1,3.896552801E0,3.461975098E2,1.217055181E0,3.000000000E0,3.000000000E0,3.600000000E1
2.541575078E2,6.506208724E1,2.560412178E1,2.827292244E1,4.576290068E1,3.895335674E0,3.474032898E2,1.220960752E0,3.000000000E0,3.000000000E0,3.900000000E1
2.551681238E2,6.506212115E1,2.560410003E1,2.902900831E1,4.651899408E1,3.900957823E0,3.449067078E2,1.224712399E0,3.000000000E0,3.000000000E0,3.800000000E1
2.561698946E2,6.506215449E1,2.560408775E1,2.899143345E1,4.648142734E1,3.898462772E0,3.510066528E2,1.228484795E0,3.000000000E0,3.000000000E0,3.800000000E1
2.571643145E2,6.506218746E1,2.560406877E1,2.892787967E1,4.641788105E1,3.889957190E0,3.454960938E2,1.232139662E0,3.000000000E0,3.000000000E0,3.800000000E1
2.581538749E2,6.506222000E1,2.560405778E1,2.884552796E1,4.633553733E1,3.875998259E0,3.497717896E2,1.236603640E0,3.000000000E0,3.000000000E0,3.600000000E1
2.591616703E2,6.506225952E1,2.560404111E1,2.996510592E1,4.745512476E1,3.893431425E0,3.485603027E2,1.241136160E0,3.000000000E0,3.000000000E0,3.800000000E1
2.601582021E2,6.506229970E1,2.560402470E1,2.991920287E1,4.740923135E1,3.904947281E0,3.490479736E2,1.244921175E0,3.000000000E0,3.000000000E0,3.700000000E1
2.611596342E2,6.506233287E1,2.560400658E1,3.010854753E1,4.759858364E1,3.910515785E0,3.474246216E2,1.248732170E0,3.000000000E0,3.000000000E0,3.800000000E1
2.621651290E2,6.506236661E1,2.560399241E1,3.025135712E1,4.774140130E1,3.907982111E0,3.508893738E2,1.252514992E0,3.000000000E0,3.000000000E0,3.900000000E1
2.631471766E2,6.506240027E1,2.560398061E1,3.031922023E1,4.780927266E1,3.889231682E0,3.507206116E2,1.256379191E0,3.000000000E0,3.000000000E0,3.900000000E1
2.641646395E2,6.506243497E1,2.560397600E1,3.007697815E1,4.756703965E1,3.858389616E0,3.508546448E2,1.259891887E0,3.000000000E0,3.000000000E0,3.800000000E1
2.651628880E2,6.506246595E1,2.560396134E1,2.927687876E1,4.676694755E1,3.809396267E0,3.505754395E2,1.263046381E0,4.000000000E0,3.000000000E0,3.800000000E1
2.661586163E2,6.506249408E1,2.560395279E1,2.899125168E1,4.648132746E1,3.742609024E0,3.503166199E2,1.266087965E0,4.000000000E0,3.000000000E0,3.900000000E1
2.671612341E2,6.506252051E1,2.560393602E1,2.884631693E1,4.633639861E1,3.675385475E0,3.468074646E2,1.269385523E0,4.000000000E0,3.000000000E0,3.700000000E1
2.681643162E2,6.506254890E1,2.560391567E1,2.834977080E1,4.583985863E1,3.607649565E0,3.488187866E2,1.272765355E0,4.000000000E0,3.000000000E0,3.700000000E1
2.691676647E2,6.506257833E1,2.560389773E1,2.841031385E1,4.590040831E1,3.553398371E0,3.463497009E2,1.276435538E0,4.000000000E0,3.000000000E0,3.800000000E1
2.701419120E2,6.506260954E1,2.560387222E1,2.831494484E1,4.580504583E1,3.502025604E0,3.494512634E2,1.280831618E0,4.000000000E0,3.000000000E0,3.700000000E1
2.711446855E2,6.506264804E1,2.560385091E1,2.930328928E1,4.679339910E1,3.487350941E0,3.450681763E2,1.285242789E0,4.000000000E0,3.000000000E0,3.800000000E1
2.721515477E2,6.506268686E1,2.560383158E1,2.813627954E1,4.562639844E1,3.482941628E0,3.503158875E2,1.288713821E0,4.000000000E0,3.000000000E0,3.600000000E1
2.731648732E2,6.506271712E1,2.560381332E1,2.814714227E1,4.563726800E1,3.459320068E0,3.493481750E2,1.293027355E0,4.000000000E0,3.000000000E0,3.600000000E1
2.741454590E2,6.506275552E1,2.560380030E1,2.865168642E1,4.614182159E1,3.466994762E0,3.533913574E2,1.296957740E0,4.000000000E0,3.000000000E0,3.700000000E1
2.751549270E2,6.506279075E1,2.560379350E1,2.873409443E1,4.622423865E1,3.458426714E0,3.390943298E2,1.300797990E0,4.000000000E0,3.000000000E0,3.700000000E1
2.761530617E2,6.506282491E1,2.560378145E1,2.866371755E1,4.615387014E1,3.459434509E0,3.440310974E2,1.304618871E0,4.000000000E0,3.000000000E0,3.700000000E1
2.771539276E2,6.506285762E1,2.560375649E1,2.861175480E1,4.610191438E1,3.467959642E0,3.440653992E2,1.308354767E0,4.000000000E0,3.000000000E0,3.800000000E1
2.781549108E2,6.506289071E1,2.560374264E1,2.896663612E1,4.645680364E1,3.466490746E0,3.438131104E2,1.312025194E0,4.000000000E0,3.000000000E0,3.700000000E1
2.791556775E2,6.506292199E1,2.560371763E1,2.878394809E1,4.627412221E1,3.486402988E0,3.457175598E2,1.315893349E0,4.000000000E0,3.000000000E0,3.600000000E1
2.801586550E2,6.506295413E1,2.560368607E1,2.872413893E1,4.621431938E1,3.493401527E0,3.444062805E2,1.320280364E0,4.000000000E0,3.000000000E0,3.800000000E1
2.811562280E2,6.506299168E1,2.560365738E1,2.918114454E1,4.667133301E1,3.522940874E0,3.447345276E2,1.323550264E0,4.000000000E0,3.000000000E0,3.700000000E1
2.821409770E2,6.506301974E1,2.560363653E1,2.859231422E1,4.608250874E1,3.524205685E0,3.430837402E2,1.326795690E0,4.000000000E0,3.000000000E0,3.700000000E1
2.831630590E2,6.506304772E1,2.560361681E1,2.853360941E1,4.602381004E1,3.521490574E0,3.429839478E2,1.330504848E0,4.000000000E0,3.000000000E0,3.600000000E1
2.841596181E2,6.506308018E1,2.560359856E1,2.868087471E1,4.617108278E1,3.523539305E0,3.471188660E2,1.334371594E0,4.000000000E0,3.000000000E0,3.600000000E1
2.851455853E2,6.506311348E1,2.560357484E1,2.877623053E1,4.626644585E1,3.537323713E0,3.409891968E2,1.338110420E0,4.000000000E0,3.000000000E0,3.600000000E1
2.861593519E2,6.506314545E1,2.560355011E1,2.871750799E1,4.620773013E1,3.560527325E0,3.414412842E2,1.341771578E0,4.000000000E0,3.000000000E0,3.800000000E1
2.871613852E2,6.506317699E1,2.560352771E1,2.870748143E1,4.619771045E1,3.550497055E0,3.435505676E2,1.345069045E0,4.000000000E0,3.000000000E0,3.800000000E1
2.881715732E2,6.506320605E1,2.560351366E1,2.931777728E1,4.680801313E1,3.544316530E0,3.446956787E2,1.348749290E0,4.000000000E0,3.000000000E0,3.700000000E1
2.891669634E2,6.506323841E1,2.560349722E1,2.962379126E1,4.711403467E1,3.551442862E0,3.435820312E2,1.352385113E0,4.000000000E0,3.000000000E0,3.600000000E1
2.901633281E2,6.506326972E1,2.560347488E1,2.967288190E1,4.716313213E1,3.561504126E0,3.358534241E2,1.356223874E0,4.000000000E0,3.000000000E0,3.600000000E1
2.911692051E2,6.506330162E1,2.560344354E1,2.971154589E1,4.720180242E1,3.575704575E0,3.410150757E2,1.360552286E0,4.000000000E0,3.000000000E0,3.900000000E1
2.921567464E2,6.506333689E1,2.560340446E1,3.042139238E1,4.791165554E1,3.607105970E0,3.333515930E2,1.364587085E0,4.000000000E0,3.000000000E0,3.800000000E1
2.931660901E2,6.506336912E1,2.560336493E1,3.022718848E1,4.771745741E1,3.627751350E0,3.296966553E2,1.368752931E0,3.000000000E0,3.000000000E0,3.700000000E1
2.941590876E2,6.506339634E1,2.560330388E1,3.041334488E1,4.790361660E1,3.645735502E0,3.180095520E2,1.372597877E0,3.000000000E0,3.000000000E0,3.800000000E1
2.951537640E2,6.506342058E1,2.560324539E1,3.043988685E1,4.793016073E1,3.654373646E0,3.141625977E2,1.376456094E0,3.000000000E0,3.000000000E0,3.800000000E1
2.961600384E2,6.506344075E1,2.560317843E1,3.053259318E1,4.802286748E1,3.664067268E0,3.050956421E2,1.380084275E0,3.000000000E0,3.000000000E0,4.000000000E1
2.971641631E2,6.506345504E1,2.560310886E1,3.046049774E1,4.795077066E1,3.663487673E0,3.012936707E2,1.383990691E0,3.000000000E0,3.000000000E0,3.900000000E1
2.981608815E2,6.506347235E1,2.560303634E1,3.051184739E1,4.800211953E1,3.634221554E0,2.932863770E2,1.388067118E0,3.000000000E0,3.000000000E0,3.800000000E1
2.991627899E2,6.506347931E1,2.560295097E1,3.117983368E1,4.867010125E1,3.626834631E0,2.833305969E2,1.391981503E0,3.000000000E0,3.000000000E0,3.600000000E1
3.001617369E2,6.506348356E1,2.560286809E1,3.130393691E1,4.879419937E1,3.609756947E0,2.790726318E2,1.395752075E0,3.000000000E0,3.000000000E0,3.600000000E1
3.011498171E2,6.506347961E1,2.560278821E1,3.082021689E1,4.831047223E1,3.588917494E0,2.732988586E2,1.400017186E0,4.000000000E0,3.000000000E0,3.600000000E1
3.021569142E2,6.506347286E1,2.560269865E1,3.046403681E1,4.795428352E1,3.548250914E0,2.715088501E2,1.403383425E0,4.000000000E0,3.000000000E0,3.800000000E1
3.031748067E2,6.506346619E1,2.560262861E1,2.963972219E1,4.712996178E1,3.493560314E0,2.709866028E2,1.406489416E0,4.000000000E0,3.000000000E0,3.700000000E1
3.041685555E2,6.506346009E1,2.560256396E1,2.914570937E1,4.663594239E1,3.422475576E0,2.693442078E2,1.409154021E0,4.000000000E0,3.000000000E0,3.700000000E1
3.051766659E2,6.506345092E1,2.560251145E1,2.904653115E1,4.653675770E1,3.307946682E0,2.662022095E2,1.411278770E0,4.000000000E0,3.000000000E0,3.700000000E1
3.061553499E2,6.506344518E1,2.560246822E1,2.849903551E1,4.598925722E1,3.188316822E0,2.599718018E2,1.413811899E0,4.000000000E0,3.000000000E0,3.900000000E1
3.071385679E2,6.506343645E1,2.560241831E1,2.791342210E1,4.540363765E1,3.093820095E0,2.519630280E2,1.416797071E0,4.000000000E0,3.000000000E0,3.600000000E1
3.081676301E2,6.506342507E1,2.560236065E1,2.787017362E1,4.536038169E1,3.014314175E0,2.484310608E2,1.419742247E0,4.000000000E0,3.000000000E0,3.800000000E1
3.091670561E2,6.506341378E1,2.560230382E1,2.807860579E1,4.556880647E1,2.933399439E0,2.461202393E2,1.422322137E0,6.000000000E0,3.000000000E0,3.800000000E1
