"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.837799111E0,-1.510593176E0,1.337070465E-1,9.991366863E-1,1.816051606E0
9.845794716E0,-1.984780073E0,6.168556213E-2,9.657595158E-1,2.208132353E0
9.853698769E0,-2.167157888E0,3.400335312E-1,8.075730801E-1,2.337599280E0
9.861572304E0,-2.338888645E0,3.283853531E-1,9.495401382E-1,2.545557603E0
9.869506874E0,-2.313901186E0,1.699485779E-1,9.596369267E-1,2.510761687E0
9.877380409E0,-2.212249994E0,1.825723648E-1,8.515896797E-1,2.377517127E0
9.885406532E0,-2.171072483E0,3.020067215E-1,6.363005638E-1,2.282464062E0
9.893280068E0,-2.072802782E0,3.125686646E-1,2.976775169E-1,2.117267684E0
9.901153603E0,-2.175715685E0,3.203039169E-1,-9.926199913E-2,2.201405525E0
9.909088173E0,-2.423900604E0,4.046602249E-1,-3.044381142E-1,2.476232340E0
9.916961708E0,-2.519184589E0,4.032783508E-1,-4.173347950E-1,2.585167839E0
9.924957314E0,-2.345763683E0,2.489099503E-1,-6.216671467E-1,2.439474014E0
9.932830849E0,-1.698910475E0,1.541032791E-1,-9.316782951E-1,1.943725564E0
9.940704384E0,-1.162696481E0,1.575040817E-1,-9.505469799E-1,1.510036491E0
9.948638954E0,-7.439845800E-1,1.504182816E-1,-1.035615802E0,1.283993304E0
9.956512490E0,-2.913343906E-1,2.321367264E-1,-1.367508650E0,1.417336620E0
9.964538613E0,-6.542658806E-2,2.605657578E-1,-1.544339061E0,1.567532547E0
9.972442665E0,-6.506931782E-2,3.114995956E-1,-1.469997525E0,1.504047452E0
9.980316200E0,1.376807690E-2,3.166990280E-1,-1.374233007E0,1.410320599E0
9.988281288E0,1.960051060E-2,2.393226624E-1,-1.383382440E0,1.404067837E0
9.996154823E0,5.100464821E-2,2.093620300E-1,-1.336727381E0,1.353984499E0
1.000411991E1,1.426292658E-1,1.683702469E-1,-1.394580960E0,1.411930488E0
1.001202396E1,2.132257223E-1,1.232118607E-1,-1.612812161E0,1.631505268E0
1.001989750E1,4.747933149E-1,3.337621689E-1,-2.379427433E0,2.449183698E0
1.002786259E1,-7.071721554E-2,1.955480576E-1,-1.855050087E0,1.866668367E0
1.003573612E1,2.479605675E-1,1.864547729E-1,-1.559274912E0,1.589839010E0
1.004376224E1,5.444389582E-1,3.680067062E-1,-1.845119715E0,1.958649912E0
1.005163578E1,6.389087439E-1,3.554344177E-1,-1.845314026E0,1.984873261E0
1.005953983E1,5.966340303E-1,3.477287292E-1,-2.145024300E0,2.253445513E0
1.006747440E1,5.675030947E-1,3.286399841E-1,-2.163499832E0,2.260706864E0
1.007534794E1,5.849099159E-1,1.939010620E-1,-2.008116961E0,2.100535874E0
1.008340458E1,5.808356404E-1,5.933666229E-2,-1.758975267E0,1.853344240E0
1.009127812E1,5.330743790E-1,-3.560352325E-2,-1.302543998E0,1.407855380E0
1.009915165E1,5.545225143E-1,-7.901000977E-2,-6.694689989E-1,8.728840364E-1
1.010711674E1,5.902780890E-1,-1.944637299E-2,-3.048503995E-1,6.646353511E-1
1.011499027E1,4.772509933E-1,-1.020526886E-2,-2.752496600E-1,5.510308824E-1
1.012298588E1,4.273097515E-1,2.034759521E-2,-2.902250588E-1,5.169509001E-1
1.013085941E1,4.238809347E-1,4.111003876E-2,-5.653502941E-1,7.078036713E-1
1.013876347E1,4.064960480E-1,3.284645081E-2,-1.111653447E0,1.184099368E0
1.014669804E1,3.565013409E-1,-3.545951843E-2,-1.532539368E0,1.573857521E0
1.015457157E1,4.341184497E-1,-1.614074707E-1,-1.696547270E0,1.758631240E0
1.016262821E1,4.335250258E-1,-2.659463882E-1,-1.688767552E0,1.763691378E0
1.017050175E1,5.898345709E-1,-4.783058167E-1,-1.469809532E0,1.654394553E0
1.017837528E1,7.401560545E-1,-6.739997864E-1,-6.914958954E-1,1.216664814E0
1.018627934E1,9.742292762E-1,-7.259635925E-1,5.224531889E-1,1.322536636E0
1.019415287E1,1.008936524E0,-5.051031113E-1,2.161339998E0,2.438128924E0
1.020220951E1,9.364824295E-1,-2.028751373E-1,3.198686361E0,3.339124451E0
1.021011356E1,7.661312819E-1,-2.144479752E-1,3.513874292E0,3.602812459E0
1.021798710E1,7.572782040E-1,-2.500867844E-1,2.650536299E0,2.767915524E0
1.022592167E1,8.565151691E-1,-1.923370361E-1,9.288304448E-1,1.278021035E0
1.023379520E1,4.897924662E-1,-4.096603394E-2,-5.792644024E-1,7.596855427E-1
1.024179081E1,8.355082273E-1,-5.934810638E-2,-1.739480495E0,1.930644605E0
1.024966435E1,1.104177833E0,-1.256504059E-1,-2.264870405E0,2.522822757E0
1.025756840E1,1.284391880E0,-1.320981979E-1,-1.648703218E0,2.094119083E0
1.026550297E1,1.201731205E0,-7.440567017E-3,-6.666012406E-1,1.374252693E0
1.027340702E1,1.061370492E0,-1.362867355E-1,4.576642513E-1,1.163846194E0
1.028140263E1,9.515236616E-1,-2.245264053E-1,2.236048937E0,2.440435255E0
1.028927616E1,1.029731989E0,-1.117582321E-1,3.603240967E0,3.749157684E0
1.029714970E1,1.194972277E0,-3.245830536E-2,4.595218182E0,4.748162004E0
1.030511478E1,1.169045329E0,3.264236450E-2,4.468813896E0,4.619310570E0
1.031301884E1,1.515300751E0,2.079467773E-1,4.998228073E0,5.227012732E0
1.032098392E1,1.345894337E0,-1.428699493E-2,2.400401831E0,2.752011016E0
1.032888798E1,1.284995556E0,-2.362957001E-1,1.421737432E0,1.930903044E0
1.033679203E1,1.462725043E0,-2.281417847E-1,1.041975021E0,1.810338413E0
1.034472660E1,1.594074011E0,-2.336158752E-1,8.906099796E-1,1.840878721E0
1.035260014E1,1.694543839E0,-3.394317627E-1,3.896820843E-1,1.771593878E0
1.036059574E1,1.634567499E0,-2.768621445E-1,2.225358486E-1,1.672718076E0
1.036846928E1,1.619989038E0,-1.060581207E-1,6.549611092E-1,1.750596145E0
1.037634281E1,1.354037404E0,-6.168365479E-2,1.579144120E0,2.081085851E0
1.038427738E1,1.178949594E0,1.608762741E-1,2.393586397E0,2.673024348E0
1.039215092E1,1.588230371E0,3.156661987E-2,2.766992331E0,3.190567147E0
1.040011601E1,1.826585293E0,-2.364931107E-1,3.800478935E0,4.223266859E0
1.040798954E1,2.581530094E0,-5.331993103E-1,4.469556332E0,5.188981878E0
1.041586308E1,2.757153749E0,-6.956748962E-1,5.435273647E0,6.134171499E0
1.042382816E1,2.491934299E0,-6.279592514E-1,5.940174580E0,6.472228628E0
1.043170170E1,2.389570475E0,-6.944780350E-1,4.968173504E0,5.556536220E0
1.043975834E1,1.893718481E0,-7.992935181E-1,4.302710056E0,4.768474981E0
1.044766239E1,1.916000485E0,-7.007141113E-1,3.816596508E0,4.327639892E0
1.045556644E1,1.610157251E0,-6.934614182E-1,2.801942348E0,3.305204387E0
1.046347050E1,1.437191486E0,-7.938127518E-1,3.014181614E0,3.432338686E0
1.047134403E1,1.372389913E0,-5.321750641E-1,3.293242455E0,3.607230272E0
1.047937016E1,1.149093032E0,-2.799320221E-1,3.252271652E0,3.460642662E0
1.048727421E1,9.419813752E-1,-4.248123169E-1,3.591122866E0,3.736837948E0
1.049517826E1,1.192323327E0,-6.245489120E-1,3.858991146E0,4.086992651E0
1.050311283E1,1.650775909E0,-8.554620743E-1,3.957808495E0,4.372770808E0
1.051098637E1,1.870017767E0,-9.521837234E-1,3.811979771E0,4.351414720E0
1.051898197E1,1.895240068E0,-1.034037590E0,3.937062502E0,4.490170353E0
1.052688603E1,1.918398142E0,-1.086661339E0,4.298605442E0,4.831055065E0
1.053475956E1,1.656083703E0,-1.074237823E0,4.435162067E0,4.854612518E0
1.054269413E1,1.238110662E0,-1.049453735E0,4.440830708E0,4.728133725E0
1.055056766E1,9.655563235E-1,-1.086887360E0,4.385195732E0,4.619909605E0
1.055856327E1,8.723801374E-1,-1.009749413E0,4.166471481E0,4.374942924E0
1.056646732E1,7.919412851E-1,-9.476118088E-1,4.027160645E0,4.212263287E0
1.057431034E1,7.957559228E-1,-9.791831970E-1,4.083853722E0,4.274329005E0
1.058227543E1,8.862601519E-1,-9.507875443E-1,4.605868340E0,4.785757743E0
1.059017948E1,1.076748848E0,-7.739019394E-1,5.329058170E0,5.491554723E0
1.059817509E1,1.326992273E0,-5.355472565E-1,6.278497696E0,6.439507176E0
1.060601810E1,1.316134453E0,-3.305215836E-1,7.063569069E0,7.192736781E0
1.061392216E1,1.073364615E0,-3.220081329E-1,7.342548370E0,7.427571434E0
1.062188724E1,7.734541893E-1,-3.352451324E-1,7.203961372E0,7.253115202E0
1.062976078E1,6.499893665E-1,-2.866582870E-1,6.598262310E0,6.636393950E0
1.063766483E1,4.618163109E-1,-3.651647568E-1,5.881609440E0,5.911002386E0
1.064556889E1,4.291200638E-2,-4.292774200E-1,5.497083664E0,5.513986702E0
1.065347294E1,2.184927464E-2,-3.596324921E-1,5.243242741E0,5.255607230E0
1.066143803E1,3.039487004E-1,-3.769474030E-1,4.983233929E0,5.006704959E0
1.066934208E1,4.524890184E-1,-6.540145874E-1,5.300847530E0,5.360174058E0
1.067727665E1,6.184771061E-1,-5.631551743E-1,5.326228142E0,5.391508499E0
1.068515019E1,6.899207830E-1,-4.276304245E-1,4.672246456E0,4.742230004E0
1.069302372E1,7.779414654E-1,-5.014028549E-1,4.304006577E0,4.402393708E0
1.070095829E1,8.669947386E-1,-5.757122040E-1,4.209849358E0,4.336583452E0
1.070886234E1,9.576659203E-1,-5.594615936E-1,4.581103325E0,4.713451916E0
1.071688847E1,7.679506540E-1,-4.026250839E-1,4.821449280E0,4.898798661E0
1.072479252E1,9.463659525E-1,-3.087673187E-1,4.832298756E0,4.933767023E0
1.073266605E1,8.005126715E-1,-4.525737762E-1,5.210562706E0,5.291087532E0
1.074063114E1,9.234511852E-1,-2.833900452E-1,5.387736320E0,5.473643637E0
1.074853520E1,1.065122008E0,-1.407747269E-1,5.132056713E0,5.243310836E0
1.075653080E1,1.206165552E0,-2.111940384E-1,4.836572647E0,4.989175606E0
1.076437382E1,1.219528913E0,-3.388490677E-1,4.442470074E0,4.619265073E0
1.077227787E1,1.235111475E0,-3.941736221E-1,3.953612089E0,4.160759757E0
1.078021244E1,1.155059218E0,-6.264352798E-1,3.248488665E0,3.504177730E0
1.078808598E1,1.178465247E0,-7.844457626E-1,2.456571102E0,2.835291356E0
1.079605106E1,1.207531810E0,-8.826169968E-1,1.926411033E0,2.438894278E0
1.080395512E1,1.253684640E0,-9.158763885E-1,1.480401278E0,2.145260515E0
1.081182865E1,1.329278708E0,-9.293975830E-1,1.352220774E0,2.111696657E0
1.081976322E1,1.387007713E0,-8.788204193E-1,1.288283944E0,2.087053245E0
1.082766728E1,1.630792141E0,-6.095886230E-1,1.424429059E0,2.249462034E0
1.083566288E1,1.911834836E0,-7.896137238E-2,1.645661712E0,2.523796705E0
1.084353642E1,1.997631788E0,2.508640289E-1,1.590418339E0,2.565715498E0
1.085144047E1,1.748504162E0,2.486028671E-1,1.206100225E0,2.138632260E0
1.085937504E1,1.556002378E0,5.125894547E-1,1.420099616E0,2.168080780E0
1.086727909E1,1.199460030E0,3.701572418E-1,1.623009682E0,2.051799496E0
1.087527470E1,1.570337296E0,5.826597214E-1,2.230557680E0,2.789415555E0
1.088317875E1,1.219365954E0,7.717466354E-1,2.013479710E0,2.477205430E0
1.089105228E1,9.054070711E-1,2.378063202E-1,2.461431980E0,2.633431450E0
1.089898686E1,7.102191448E-1,7.719421387E-2,3.065063477E0,3.147218501E0
1.090686039E1,4.660493135E-1,-3.544073105E-1,3.165891647E0,3.219577057E0
1.091491703E1,3.457394242E-1,-4.805583954E-1,2.797776461E0,2.859724680E0
1.092279057E1,4.606013000E-1,-3.850488663E-1,2.490882635E0,2.562208518E0
1.093069462E1,7.745790482E-1,-2.738609314E-1,1.889189243E0,2.060099150E0
1.093862919E1,1.183939219E0,-2.391681671E-1,5.547796488E-1,1.329170397E0
1.094650272E1,1.502269983E0,-2.025241852E-1,-4.762199521E-1,1.588904211E0
1.095449833E1,1.630401134E0,-2.396392822E-1,-1.108239174E0,1.985907579E0
1.096237187E1,1.550296068E0,-4.000482559E-1,-8.315688968E-1,1.804151694E0
1.097027592E1,1.423951149E0,-4.640684128E-1,-1.259892583E-1,1.502953645E0
1.097821049E1,1.231956363E0,-4.034662247E-1,6.021609902E-1,1.429370257E0
1.098608402E1,1.039539337E0,-3.692970276E-1,9.465731382E-1,1.453624103E0
1.099407963E1,5.822181702E-1,-3.307218552E-1,1.297647715E0,1.460220714E0
1.100198368E1,6.054012775E-1,-3.523941040E-1,1.433144808E0,1.595179097E0
1.100985722E1,2.862364054E-1,3.284645081E-2,1.243595839E0,1.276534676E0
1.101782230E1,1.802905202E-1,5.907344818E-2,6.747765541E-1,7.009406123E-1
1.102569584E1,2.926737666E-1,-1.709146500E-1,1.179962754E-1,3.588772384E-1
1.103369144E1,4.216623902E-1,-3.180694580E-2,-2.554720640E-1,4.940413228E-1
1.104156498E1,4.605990648E-1,4.097652435E-2,-5.744857788E-1,7.374716836E-1
1.104943852E1,4.024429917E-1,-1.730737686E-1,-7.208269835E-1,8.435084060E-1
1.105743412E1,3.765646219E-1,-2.193603516E-1,-1.186447263E0,1.263952921E0
1.106530766E1,4.895846248E-1,-3.446865082E-1,-1.438281059E0,1.557932700E0
1.107324223E1,6.475862265E-1,-2.234058380E-1,-1.378261805E0,1.539117829E0
1.108111576E1,5.617678165E-1,4.189300537E-2,-1.105717778E0,1.240947182E0
1.108901981E1,4.054413438E-1,1.592321396E-1,-8.572024107E-1,9.615266665E-1
1.109695438E1,5.060651898E-1,2.409791946E-1,-5.804893970E-1,8.069330138E-1
1.110485844E1,7.042077780E-1,2.198152542E-1,-6.209795475E-1,9.642836403E-1
1.111288456E1,8.970752358E-1,1.962594986E-1,-1.053896427E0,1.397840996E0
1.112078861E1,1.025860310E0,1.537218094E-1,-1.821109295E0,2.095819370E0
1.112866215E1,8.175206780E-1,2.263832092E-1,-2.141197920E0,2.303110494E0
1.113662724E1,5.296012163E-1,3.402156830E-1,-2.019036770E0,2.114883835E0
1.114456181E1,3.703821301E-1,1.812944412E-1,-1.897572279E0,1.941862804E0
1.115255741E1,3.268625140E-1,-7.333469391E-2,-2.306533098E0,2.330732077E0
1.116046146E1,4.075959921E-1,3.831958771E-2,-2.485759497E0,2.519246546E0
1.116833500E1,4.692640901E-1,2.265625000E-1,-2.247221231E0,2.306846899E0
1.117626957E1,3.090286851E-1,2.674369812E-1,-1.840059757E0,1.884898188E0
1.118414310E1,2.867411971E-1,2.458286285E-1,-1.821427584E0,1.860174903E0
1.119207768E1,3.741896152E-1,2.660398483E-1,-2.030251026E0,2.081517307E0
1.119995121E1,2.738726139E-1,2.425088882E-1,-2.209218025E0,2.239299232E0
1.120782474E1,7.537060976E-2,2.161474228E-1,-2.239130020E0,2.250800676E0
1.121575932E1,3.163729012E-1,2.203168869E-1,-2.477042675E0,2.506864926E0
1.122366337E1,3.905728459E-1,2.233142853E-1,-2.919178009E0,2.953644641E0
1.123168949E1,2.897450328E-1,4.816436768E-2,-3.092954636E0,3.106869867E0
1.123956303E1,1.749331951E-1,-1.351728439E-1,-2.809556007E0,2.818240281E0
1.124743656E1,1.051031947E-1,-1.329250336E-1,-2.363964319E0,2.370030179E0
1.125540165E1,1.249096990E-1,-1.001281738E-1,-2.225729227E0,2.231479033E0
1.126330570E1,2.440729737E-1,1.849174500E-3,-1.980833292E0,1.995814512E0
1.127130131E1,2.711580992E-1,7.998752594E-2,-1.796892762E0,1.818996514E0
1.127920536E1,2.407299876E-1,7.207775116E-2,-1.695712328E0,1.714230565E0
1.128707890E1,1.409160495E-1,1.122226715E-1,-1.571818709E0,1.582107871E0
1.129501347E1,1.104455590E-1,3.979778290E-2,-1.596626401E0,1.600936585E0
1.130288700E1,1.179342270E-1,-1.619968414E-1,-1.403971910E0,1.418199064E0
1.131091312E1,1.143290401E-1,-3.447999954E-1,-1.005722284E0,1.069315426E0
1.131878666E1,1.200201511E-1,-4.463605881E-1,-5.424784422E-1,7.126889023E-1
1.132666020E1,8.359128237E-2,-4.378671646E-1,-3.770097494E-1,5.838248945E-1
1.133459476E1,9.659034014E-2,-3.840808868E-1,-4.349929094E-1,5.882743006E-1
1.134249882E1,1.780592203E-1,-3.759307861E-1,-7.246466875E-1,8.355488398E-1
1.135052494E1,2.067815065E-1,-4.420566559E-1,-1.075966358E0,1.181472083E0
1.135839848E1,2.722087801E-1,-3.361625671E-1,-1.513233900E0,1.573842345E0
1.136624149E1,3.457280397E-1,-2.690277100E-1,-1.669684410E0,1.726195185E0
1.137417606E1,4.213179648E-1,-1.405334473E-1,-1.386262655E0,1.455672568E0
1.138208012E1,4.126537442E-1,-6.389999390E-2,-6.310460567E-1,7.566937608E-1
1.139007572E1,3.938807547E-1,-1.574993134E-2,1.838315725E-1,4.349530507E-1
1.139791874E1,3.461324573E-1,-4.983711243E-2,1.360056520E0,1.404295251E0
1.140579228E1,1.886862814E-1,8.885860443E-2,3.340935230E0,3.347438809E0
1.141375736E1,1.490331888E-1,1.113462448E-1,5.016022205E0,5.019470853E0
1.142163090E1,3.025568724E-1,1.081676483E-1,5.505979061E0,5.515346437E0
1.142968754E1,2.818131447E-1,2.731342316E-1,4.918249130E0,4.933882393E0
1.143759159E1,2.735676169E-1,2.133674622E-1,3.630573273E0,3.647112173E0
1.144549564E1,4.073309302E-1,3.498620987E-1,2.323354244E0,2.384595756E0
1.145346073E1,3.306662440E-1,3.553028107E-1,6.877236962E-1,8.417506368E-1
1.146136478E1,2.315190285E-1,3.933715820E-2,-9.773056507E-1,1.005124275E0
1.146936039E1,1.432802081E-1,-1.214008331E-1,-1.225938320E0,1.240238745E0
1.147726444E1,1.417309046E-3,-1.438827515E-1,-8.028248549E-1,8.156175590E-1
1.148513798E1,-2.714395523E-1,-2.339992523E-1,4.926882982E-1,6.092428414E-1
1.149307255E1,-4.342666268E-1,-2.024736404E-1,3.004994631E0,3.042955111E0
1.150094608E1,-1.973777115E-1,-1.261539459E-1,5.000389099E0,5.005872943E0
1.150897221E1,2.082704157E-1,-2.189674377E-1,6.028079987E0,6.035650059E0
1.151684574E1,1.168088555E0,-3.929615021E-2,7.290010452E0,7.383104188E0
1.152471928E1,1.026159525E0,9.257411957E-2,6.203460217E0,6.288441142E0
1.153268437E1,1.141533613E0,2.060699463E-1,4.158639908E0,4.317389222E0
1.154058842E1,1.160484791E0,9.336662292E-2,2.400850773E0,2.668244125E0
1.154852299E1,1.292196512E0,-2.009057999E-1,1.615553141E0,2.078496311E0
1.155642704E1,6.588009000E-1,1.915264130E-2,9.108954072E-1,1.124329085E0
1.156433109E1,-1.530998945E-1,4.426860809E-2,7.002524137E-1,7.181592653E-1
1.157229618E1,-4.671450853E-1,-2.003202438E-1,2.043611526E0,2.105872931E0
1.158020023E1,-1.038649559E0,1.849937439E-2,3.863585949E0,4.000803859E0
1.158813480E1,-1.053066492E0,2.566061020E-1,5.439555168E0,5.546490436E0
1.159603886E1,-8.760800362E-1,-1.531286240E-1,6.793930531E0,6.851894385E0
1.160391239E1,-7.987272739E-2,-3.491115570E-1,8.187772751E0,8.195601329E0
1.161184696E1,6.993670464E-1,6.909370422E-3,8.863797188E0,8.891347625E0
1.161975102E1,1.477991581E0,1.906204224E-1,7.518202305E0,7.664473965E0
1.162768558E1,1.985622287E0,1.017093658E-2,5.540319443E0,5.885400483E0
1.163558964E1,1.867325544E0,-3.678512573E-2,3.460938215E0,3.932728209E0
1.164346317E1,9.381073713E-1,-1.301326752E-1,9.607996941E-1,1.349116750E0
1.165142826E1,4.973594546E-1,9.535217285E-2,-5.273010135E-1,7.310983674E-1
1.165933231E1,7.891732454E-2,-5.349349976E-2,-3.826036453E-1,3.943032438E-1
1.166735844E1,-4.524070919E-1,-8.762073517E-2,6.362901926E-1,7.856301797E-1
1.167526249E1,-3.720009923E-1,-3.181514740E-1,1.591847897E0,1.665408306E0
1.168313603E1,-1.301442087E-1,-6.703624725E-1,3.454571247E0,3.521418160E0
1.169107060E1,-2.131717801E-1,-7.774991989E-1,4.947324753E0,5.012581114E0
1.169894413E1,-2.381030917E-1,-1.092593193E0,6.066566467E0,6.168766625E0
1.170687870E1,4.037278295E-1,-1.195911407E0,6.840871334E0,6.956343929E0
1.171478275E1,6.642417908E-1,-9.100942612E-1,6.851974487E0,6.943993310E0
1.172265629E1,1.150490880E0,-7.331142426E-1,5.635293961E0,5.798070695E0
1.173062138E1,1.390945554E0,-9.356899261E-1,3.972729445E0,4.311939750E0
1.173849491E1,1.532728672E0,-8.336105347E-1,2.008782387E0,2.660708624E0
1.174646000E1,1.240749121E0,-6.593570709E-1,8.086381555E-1,1.621143360E0
1.175433353E1,6.591196060E-1,-6.931533813E-1,5.807363987E-1,1.118997332E0
1.176220707E1,2.882744968E-1,-1.002251625E0,1.156924367E0,1.557589322E0
1.177014164E1,-2.050106823E-1,-1.278011322E0,2.118368626E0,2.482504371E0
1.177801518E1,-2.135734558E-1,-1.306860924E0,3.276305199E0,3.533790437E0
1.178604130E1,-2.310580015E-1,-1.239670753E0,4.614310265E0,4.783516551E0
1.179391483E1,-7.729590535E-1,-1.212795258E0,6.041725636E0,6.210538358E0
1.180178837E1,-1.658260822E-2,-1.037400246E0,6.111922741E0,6.199360761E0
1.180975346E1,7.827855945E-1,-9.004154205E-1,5.644343853E0,5.769065674E0
1.181762699E1,1.089217186E0,-9.810609818E-1,4.564852715E0,4.794450441E0
1.182568363E1,1.361342669E0,-9.158344269E-1,4.112941265E0,4.428125157E0
1.183355717E1,1.255187273E0,-8.192205429E-1,4.206765175E0,4.465813546E0
1.184143070E1,1.136997223E0,-7.696495056E-1,4.562027454E0,4.764159689E0
1.184936527E1,8.773738146E-1,-6.813430786E-1,5.180345535E0,5.298112217E0
1.185723881E1,7.238729596E-1,-5.783462524E-1,5.498253822E0,5.575775421E0
1.186520390E1,5.879352093E-1,-5.110511780E-1,5.434809685E0,5.490354945E0
1.187304691E1,5.265314579E-1,-5.034332275E-1,5.454336643E0,5.502769176E0
1.188092045E1,5.363676548E-1,-4.406309128E-1,5.501777649E0,5.545394770E0
1.188885502E1,6.249881983E-1,-5.166206360E-1,5.805243492E0,5.861600390E0
1.189675907E1,8.109038472E-1,-4.945392609E-1,6.301731586E0,6.372907901E0
1.190475468E1,9.480113983E-1,-4.295835495E-1,6.726617813E0,6.806662533E0
1.191262821E1,9.270493984E-1,-2.618255615E-1,6.683647156E0,6.752711494E0
1.192050175E1,9.526840448E-1,-3.264331818E-1,6.761866570E0,6.836446812E0
1.192843632E1,7.076391578E-1,-4.772615433E-1,6.625150681E0,6.679906683E0
1.193630985E1,3.754645586E-1,-2.905626297E-1,6.337092876E0,6.354852193E0
1.194424442E1,2.667951882E-1,-2.859230042E-1,6.384557724E0,6.396523194E0
1.195214848E1,3.223265409E-1,-3.462858200E-1,6.388775826E0,6.406267620E0
1.196002201E1,3.327353001E-1,-3.664417267E-1,6.644881725E0,6.663290888E0
1.196795658E1,6.232354045E-1,-2.843704224E-1,6.470465660E0,6.506628525E0
1.197583012E1,7.537193298E-1,-3.755474091E-1,6.044775963E0,6.103150426E0
1.198382572E1,7.635213137E-1,-5.628995895E-1,5.839479923E0,5.916024554E0
1.199172978E1,5.572798252E-1,-5.421123505E-1,5.253335476E0,5.310553665E0
1.199963383E1,2.602868676E-1,-6.505641937E-1,4.952667713E0,5.001989654E0
1.200756840E1,4.226428270E-2,-7.804698944E-1,5.182950497E0,5.241554672E0
1.201544193E1,-1.045325398E-1,-8.456315994E-1,5.371131420E0,5.438296846E0
1.202337650E1,-1.354458928E-1,-8.366270065E-1,5.575810432E0,5.639853927E0
1.203125004E1,-1.305937171E-1,-8.996372223E-1,5.670791626E0,5.743194191E0
1.203915409E1,5.589580536E-2,-8.911085129E-1,5.528128147E0,5.599767811E0
1.204711918E1,1.909500360E-2,-9.260902405E-1,5.365059376E0,5.444434760E0
1.205499271E1,2.778607905E-1,-9.253826141E-1,4.857472897E0,4.952633899E0
1.206301884E1,4.915596843E-1,-9.105348587E-1,3.906766415E0,4.041476026E0
1.207089237E1,4.761255383E-1,-1.015260696E0,3.252266169E0,3.440157706E0
1.207879642E1,8.437781334E-1,-8.370075226E-1,2.851682663E0,3.089439616E0
1.208673100E1,6.919376850E-1,-7.036867142E-1,2.619232893E0,2.798987978E0
1.209460453E1,6.901353598E-1,-6.364097595E-1,2.927061796E0,3.073921755E0
1.210256962E1,1.251160145E0,-5.377559662E-1,2.862266064E0,3.169723995E0
1.211047367E1,8.872605562E-1,-7.595710754E-1,2.855674744E0,3.085297029E0
1.211834721E1,9.504213929E-1,-9.020538330E-1,2.868873596E0,3.153955874E0
1.212628178E1,7.157199979E-1,-1.063671112E0,4.212258816E0,4.403041640E0
1.213418583E1,3.617967963E-1,-1.343599319E0,5.353489876E0,5.531366007E0
1.214218144E1,1.105755568E-1,-1.331758499E0,5.857979774E0,6.008471910E0
1.215005497E1,8.277112246E-2,-8.607883453E-1,5.766706944E0,5.831184837E0
1.215795902E1,8.072900772E-2,-3.945169449E-1,5.108810902E0,5.124657025E0
1.216592411E1,7.198333740E-2,-7.216644287E-2,4.132702351E0,4.133959157E0
1.217379765E1,4.696322083E-1,2.212142944E-2,3.444294214E0,3.476234515E0
1.218182377E1,1.069703817E0,3.272247314E-2,2.451664925E0,2.675069704E0
1.218972782E1,1.541303396E0,-1.838207245E-1,1.636879921E0,2.255832905E0
1.219760136E1,1.649483919E0,-4.188899994E-1,1.298063278E0,2.140381813E0
1.220553593E1,1.573850632E0,-4.333782196E-1,1.172616601E0,2.009938354E0
1.221343998E1,1.086347461E0,-7.725534439E-1,1.499461889E0,2.006333867E0
1.222146610E1,6.953436136E-1,-7.023153305E-1,2.337959290E0,2.538267757E0
1.222937016E1,6.271663308E-1,-8.581676483E-1,3.329897881E0,3.495426900E0
1.223724369E1,-7.592831850E-1,-2.576799393E-1,3.985333681E0,4.065193040E0
1.224517826E1,-1.130287170E0,3.999042511E-1,4.883710861E0,5.028727898E0
1.225305180E1,-1.039499164E0,2.982397079E-1,5.643890381E0,5.746564545E0
1.226101688E1,-9.020115137E-1,2.558889389E-1,5.697671890E0,5.774302459E0
1.226885990E1,-7.259839773E-1,3.063964844E-1,4.977697372E0,5.039682795E0
1.227679447E1,-1.533071101E-1,4.540157318E-2,3.898327589E0,3.901605101E0
1.228475956E1,1.776918769E-1,-3.785648346E-1,2.835810661E0,2.866480044E0
1.229263310E1,5.398705602E-1,-5.939626694E-1,1.738177538E0,1.914552958E0
1.230053715E1,7.558289170E-1,-8.400897980E-1,6.976884604E-1,1.328080347E0
1.230844120E1,1.313933372E0,-9.133396149E-1,3.358998895E-1,1.635065410E0
1.231631474E1,1.041386604E0,-8.257598877E-1,8.339149952E-1,1.569005950E0
1.232424931E1,1.041680336E0,-5.771045685E-1,1.262478709E0,1.735511480E0
1.233215336E1,9.017315507E-1,-4.649524689E-1,1.240232825E0,1.602335186E0
1.234014896E1,6.503891945E-1,-1.995544434E-1,1.251855612E0,1.424770351E0
1.234802250E1,2.726394534E-1,2.284049988E-2,2.096155643E0,2.113935297E0
1.235592655E1,-1.790468097E-1,4.034366608E-1,2.979704380E0,3.012217969E0
1.236389164E1,-5.637661219E-1,3.842458725E-1,3.391840219E0,3.459777046E0
1.237179569E1,-5.640997887E-1,1.136827469E-1,2.839628458E0,2.897347428E0
1.237979130E1,-5.468606353E-1,-2.431621552E-1,2.135665178E0,2.217938264E0
1.238769535E1,-8.771598339E-2,-3.439178467E-1,2.130337954E0,2.159702150E0
