"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.239556889E1,2.753878534E-1,-2.220726013E-1,2.364343643E0,2.390664254E0
1.240350346E1,4.566878378E-1,-3.036575317E-1,2.195708990E0,2.263163637E0
1.241137699E1,6.391021013E-1,-3.731327057E-1,1.851825714E0,1.994226163E0
1.241931156E1,6.274856925E-1,-2.747993469E-1,1.409795523E0,1.567410728E0
1.242718510E1,6.405819654E-1,-1.354818344E-1,8.841980696E-1,1.100230343E0
1.243505863E1,6.948309541E-1,1.366424561E-2,7.705674171E-1,1.037666088E0
1.244299320E1,6.600706577E-1,-5.959701538E-2,1.005180597E0,1.204007106E0
1.245086674E1,5.294318795E-1,-1.901350021E-1,1.025592923E0,1.169739406E0
1.245883182E1,3.303342462E-1,-3.707523346E-1,7.034580708E-1,8.610640308E-1
1.246670536E1,1.380716860E-1,-4.986267090E-1,4.810023606E-1,7.064387137E-1
1.247457890E1,7.961681485E-2,-4.900894165E-1,6.803461313E-1,8.422572836E-1
1.248254398E1,1.322198808E-1,-2.685813904E-1,5.229976177E-1,6.026147760E-1
1.249044804E1,-6.096285582E-2,-9.264087677E-2,-1.250058711E-1,1.671085564E-1
1.249847416E1,-2.490618229E-1,-5.550861359E-2,-3.927555978E-1,4.683694668E-1
1.250637821E1,-1.080062985E-2,9.652519226E-2,-1.643406153E-1,1.908968417E-1
1.251428226E1,-4.231661558E-3,3.227319717E-1,3.065454960E-2,3.242121743E-1
1.252221684E1,-2.130354345E-1,3.120012283E-1,6.701755524E-2,3.836928662E-1
1.253009037E1,-2.645049393E-1,2.392473221E-1,4.214555025E-2,3.591356171E-1
1.253811649E1,-3.751562536E-1,1.955318451E-1,-4.030560255E-1,5.843193277E-1
1.254602055E1,-4.653543830E-1,6.268501282E-3,-1.146579862E0,1.237432574E0
1.255389408E1,-4.633253813E-2,-1.656589508E-1,-1.517688990E0,1.527406122E0
1.256182865E1,4.233604670E-2,3.609561920E-2,-2.209217310E0,2.209917726E0
1.256967167E1,4.995936453E-1,2.883787155E-1,-2.836358786E0,2.894423475E0
1.257763676E1,2.135338783E-1,1.884889603E-1,-3.344411373E0,3.356517874E0
1.258551029E1,3.471828997E-1,2.009172440E-1,-3.605448246E0,3.627693587E0
1.259338383E1,1.126993001E-1,1.006031036E-2,-3.374521494E0,3.376417873E0
1.260131840E1,-7.090735435E-2,-1.715307236E-1,-2.805159569E0,2.811293448E0
1.260922245E1,-1.127886176E-1,-1.449546814E-1,-2.135313034E0,2.143197351E0
1.261721806E1,-1.982945204E-2,-8.506202698E-2,-1.824051857E0,1.826141816E0
1.262512211E1,2.084988356E-2,-1.161937714E-1,-1.558088303E0,1.562553957E0
1.263299564E1,9.234568477E-2,-1.688156128E-1,-1.453244328E0,1.465928209E0
1.264093021E1,1.567527354E-1,8.514022827E-2,-1.651461840E0,1.661067875E0
1.264880375E1,1.960274577E-1,-5.504608154E-3,-2.165115833E0,2.173978757E0
1.265679936E1,1.037691534E-1,-4.323673248E-2,-2.908292055E0,2.910463903E0
1.266470341E1,-1.097261906E-2,-1.506614685E-2,-3.434723616E0,3.434774185E0
1.267260746E1,4.010611773E-2,7.715892792E-2,-3.603290081E0,3.604339247E0
1.268054203E1,8.715018630E-2,-2.205276489E-2,-3.311819553E0,3.313039425E0
1.268841557E1,1.525451541E-1,7.398509979E-2,-2.692069054E0,2.697402382E0
1.269647221E1,-4.177093506E-2,1.087121964E-1,-2.220858574E0,2.223910061E0
1.270434574E1,1.855112016E-1,-2.091884613E-2,-1.779267430E0,1.789034542E0
1.271224979E1,-4.147225618E-2,1.777553558E-2,-8.921033144E-1,8.932436629E-1
1.272021488E1,-3.881371021E-2,9.896373749E-2,-2.730820179E-1,2.930428534E-1
1.272811894E1,1.415669918E-2,4.569053650E-2,1.325210333E-1,1.408895366E-1
1.273614506E1,8.910757303E-2,-7.440567017E-2,2.281581163E-1,2.559931432E-1
1.274401859E1,1.032941937E-1,-1.837930679E-1,9.422659874E-3,2.110411543E-1
1.275192265E1,2.474924326E-1,-2.257184982E-1,-4.588474035E-1,5.681041140E-1
1.275988773E1,2.667829394E-1,-3.990497589E-1,-9.962161779E-1,1.105830240E0
1.276779179E1,2.267537415E-1,-5.076417923E-1,-1.362604976E0,1.471669042E0
1.277578739E1,9.948137403E-2,-5.016479492E-1,-1.698325515E0,1.773656326E0
1.278366093E1,-6.960895658E-2,-6.087741852E-1,-1.070451617E0,1.233417237E0
1.279153446E1,-1.781183183E-1,-7.906017303E-1,-8.800853491E-1,1.196380982E0
1.279949955E1,-8.320859075E-2,-8.486137390E-1,-4.793400764E-1,9.781798692E-1
1.280737308E1,1.004603207E-1,-7.306680679E-1,6.690418720E-1,9.957836753E-1
1.281530766E1,2.088523209E-1,-5.143508911E-1,1.924256802E0,2.002733225E0
1.282318119E1,1.506431252E-1,-3.641119003E-1,3.379880905E0,3.402773245E0
1.283105473E1,1.400989443E-1,-2.530269623E-1,4.490121365E0,4.499426655E0
1.283898930E1,2.790902257E-1,-3.020973206E-1,4.332877159E0,4.352353228E0
1.284686283E1,4.422114491E-1,-4.183359146E-1,3.524067402E0,3.576255997E0
1.285482792E1,2.807385623E-1,-5.182857513E-1,2.422640085E0,2.493314911E0
1.286270145E1,6.150865555E-2,-4.660978317E-1,1.682095647E0,1.746561270E0
1.287057499E1,-2.620221674E-2,-3.804111481E-1,1.256691456E0,1.313267914E0
1.287850956E1,-3.062621355E-1,-4.822244644E-1,8.971425891E-1,1.063579689E0
1.288638310E1,-3.156706095E-1,-5.720396042E-1,1.028124809E0,1.218161675E0
1.289443974E1,-2.504845858E-1,-5.195884705E-1,1.481593847E0,1.589916675E0
1.290231327E1,-6.552724540E-2,-5.161705017E-1,2.053135872E0,2.118039829E0
1.291018681E1,9.632994235E-2,-4.320297241E-1,2.255051136E0,2.298082846E0
1.291815189E1,3.092386723E-1,-4.509897232E-1,2.258730173E0,2.323979837E0
1.292605595E1,5.476028919E-1,-3.577604294E-1,2.917532921E0,2.989959832E0
1.293405155E1,5.762221217E-1,-2.168149948E-1,3.777615309E0,3.827455826E0
1.294195560E1,5.832775831E-1,-3.043212891E-1,3.979459524E0,4.033475213E0
1.294982914E1,7.415429354E-1,-3.956060410E-1,4.021043777E0,4.107941470E0
1.295776371E1,2.719140351E-1,-3.248977661E-1,4.445879936E0,4.466021071E0
1.296560673E1,5.977043509E-2,-9.560585022E-3,4.119358540E0,4.119803234E0
1.297357182E1,-5.790741742E-2,-3.417015076E-2,3.203680515E0,3.204386012E0
1.298144535E1,8.348390460E-2,5.061435699E-2,2.778798580E0,2.780513069E0
1.298931889E1,1.867259592E-1,4.955768585E-2,2.418086529E0,2.425791625E0
1.299728397E1,1.035886779E-1,-2.477407455E-1,2.840258360E0,2.852923701E0
1.300518803E1,1.410594434E-1,-3.714427948E-1,4.199491024E0,4.218245177E0
1.301324467E1,3.994820118E-1,-3.143243790E-1,5.870187283E0,5.892154481E0
1.302111820E1,8.892363906E-1,-3.208456039E-1,7.211666107E0,7.273363136E0
1.302899174E1,1.502470136E0,-3.636331558E-1,7.931230068E0,8.080473747E0
1.303689579E1,1.803093195E0,-5.470314026E-1,7.620770454E0,7.850256731E0
1.304479984E1,1.769573092E0,-6.131734848E-1,6.704735279E0,6.961382464E0
1.305276493E1,1.051515818E0,-2.389335632E-1,4.006958008E0,4.149516507E0
1.306066898E1,-4.823848605E-1,-1.623344421E-1,2.050062180E0,2.112297935E0
1.306854252E1,-1.814226747E0,2.324333191E-1,3.943317831E-1,1.871080300E0
1.307650761E1,-2.292205334E0,3.572731018E-1,4.323022366E-1,2.359816642E0
1.308438114E1,-1.944055796E0,1.069374084E-1,2.231891155E0,2.961777621E0
1.309234623E1,-1.321438313E0,-2.037143707E-1,4.237088203E0,4.443041211E0
1.310025028E1,2.763702869E-1,-4.586982727E-1,6.538967133E0,6.560859380E0
1.310812382E1,1.578227520E0,-7.808055878E-1,7.976012230E0,8.168061616E0
1.311605839E1,2.350759506E0,-9.126272202E-1,8.272501945E0,8.648308918E0
1.312390141E1,2.567852259E0,-9.305143356E-1,7.424837112E0,7.911253270E0
1.313183598E1,2.191775322E0,-8.007087708E-1,5.512055874E0,5.985630590E0
1.313970951E1,1.892421365E0,-6.770992279E-1,3.457887173E0,3.999588189E0
1.314761356E1,1.296609640E0,-5.743513107E-1,2.756293297E0,3.099714297E0
1.315557865E1,-3.562409580E-1,-2.800626755E-1,2.783552408E0,2.820196222E0
1.316342167E1,-1.285579443E0,8.096694946E-2,2.792654514E0,3.075416945E0
1.317147831E1,-1.408752561E0,8.481597900E-2,3.369138241E0,3.652789347E0
1.317935185E1,-1.050860763E0,-4.345703125E-2,4.306131363E0,4.432715214E0
1.318722538E1,-3.112589419E-1,-2.031602859E-1,4.883455753E0,4.897580660E0
1.319515995E1,8.269551396E-1,-4.540958405E-1,5.326111317E0,5.409022055E0
1.320306400E1,1.135417461E0,-7.837419510E-1,5.710671425E0,5.874963181E0
1.321105961E1,9.950665832E-1,-8.733196259E-1,6.261203766E0,6.399649777E0
1.321896366E1,9.833726287E-1,-7.155284882E-1,6.415307999E0,6.529561966E0
1.322683720E1,9.634776711E-1,-6.887607574E-1,6.450262547E0,6.558091759E0
1.323477177E1,4.034425914E-1,-6.305694580E-1,6.365337372E0,6.409204601E0
1.324264530E1,-4.602357447E-1,-4.000654221E-1,5.812654495E0,5.844554864E0
1.325064091E1,-1.210743904E0,-1.074571609E-1,5.401978970E0,5.537041144E0
1.325854496E1,-1.309857726E0,-3.283405304E-2,5.284952641E0,5.444954522E0
1.326641850E1,-6.362810135E-1,7.292842865E-2,5.615097046E0,5.651503067E0
1.327435307E1,-2.874703407E-1,-8.213043213E-2,5.961790562E0,5.969282311E0
1.328222660E1,-1.233867556E-2,-3.134946823E-1,6.228109360E0,6.236006523E0
1.329019169E1,3.805237412E-1,-4.057903290E-1,6.591871738E0,6.615303253E0
1.329806522E1,6.803579330E-1,-4.668235779E-1,6.804285049E0,6.854130594E0
1.330593876E1,7.311113477E-1,-5.350561142E-1,6.623150349E0,6.684828299E0
1.331384281E1,7.270049453E-1,-5.315618515E-1,6.490287781E0,6.552475080E0
1.332174687E1,6.485327482E-1,-3.726329803E-1,6.507339478E0,6.550184512E0
1.332974247E1,4.381365776E-1,-2.642412186E-1,6.568027973E0,6.587926725E0
1.333764652E1,2.606662214E-1,-2.445363998E-1,6.635142803E0,6.644762219E0
1.334552006E1,7.168518007E-2,-2.536106110E-1,6.836642742E0,6.841720624E0
1.335348515E1,-1.989528239E-1,-1.813058853E-1,6.942194462E0,6.947410884E0
1.336138920E1,-4.925340414E-1,-2.358760834E-1,7.039190292E0,7.060341867E0
1.336932377E1,-8.698305488E-1,-4.963283539E-1,7.062731266E0,7.133380682E0
1.337719730E1,-1.021111965E0,-6.370859146E-1,7.237719536E0,7.337106527E0
1.338510136E1,-9.246748090E-1,-6.917781830E-1,7.038365364E0,7.132472752E0
1.339303593E1,-7.680052519E-1,-8.784809113E-1,7.024501324E0,7.120756956E0
1.340090946E1,-4.422771931E-1,-9.936180115E-1,6.931598186E0,7.016405012E0
1.340893558E1,-9.091097116E-2,-8.528451920E-1,6.484635353E0,6.541108881E0
1.341680912E1,2.452506423E-1,-7.698621750E-1,5.888579369E0,5.943753244E0
1.342468266E1,4.737779498E-1,-7.660264969E-1,5.505649090E0,5.578838055E0
1.343261723E1,7.010593414E-1,-5.898981094E-1,5.213697910E0,5.293591397E0
1.344052128E1,7.804204822E-1,-5.478935242E-1,4.929378510E0,5.020758502E0
1.344845585E1,6.590198278E-1,-5.035295486E-1,4.468428135E0,4.544744122E0
1.345632938E1,7.569729686E-1,-4.831066132E-1,3.924626350E0,4.026051672E0
1.346420292E1,3.838860691E-1,-4.865159988E-1,3.540384054E0,3.594215573E0
1.347213749E1,1.823841333E-1,-2.838172913E-1,3.485771656E0,3.502059432E0
1.348004154E1,-1.076085865E-1,-4.498100281E-2,4.011818886E0,4.013513881E0
1.348803715E1,-3.520254195E-1,-1.793985367E-1,5.394375324E0,5.408825276E0
1.349591068E1,-3.751406074E-1,-2.753763199E-1,6.522168636E0,6.538749599E0
1.350381474E1,-3.521148562E-1,-2.994785309E-1,6.950827122E0,6.966180441E0
1.351174931E1,-4.224449396E-1,-3.978385925E-1,6.596454144E0,6.621928914E0
1.351962284E1,-6.334864497E-1,-6.422576904E-1,6.070573330E0,6.137235581E0
1.352767948E1,-8.424572349E-1,-8.938283920E-1,5.129964352E0,5.274959491E0
1.353558353E1,-1.031055927E0,-1.063924789E0,4.395370007E0,4.638349898E0
1.354345707E1,-8.399125338E-1,-1.128646851E0,3.636804581E0,3.899441542E0
1.355139164E1,-4.004226327E-1,-1.088084221E0,3.163816214E0,3.369569496E0
1.355926518E1,-1.492941976E-1,-1.184059143E0,3.136176109E0,3.355575271E0
1.356719975E1,5.944979191E-1,-1.162724495E0,2.801871777E0,3.091252413E0
1.357510380E1,1.213487625E0,-1.129495621E0,3.089480162E0,3.506166032E0
1.358297733E1,1.481291294E0,-9.716978073E-1,3.555310726E0,3.972235502E0
1.359091190E1,1.325886726E0,-8.830432892E-1,4.107093334E0,4.405219259E0
1.359881596E1,8.428285718E-1,-8.566818237E-1,4.887503147E0,5.033085610E0
1.360681156E1,2.772594690E-1,-7.058305740E-1,5.391942978E0,5.445008603E0
1.361474613E1,-6.017763615E-1,-6.747961044E-1,5.756607533E0,5.827178979E0
1.362258915E1,-1.200190187E0,-7.372493744E-1,6.416377544E0,6.569162345E0
1.363052372E1,-1.373557568E0,-6.657991409E-1,6.619806290E0,6.793510448E0
1.363839726E1,-8.232195973E-1,-7.501230240E-1,6.211278439E0,6.310337146E0
1.364639286E1,1.811217070E-1,-1.014092445E0,5.303060532E0,5.402188405E0
1.365426640E1,5.675647855E-1,-1.455225945E0,4.356079102E0,4.627660043E0
1.366217045E1,8.092123866E-1,-1.563310623E0,3.251704931E0,3.697614062E0
1.367007450E1,1.035145044E0,-1.434063911E0,2.302767038E0,2.903584095E0
1.367794804E1,1.441750169E0,-1.175260544E0,1.810772300E0,2.595915487E0
1.368600468E1,1.155516148E0,-1.203591347E0,1.545202732E0,2.274093485E0
1.369390873E1,1.303259969E0,-1.006859779E0,1.512981772E0,2.236373628E0
1.370178226E1,1.192011714E0,-6.305255890E-1,1.298203468E0,1.871840455E0
1.370971684E1,9.462919831E-1,-4.241085052E-1,1.349984765E0,1.702291223E0
1.371759037E1,7.621735930E-1,-2.224216461E-1,1.857080221E0,2.019684857E0
1.372555546E1,1.558616012E-1,-7.334423065E-2,2.500117302E0,2.506044441E0
1.373342899E1,-2.392711043E-1,-7.257461548E-2,2.788212538E0,2.799401167E0
1.374130253E1,-4.755406976E-1,-1.937637329E-1,2.901601791E0,2.946689039E0
1.374923710E1,-6.743199825E-1,-4.913997650E-2,3.168612719E0,3.239942706E0
1.375714115E1,-7.492586970E-1,1.026821136E-1,3.397533655E0,3.480684868E0
1.376513676E1,-5.473977327E-1,1.300497055E-1,3.443800211E0,3.489457995E0
1.377301029E1,-3.687567711E-1,-2.673053741E-2,3.005461454E0,3.028117341E0
1.378091435E1,-1.078035161E-1,-1.235189438E-1,2.427153826E0,2.432684571E0
1.378884892E1,-6.059885025E-3,-1.195983887E-1,1.787507772E0,1.791514592E0
1.379675297E1,1.853114069E-1,-2.916564941E-1,1.112197161E0,1.164640010E0
1.380474857E1,3.672428429E-1,-3.772134781E-1,6.734324694E-1,8.547915562E-1
1.381262211E1,5.289018750E-1,-4.240713120E-1,2.994242609E-1,7.410995608E-1
1.382049564E1,5.094333291E-1,-6.606235504E-1,1.423388124E-1,8.462896252E-1
1.382846073E1,3.715523481E-1,-5.904865265E-1,8.686725497E-1,1.114144283E0
1.383636478E1,1.286198199E-1,-5.729532242E-1,1.753373384E0,1.849090771E0
1.384429936E1,-4.753798246E-2,-7.792873383E-1,2.425446033E0,2.548006491E0
1.385214237E1,-9.328573942E-2,-9.512662888E-1,2.638156414E0,2.805972032E0
1.386001591E1,-8.177417517E-2,-7.065601349E-1,2.341211557E0,2.446872656E0
1.386795048E1,-5.393734574E-2,-3.845605850E-1,1.609734774E0,1.655911266E0
1.387582401E1,2.975377440E-2,-3.819789886E-1,4.158351421E-1,5.654308979E-1
1.388375858E1,1.768583357E-1,-2.668943405E-1,-5.947583914E-1,6.754620671E-1
1.389166264E1,1.844255775E-1,-5.655097961E-2,-1.285647750E0,1.300038824E0
1.389953617E1,2.079799026E-1,-3.157806396E-2,-1.875699878E0,1.887459363E0
1.390747074E1,1.008078158E-1,-1.161584854E-1,-2.171398878E0,2.176839015E0
1.391534428E1,-4.194837809E-2,-3.809928894E-3,-2.120801449E0,2.121219689E0
1.392333988E1,-3.467532694E-1,9.036731720E-2,-1.921588659E0,1.954714060E0
1.393121342E1,-4.109418094E-1,2.024412155E-1,-1.739552021E0,1.798859875E0
1.393908695E1,-2.587076426E-1,1.633844376E-1,-1.643309712E0,1.671553448E0
1.394705204E1,-1.315345168E-1,8.620452881E-2,-1.444851398E0,1.453385053E0
1.395495609E1,-8.573430777E-2,1.984720230E-1,-9.040552378E-1,9.295468726E-1
1.396292118E1,-9.701454639E-2,3.854646683E-1,-3.210964203E-1,5.109772439E-1
1.397082523E1,-9.872835875E-2,4.203987122E-1,-1.121026278E-1,4.461494875E-1
1.397869877E1,2.278643847E-2,3.201179504E-1,-2.667770386E-1,4.173304593E-1
1.398663334E1,1.971530914E-1,1.853809357E-1,-8.460750580E-1,8.883008705E-1
1.399456791E1,3.786385059E-1,1.362371445E-1,-1.484369159E0,1.537946513E0
1.400256352E1,3.235056996E-1,2.550582886E-1,-1.805570006E0,1.851970226E0
1.401046757E1,2.222710252E-1,3.432512283E-1,-2.053418636E0,2.093741605E0
1.401834110E1,1.213188469E-1,2.451791763E-1,-2.266639233E0,2.283086617E0
1.402627567E1,1.342670172E-1,7.288551331E-2,-2.400271893E0,2.405128913E0
1.403414921E1,2.214917243E-1,-7.805538177E-2,-2.617875338E0,2.628387816E0
1.404220585E1,2.774123549E-1,-5.726623535E-2,-2.804646969E0,2.818914979E0
1.405010990E1,1.060261428E-1,-2.277851105E-2,-2.711351395E0,2.713519263E0
1.405798344E1,9.147606790E-2,-1.899719238E-3,-2.706963062E0,2.708508907E0
1.406588749E1,1.787550002E-1,-1.090917587E-1,-2.522669554E0,2.531346685E0
1.407376103E1,2.056913376E-1,-2.890710831E-1,-2.118863106E0,2.148360277E0
1.408175663E1,1.550122947E-1,-3.718852997E-1,-1.785195470E0,1.830095722E0
1.408966068E1,1.650960147E-1,-4.695949554E-1,-1.559631467E0,1.637139710E0
1.409753422E1,2.283339798E-1,-4.384708405E-1,-1.446398020E0,1.528548434E0
1.410549931E1,1.866189837E-1,-3.431653976E-1,-1.110353351E0,1.177061468E0
1.411340336E1,1.505881846E-1,-2.770500183E-1,-6.330245733E-1,7.072154017E-1
1.412139896E1,1.029698253E-1,-1.947422028E-1,-3.333843946E-1,3.995903716E-1
1.412930302E1,9.767666459E-2,-2.566556931E-1,1.382255554E-1,3.074397173E-1
1.413720707E1,1.213850379E-1,-3.834867477E-1,4.216983318E-1,5.827743098E-1
1.414514164E1,1.251831055E-1,-5.080614090E-1,4.580471516E-1,6.954167084E-1
1.415304569E1,3.488708735E-1,-4.553565979E-1,2.245941162E-1,6.160381763E-1
1.416104130E1,4.434979558E-1,-4.240608215E-1,-4.869381189E-1,7.833433148E-1
1.416891483E1,4.931334853E-1,-4.553613663E-1,-1.220112205E0,1.392554631E0
1.417681889E1,2.918041348E-1,-5.818204880E-1,-1.668047309E0,1.790543649E0
1.418475346E1,-1.188827008E-1,-5.780267715E-1,-1.682992101E0,1.783454641E0
1.419265751E1,-4.112006426E-1,-5.849275589E-1,-1.249329805E0,1.439462115E0
1.420065312E1,-6.261087656E-1,-7.657022476E-1,-3.005682230E-1,1.033756923E0
1.420855717E1,-6.481406689E-1,-1.070315361E0,8.303362727E-1,1.501705572E0
1.421643070E1,-5.690906644E-1,-9.810485840E-1,2.029301882E0,2.324733670E0
1.422439579E1,-6.366992593E-1,-7.272958755E-1,3.298367262E0,3.437087696E0
1.423229984E1,-5.721123815E-1,-4.878683090E-1,3.938759804E0,4.009882399E0
1.424029545E1,-6.007222533E-1,-2.586231232E-1,3.915257454E0,3.969508040E0
1.424819950E1,-6.830246449E-1,-2.265605927E-1,3.393737316E0,3.469193759E0
1.425607304E1,-4.860318601E-1,-1.293067932E-1,2.555272579E0,2.604297443E0
1.426403812E1,-1.007870585E-1,-3.617286682E-2,1.510746360E0,1.514536586E0
1.427194218E1,4.080931544E-1,-2.525091171E-1,1.188174963E0,1.281429132E0
1.427993778E1,5.967974067E-1,-5.470933914E-1,1.933861613E0,2.096496855E0
1.428784184E1,7.406594157E-1,-4.055376053E-1,2.760452271E0,2.886716795E0
1.429571537E1,4.979204535E-1,-4.075489044E-1,3.507549286E0,3.566079483E0
1.430364994E1,1.999980956E-1,-5.915727615E-1,4.162136078E0,4.208721219E0
1.431152348E1,9.503449500E-2,-4.444208145E-1,4.001320839E0,4.027047289E0
1.431951908E1,-6.015419960E-1,-4.673728943E-1,3.584403038E0,3.664455667E0
1.432742313E1,-1.166014671E0,-3.696470261E-1,4.246042728E0,4.418722439E0
1.433529667E1,-1.624958754E0,-7.775402069E-2,4.095257759E0,4.406548848E0
1.434326176E1,-1.373767614E0,-4.890918732E-2,3.334047079E0,3.606313837E0
1.435116581E1,-4.348990619E-1,-1.708002090E-1,2.582477093E0,2.624404283E0
1.435916142E1,6.818745136E-1,2.209568024E-2,2.658376455E0,2.744522991E0
1.436703495E1,1.520680785E0,1.733980179E-1,3.156281710E0,3.507798619E0
1.437493900E1,2.194122791E0,1.205892563E-1,3.741182804E0,4.338797687E0
1.438290409E1,2.067645311E0,-2.461681366E-1,3.487427711E0,4.061761678E0
1.439077763E1,1.590495348E0,-4.875316620E-1,3.346407175E0,3.737084901E0
1.439874271E1,1.453216195E0,-4.462366104E-1,4.234884739E0,4.499468099E0
1.440661625E1,6.997240186E-1,-2.720041275E-1,5.618268013E0,5.668203897E0
1.441448978E1,7.166033983E-2,-2.315902710E-1,6.018691063E0,6.023571314E0
1.442242436E1,-2.835975885E-1,-1.547012329E-1,6.180938244E0,6.189374576E0
1.443032841E1,-2.292268425E-1,7.130146027E-2,5.724622250E0,5.729653458E0
1.443832401E1,-9.922640026E-2,8.456993103E-2,4.795507431E0,4.797279382E0
1.444619755E1,6.005879045E-1,-1.215076447E-1,3.776488543E0,3.825877109E0
1.445410160E1,1.010130763E0,-1.597623825E-1,3.282228231E0,3.437864212E0
1.446206669E1,9.161013365E-1,2.280139923E-1,2.263815641E0,2.452772574E0
1.446997074E1,3.781417012E-1,3.544425964E-1,1.058702946E0,1.178758935E0
1.447793583E1,-1.033505797E0,2.523012161E-1,1.650736332E0,1.963853501E0
1.448583988E1,-6.212607026E-1,5.417776108E-1,2.253237247E0,2.399284463E0
1.449374394E1,2.283591330E-1,2.704896927E-1,3.621359110E0,3.638619844E0
1.450167851E1,5.922073126E-1,-5.779561996E-1,5.033325195E0,5.100892607E0
1.450955204E1,2.441628277E-1,-1.214824677E0,6.464149475E0,6.581841909E0
1.451751713E1,-3.281489909E-1,-9.862174988E-1,8.216343880E0,8.281824284E0
1.452539066E1,2.181039751E-1,-6.727275848E-1,8.376609802E0,8.406409669E0
1.453326420E1,7.571792603E-1,-6.674833298E-1,7.392663002E0,7.461254632E0
1.454119877E1,1.289700866E0,-8.489065170E-1,5.408503056E0,5.624577842E0
1.454910282E1,1.535112262E0,-8.846426010E-1,2.941667080E0,3.434030780E0
1.455703739E1,4.351148903E-1,-8.654594421E-1,1.719093084E0,1.973227317E0
1.456494144E1,-3.963645697E-1,-6.210546494E-1,1.413059235E0,1.593596608E0
1.457281498E1,-9.373031259E-1,-4.481935501E-1,1.443740845E0,1.778708024E0
1.458074955E1,-1.171246529E0,-3.180847168E-1,2.509330750E0,2.787424820E0
1.458868412E1,-1.184821129E0,-2.880153656E-1,3.943490982E0,4.127696099E0
1.459671024E1,-4.694084823E-1,-4.441394806E-1,4.954489708E0,4.996455991E0
1.460461430E1,-2.331491411E-1,-7.982978821E-1,5.764706612E0,5.824386693E0
1.461248783E1,5.828886032E-1,-8.284969330E-1,6.683769226E0,6.760098916E0
1.462045292E1,9.198490977E-1,-8.986349106E-1,7.347564697E0,7.459247552E0
1.462835697E1,1.010581493E0,-9.825487137E-1,7.276251793E0,7.411512469E0
1.463626103E1,1.098660111E0,-7.004632950E-1,6.633031845E0,6.759793956E0
1.464416508E1,1.129802346E0,-5.866518021E-1,6.169083118E0,6.299063438E0
1.465203861E1,1.113147259E0,-5.839757919E-1,5.921294689E0,6.053251634E0
1.465997318E1,6.210455894E-1,-6.080894470E-1,6.009562492E0,6.072092864E0
1.466784672E1,4.010552168E-1,-4.672250748E-1,6.341567993E0,6.371391463E0
1.467575077E1,-8.015707135E-3,-4.725313187E-1,6.836640358E0,6.852955675E0
1.468365482E1,-2.679054141E-1,-4.204158783E-1,7.282687664E0,7.299730299E0
1.469149784E1,-4.958113432E-1,-3.276548386E-1,7.789425373E0,7.812063378E0
1.469946293E1,-4.932188392E-1,-3.330936432E-1,7.925037384E0,7.947353883E0
1.470736698E1,-2.810211778E-1,-3.648071289E-1,7.777087212E0,7.790708738E0
1.471530155E1,8.362783492E-2,-4.801025391E-1,7.712757587E0,7.728138305E0
1.472317509E1,-9.789645672E-2,-9.923868179E-1,7.983737469E0,8.045774001E0
1.473104862E1,-1.281256080E-1,-1.173980713E0,8.206665039E0,8.291200031E0
1.473898319E1,6.572569907E-2,-1.264417648E0,7.927652359E0,8.028122058E0
1.474685673E1,4.405483603E-2,-1.359657288E0,7.539137840E0,7.660888208E0
1.475479130E1,-2.568719387E-1,-1.644260406E0,7.646477699E0,7.825483799E0
1.476266483E1,-9.949775040E-2,-1.814537048E0,6.983634949E0,7.216204099E0
1.477056889E1,6.581189632E-1,-1.576757431E0,6.485810280E0,6.707087263E0
1.477853397E1,2.210447043E-1,-1.801831722E0,5.932972908E0,6.204484333E0
1.478640751E1,1.248090193E-1,-1.723806381E0,5.626132965E0,5.885614486E0
1.479440312E1,-8.872692287E-2,-1.543949127E0,5.624215126E0,5.832962126E0
1.480224613E1,-3.262285292E-1,-1.271458626E0,5.170055866E0,5.334089402E0
1.481015019E1,-5.044821501E-1,-1.133639336E0,4.396985054E0,4.568710753E0
1.481808476E1,-7.208309174E-1,-1.156426430E0,4.144280910E0,4.362566167E0
1.482598881E1,-6.485106945E-1,-9.204311371E-1,4.671573639E0,4.805347008E0
1.483392338E1,-6.550418139E-1,-7.389421463E-1,4.912104130E0,5.010377456E0
1.484179691E1,-5.416232347E-1,-6.864490509E-1,5.086417198E0,5.161027799E0
1.484967045E1,-2.774515152E-1,-6.959543228E-1,4.926841259E0,4.983482372E0
1.485760502E1,-4.611760750E-2,-7.914476395E-1,4.630547047E0,4.697923174E0
1.486550907E1,1.552588046E-1,-7.573347092E-1,4.440729618E0,4.507520460E0
1.487350468E1,5.653196573E-1,-8.014307022E-1,3.918071032E0,4.038955075E0
1.488137821E1,1.069276690E0,-6.880970001E-1,3.572129726E0,3.791693672E0
1.488925175E1,1.405630112E0,-5.172195435E-1,3.443299294E0,3.754946350E0
1.489718632E1,1.521821737E0,-4.301519394E-1,3.594249725E0,3.926780256E0
1.490505985E1,1.565670371E0,-5.037584305E-1,3.616919518E0,3.973311347E0
1.491305546E1,1.491541386E0,-5.919303894E-1,3.529328346E0,3.877013782E0
1.492095951E1,1.481790185E0,-5.367612839E-1,3.252324820E0,3.614060260E0
