"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.529466062E0,-4.895999908E1,-3.936000061E1,-2.200199890E2,2.288123395E2
2.537431150E0,-4.884000015E1,-3.936000061E1,-2.199599915E2,2.287289949E2
2.545304686E0,-4.884000015E1,-3.911999893E1,-2.201999969E2,2.289186724E2
2.553239256E0,-4.811999893E1,-3.918000031E1,-2.199599915E2,2.285454103E2
2.561204344E0,-4.770000076E1,-3.911999893E1,-2.197799988E2,2.282737660E2
2.569138914E0,-4.757999802E1,-3.857999802E1,-2.197200012E2,2.280989947E2
2.577134520E0,-4.770000076E1,-3.821999741E1,-2.195999908E2,2.279478323E2
2.585038572E0,-4.793999863E1,-3.834000015E1,-2.195999908E2,2.280183218E2
2.592973143E0,-4.811999893E1,-3.779999924E1,-2.197200012E2,2.280816809E2
2.600907713E0,-4.787999725E1,-3.791999817E1,-2.195399933E2,2.278776625E2
2.608842283E0,-4.823999786E1,-3.839999771E1,-2.195399933E2,2.280339139E2
2.616837889E0,-4.859999847E1,-3.809999847E1,-2.195999908E2,2.281177891E2
2.624741941E0,-4.889999771E1,-3.857999802E1,-2.193600006E2,2.280316555E2
2.632645994E0,-4.902000046E1,-3.857999802E1,-2.194199982E2,2.281151295E2
2.640580564E0,-4.847999954E1,-3.870000076E1,-2.198999939E2,2.284819637E2
2.648515135E0,-4.823999786E1,-3.900000000E1,-2.201999969E2,2.287709248E2
2.656480223E0,-4.770000076E1,-3.893999863E1,-2.201999969E2,2.286474409E2
2.664384275E0,-4.841999817E1,-3.918000031E1,-2.201999969E2,2.288396978E2
2.672318846E0,-4.829999924E1,-3.929999924E1,-2.194199982E2,2.280844481E2
2.680253416E0,-4.853999710E1,-3.929999924E1,-2.193600006E2,2.280776866E2
2.688187986E0,-4.920000076E1,-3.923999786E1,-2.193600006E2,2.282087364E2
2.696183592E0,-4.884000015E1,-3.893999863E1,-2.197200012E2,2.284262420E2
2.704057127E0,-4.931999969E1,-3.827999878E1,-2.201999969E2,2.288795739E2
2.711991697E0,-4.937999725E1,-3.821999741E1,-2.201399994E2,2.288247619E2
2.719956785E0,-4.907999802E1,-3.839999771E1,-2.201399994E2,2.287903524E2
2.727921873E0,-4.907999802E1,-3.839999771E1,-2.200199890E2,2.286748819E2
2.735886961E0,-4.907999802E1,-3.893999863E1,-2.201399994E2,2.288816048E2
2.743791014E0,-4.877999878E1,-3.875999832E1,-2.198399963E2,2.284982489E2
2.751695066E0,-4.859999847E1,-3.857999802E1,-2.198999939E2,2.284871625E2
2.759660154E0,-4.847999954E1,-3.863999939E1,-2.195999908E2,2.281830754E2
2.767625242E0,-4.818000031E1,-3.839999771E1,-2.194199982E2,2.279056995E2
2.775590330E0,-4.818000031E1,-3.857999802E1,-2.196599884E2,2.281671299E2
2.783579896E0,-4.823999786E1,-3.881999969E1,-2.195999908E2,2.281627615E2
2.791514466E0,-4.836000061E1,-3.875999832E1,-2.195399933E2,2.281202222E2
2.799449036E0,-4.823999786E1,-3.863999939E1,-2.195999908E2,2.281322049E2
2.807383606E0,-4.871999741E1,-3.827999878E1,-2.198999939E2,2.284622590E2
2.815348694E0,-4.836000061E1,-3.815999985E1,-2.198999939E2,2.283656773E2
2.823252747E0,-4.865999985E1,-3.857999802E1,-2.203199921E2,2.289041519E2
2.831187317E0,-4.907999802E1,-3.881999969E1,-2.208600006E2,2.295538683E2
2.839091370E0,-4.931999969E1,-3.905999756E1,-2.207399902E2,2.295305842E2
2.847025940E0,-4.986000061E1,-3.905999756E1,-2.209199982E2,2.298202529E2
2.854991028E0,-4.968000031E1,-3.863999939E1,-2.205599976E2,2.293640436E2
2.862864564E0,-4.937999725E1,-3.857999802E1,-2.199599915E2,2.287120421E2
2.870829651E0,-4.920000076E1,-3.870000076E1,-2.196599884E2,2.284049926E2
2.878764222E0,-4.913999939E1,-3.875999832E1,-2.195399933E2,2.282868495E2
2.886698792E0,-4.937999725E1,-3.900000000E1,-2.196599884E2,2.284948460E2
2.894694397E0,-4.950000000E1,-3.911999893E1,-2.199599915E2,2.288296794E2
2.902598450E0,-4.895999908E1,-3.918000031E1,-2.202599945E2,2.290122685E2
2.910533021E0,-4.884000015E1,-3.900000000E1,-2.200800018E2,2.287827634E2
2.918467591E0,-4.853999710E1,-3.905999756E1,-2.198999939E2,2.285559495E2
2.926432679E0,-4.800000000E1,-3.893999863E1,-2.195399933E2,2.280748389E2
2.934397767E0,-4.805999756E1,-3.881999969E1,-2.195999908E2,2.281247723E2
2.942332337E0,-4.829999924E1,-3.875999832E1,-2.201999969E2,2.287427945E2
2.950266907E0,-4.793999863E1,-3.881999969E1,-2.200199890E2,2.285038980E2
2.958201478E0,-4.836000061E1,-3.887999725E1,-2.201399994E2,2.287180867E2
2.966136048E0,-4.847999954E1,-3.936000061E1,-2.202599945E2,2.289410081E2
2.974131653E0,-4.811999893E1,-3.959999847E1,-2.198999939E2,2.285600610E2
2.982005189E0,-4.811999893E1,-3.929999924E1,-2.201399994E2,2.287392480E2
2.989970276E0,-4.811999893E1,-3.954000092E1,-2.201399994E2,2.287806052E2
2.997874329E0,-4.818000031E1,-3.947999954E1,-2.199599915E2,2.286096687E2
3.005808899E0,-4.818000031E1,-3.941999817E1,-2.199599915E2,2.285993144E2
3.013804505E0,-4.853999710E1,-3.900000000E1,-2.200800018E2,2.287189072E2
3.021708558E0,-4.859999847E1,-3.863999939E1,-2.203199921E2,2.289015254E2
3.029643128E0,-4.907999802E1,-3.821999741E1,-2.205599976E2,2.291644103E2
3.037577698E0,-4.884000015E1,-3.804000092E1,-2.203199921E2,2.288521055E2
3.045512269E0,-4.895999908E1,-3.870000076E1,-2.203799896E2,2.290460901E2
3.053477356E0,-4.865999985E1,-3.900000000E1,-2.201999969E2,2.288598572E2
3.061381409E0,-4.847999954E1,-3.911999893E1,-2.197799988E2,2.284380278E2
3.069346497E0,-4.841999817E1,-3.905999756E1,-2.202599945E2,2.288769207E2
3.077281067E0,-4.818000031E1,-3.863999939E1,-2.198999939E2,2.284083389E2
3.085215638E0,-4.859999847E1,-3.827999878E1,-2.200800018E2,2.286099853E2
3.093211243E0,-4.841999817E1,-3.768000031E1,-2.196599884E2,2.280675101E2
3.101115296E0,-4.895999908E1,-3.791999817E1,-2.194199982E2,2.279915423E2
3.109049866E0,-4.877999878E1,-3.834000015E1,-2.195399933E2,2.281386696E2
3.116984437E0,-4.877999878E1,-3.839999771E1,-2.196599884E2,2.282642298E2
3.124919007E0,-4.877999878E1,-3.905999756E1,-2.201999969E2,2.288956320E2
3.132914612E0,-4.853999710E1,-3.887999725E1,-2.202599945E2,2.288716904E2
3.140788147E0,-4.818000031E1,-3.905999756E1,-2.203799896E2,2.289417735E2
3.148722718E0,-4.787999725E1,-3.918000031E1,-2.201399994E2,2.286682879E2
3.156687806E0,-4.818000031E1,-3.918000031E1,-2.199599915E2,2.285580510E2
3.164652894E0,-4.836000061E1,-3.900000000E1,-2.198399963E2,2.284498055E2
3.172617981E0,-4.884000015E1,-3.839999771E1,-2.195399933E2,2.281615964E2
3.180522034E0,-4.937999725E1,-3.827999878E1,-2.195399933E2,2.282576419E2
3.188456605E0,-4.853999710E1,-3.821999741E1,-2.198999939E2,2.284138937E2
3.196360657E0,-4.836000061E1,-3.863999939E1,-2.198999939E2,2.284463756E2
3.204325745E0,-4.859999847E1,-3.905999756E1,-2.199599915E2,2.286264226E2
3.212321351E0,-4.811999893E1,-3.941999817E1,-2.203799896E2,2.289908522E2
3.220225403E0,-4.889999771E1,-3.954000092E1,-2.196599884E2,2.284844239E2
3.228159974E0,-4.877999878E1,-3.954000092E1,-2.195399933E2,2.283434006E2
3.236094544E0,-4.829999924E1,-3.954000092E1,-2.200199890E2,2.287030764E2
3.244029114E0,-4.847999954E1,-3.941999817E1,-2.195999908E2,2.283164527E2
3.252024720E0,-4.853999710E1,-3.941999817E1,-2.198999939E2,2.286177484E2
3.259928772E0,-4.877999878E1,-3.887999725E1,-2.198999939E2,2.285763544E2
3.267832825E0,-4.889999771E1,-3.881999969E1,-2.194199982E2,2.281300895E2
3.275797913E0,-4.853999710E1,-3.887999725E1,-2.195399933E2,2.281788644E2
3.283763001E0,-4.800000000E1,-3.875999832E1,-2.195399933E2,2.280441758E2
3.291697571E0,-4.775999832E1,-3.905999756E1,-2.197200012E2,2.282182722E2
3.299632142E0,-4.781999969E1,-3.893999863E1,-2.197799988E2,2.282680962E2
3.307566712E0,-4.781999969E1,-3.881999969E1,-2.199599915E2,2.284209767E2
3.315501282E0,-4.818000031E1,-3.881999969E1,-2.197200012E2,2.282655991E2
3.323466370E0,-4.829999924E1,-3.875999832E1,-2.195999908E2,2.281652545E2
3.331461976E0,-4.793999863E1,-3.857999802E1,-2.201399994E2,2.285788246E2
3.339335511E0,-4.836000061E1,-3.893999863E1,-2.200199890E2,2.286127921E2
3.347270081E0,-4.818000031E1,-3.893999863E1,-2.200199890E2,2.285747831E2
3.355204651E0,-4.811999893E1,-3.900000000E1,-2.191799927E2,2.277639205E2
3.363139222E0,-4.865999985E1,-3.887999725E1,-2.183999939E2,2.271079195E2
3.371104310E0,-4.800000000E1,-3.863999939E1,-2.180399933E2,2.265799820E2
3.379008362E0,-4.823999786E1,-3.834000015E1,-2.177399902E2,2.262913086E2
3.386942933E0,-4.853999710E1,-3.834000015E1,-2.178600006E2,2.264708961E2
3.394877503E0,-4.805999756E1,-3.834000015E1,-2.173799896E2,2.259065711E2
3.402842591E0,-4.823999786E1,-3.779999924E1,-2.169599915E2,2.254497177E2
3.410838196E0,-4.811999893E1,-3.773999786E1,-2.172599945E2,2.257027845E2
3.418711731E0,-4.805999756E1,-3.779999924E1,-2.181599884E2,2.265665109E2
3.426676819E0,-4.823999786E1,-3.827999878E1,-2.194199982E2,2.278982038E2
3.434611390E0,-4.847999954E1,-3.893999863E1,-2.198999939E2,2.285227366E2
3.442576478E0,-4.805999756E1,-3.923999786E1,-2.201999969E2,2.287740795E2
3.450511048E0,-4.823999786E1,-3.936000061E1,-2.197799988E2,2.284284459E2
3.458384583E0,-4.805999756E1,-3.918000031E1,-2.194199982E2,2.280130948E2
3.466319153E0,-4.800000000E1,-3.911999893E1,-2.195399933E2,2.281056399E2
3.474253724E0,-4.805999756E1,-3.900000000E1,-2.195399933E2,2.280977247E2
3.482218812E0,-4.818000031E1,-3.893999863E1,-2.197799988E2,2.283437842E2
3.490214417E0,-4.818000031E1,-3.870000076E1,-2.201399994E2,2.286495612E2
3.498087952E0,-4.818000031E1,-3.852000046E1,-2.205599976E2,2.290236132E2
3.506053040E0,-4.836000061E1,-3.834000015E1,-2.207399902E2,2.292046870E2
3.513957093E0,-4.775999832E1,-3.809999847E1,-2.209199982E2,2.292122879E2
3.521891663E0,-4.818000031E1,-3.827999878E1,-2.205000000E2,2.289255790E2
3.529856751E0,-4.847999954E1,-3.863999939E1,-2.195999908E2,2.281830754E2
3.537730286E0,-4.853999710E1,-3.893999863E1,-2.197200012E2,2.283622862E2
3.545664856E0,-4.877999878E1,-3.918000031E1,-2.193600006E2,2.281082431E2
3.553599427E0,-4.859999847E1,-3.893999863E1,-2.193600006E2,2.280287114E2
3.561564515E0,-4.871999741E1,-3.918000031E1,-2.197799988E2,2.284993620E2
3.569560120E0,-4.871999741E1,-3.893999863E1,-2.196599884E2,2.283428828E2
3.577433655E0,-4.871999741E1,-3.893999863E1,-2.200800018E2,2.287469537E2
3.585398743E0,-4.865999985E1,-3.929999924E1,-2.200800018E2,2.287957446E2
3.593333314E0,-4.841999817E1,-3.881999969E1,-2.203799896E2,2.289515853E2
3.601267884E0,-4.836000061E1,-3.875999832E1,-2.202599945E2,2.288132258E2
3.609263489E0,-4.836000061E1,-3.834000015E1,-2.201399994E2,2.286269114E2
3.617167542E0,-4.818000031E1,-3.845999908E1,-2.197200012E2,2.282046513E2
3.625102112E0,-4.829999924E1,-3.881999969E1,-2.197200012E2,2.282909574E2
3.633036683E0,-4.793999863E1,-3.887999725E1,-2.196599884E2,2.281675002E2
3.640971253E0,-4.787999725E1,-3.911999893E1,-2.194799957E2,2.280226677E2
3.648936341E0,-4.847999954E1,-3.870000076E1,-2.196599884E2,2.282509823E2
3.656840394E0,-4.841999817E1,-3.857999802E1,-2.198999939E2,2.284489435E2
3.664744446E0,-4.877999878E1,-3.857999802E1,-2.195999908E2,2.282368518E2
3.672648499E0,-4.853999710E1,-3.887999725E1,-2.190000000E2,2.276593629E2
3.680583069E0,-4.793999863E1,-3.900000000E1,-2.191799927E2,2.277259596E2
3.688578675E0,-4.800000000E1,-3.887999725E1,-2.186399994E2,2.271983792E2
3.696452210E0,-4.775999832E1,-3.881999969E1,-2.192999878E2,2.277729011E2
3.704417298E0,-4.800000000E1,-3.845999908E1,-2.200199890E2,2.284556130E2
3.712321351E0,-4.829999924E1,-3.834000015E1,-2.202599945E2,2.287297766E2
3.720286439E0,-4.793999863E1,-3.827999878E1,-2.202599945E2,2.286439742E2
3.728251526E0,-4.818000031E1,-3.845999908E1,-2.201399994E2,2.286090621E2
3.736186097E0,-4.793999863E1,-3.887999725E1,-2.197799988E2,2.282830382E2
3.744120667E0,-4.787999725E1,-3.918000031E1,-2.194199982E2,2.279752227E2
3.752055237E0,-4.793999863E1,-3.936000061E1,-2.195399933E2,2.281343064E2
3.760020325E0,-4.781999969E1,-3.911999893E1,-2.192999878E2,2.278368086E2
3.768015931E0,-4.818000031E1,-3.875999832E1,-2.196599884E2,2.281976345E2
3.775889466E0,-4.800000000E1,-3.875999832E1,-2.199599915E2,2.284485397E2
3.783824036E0,-4.793999863E1,-3.834000015E1,-2.202599945E2,2.286540274E2
3.791758606E0,-4.836000061E1,-3.852000046E1,-2.207399902E2,2.292348651E2
3.799723694E0,-4.787999725E1,-3.845999908E1,-2.209199982E2,2.292974297E2
3.807719300E0,-4.793999863E1,-3.827999878E1,-2.205599976E2,2.289329908E2
3.815623353E0,-4.829999924E1,-3.845999908E1,-2.206199951E2,2.290965816E2
3.823557923E0,-4.775999832E1,-3.852000046E1,-2.201999969E2,2.285888154E2
3.831461976E0,-4.800000000E1,-3.870000076E1,-2.200199890E2,2.284961392E2
3.839396546E0,-4.818000031E1,-3.875999832E1,-2.201399994E2,2.286597237E2
3.847392151E0,-4.811999893E1,-3.875999832E1,-2.202599945E2,2.287626214E2
3.855296204E0,-4.805999756E1,-3.893999863E1,-2.201999969E2,2.287228137E2
3.863230774E0,-4.800000000E1,-3.893999863E1,-2.201399994E2,2.286524499E2
3.871165345E0,-4.800000000E1,-3.893999863E1,-2.199599915E2,2.284791486E2
3.879099915E0,-4.787999725E1,-3.887999725E1,-2.194799957E2,2.279816152E2
3.887095521E0,-4.811999893E1,-3.870000076E1,-2.195999908E2,2.281170321E2
3.894999573E0,-4.811999893E1,-3.887999725E1,-2.194799957E2,2.280321403E2
3.902934144E0,-4.811999893E1,-3.893999863E1,-2.197200012E2,2.282733816E2
3.910838196E0,-4.823999786E1,-3.905999756E1,-2.200199890E2,2.286079097E2
3.918772767E0,-4.811999893E1,-3.875999832E1,-2.199599915E2,2.284737832E2
3.926737855E0,-4.793999863E1,-3.827999878E1,-2.198999939E2,2.282971947E2
3.934641907E0,-4.800000000E1,-3.791999817E1,-2.195399933E2,2.279029068E2
3.942576478E0,-4.793999863E1,-3.768000031E1,-2.192399902E2,2.275614185E2
3.950541565E0,-4.763999939E1,-3.750000000E1,-2.193600006E2,2.275843347E2
3.958506653E0,-4.818000031E1,-3.791999817E1,-2.192999878E2,2.277097348E2
3.966441224E0,-4.811999893E1,-3.809999847E1,-2.198399963E2,2.282471647E2
3.974345276E0,-4.853999710E1,-3.797999954E1,-2.200199890E2,2.284894029E2
3.982249329E0,-4.907999802E1,-3.791999817E1,-2.202599945E2,2.288257801E2
3.990183899E0,-4.902000046E1,-3.791999817E1,-2.202599945E2,2.288129190E2
3.998148987E0,-4.902000046E1,-3.779999924E1,-2.198999939E2,2.284465095E2
4.006114075E0,-4.865999985E1,-3.791999817E1,-2.196599884E2,2.281583493E2
4.014018128E0,-4.865999985E1,-3.839999771E1,-2.192999878E2,2.278921676E2
4.021952698E0,-4.865999985E1,-3.791999817E1,-2.198999939E2,2.283894244E2
4.029887269E0,-4.853999710E1,-3.791999817E1,-2.203199921E2,2.287683468E2
4.037852356E0,-4.865999985E1,-3.797999954E1,-2.206199951E2,2.290926847E2
4.045786927E0,-4.865999985E1,-3.773999786E1,-2.207999878E2,2.292263895E2
4.053721497E0,-4.818000031E1,-3.804000092E1,-2.202599945E2,2.286543664E2
4.061625550E0,-4.871999741E1,-3.821999741E1,-2.200199890E2,2.285677184E2
4.069529603E0,-4.847999954E1,-3.834000015E1,-2.199599915E2,2.284790227E2
4.077464173E0,-4.853999710E1,-3.852000046E1,-2.204400024E2,2.289840965E2
4.085459778E0,-4.853999710E1,-3.863999939E1,-2.204400024E2,2.290043134E2
4.093333314E0,-4.787999725E1,-3.834000015E1,-2.198399963E2,2.282368808E2
4.101298401E0,-4.805999756E1,-3.857999802E1,-2.194799957E2,2.279685244E2
4.109232972E0,-4.770000076E1,-3.863999939E1,-2.190599976E2,2.274986201E2
4.117198060E0,-4.775999832E1,-3.881999969E1,-2.192399902E2,2.277151359E2
4.125193665E0,-4.787999725E1,-3.918000031E1,-2.198999939E2,2.284372428E2
4.133067200E0,-4.793999863E1,-3.893999863E1,-2.205000000E2,2.289864995E2
4.141001771E0,-4.800000000E1,-3.900000000E1,-2.200800018E2,2.286049151E2
4.148936341E0,-4.865999985E1,-3.905999756E1,-2.202599945E2,2.289278143E2
4.156870911E0,-4.877999878E1,-3.857999802E1,-2.198999939E2,2.285255168E2
4.164835999E0,-4.884000015E1,-3.852000046E1,-2.194199982E2,2.280663755E2
4.172740052E0,-4.895999908E1,-3.870000076E1,-2.196599884E2,2.283534149E2
4.180674622E0,-4.865999985E1,-3.863999939E1,-2.194799957E2,2.281059264E2
4.188639710E0,-4.889999771E1,-3.870000076E1,-2.199599915E2,2.286291707E2
4.196604798E0,-4.877999878E1,-3.887999725E1,-2.199599915E2,2.286340751E2
4.204600403E0,-4.865999985E1,-3.827999878E1,-2.200199890E2,2.285649786E2
4.212473939E0,-4.884000015E1,-3.839999771E1,-2.195999908E2,2.282193274E2
4.220439026E0,-4.859999847E1,-3.857999802E1,-2.192399902E2,2.278520340E2
4.228373597E0,-4.889999771E1,-3.839999771E1,-2.189400024E2,2.275972194E2
4.236338685E0,-4.895999908E1,-3.827999878E1,-2.191199951E2,2.277630613E2
4.244303772E0,-4.836000061E1,-3.768000031E1,-2.196599884E2,2.280547798E2
4.252238343E0,-4.829999924E1,-3.779999924E1,-2.197799988E2,2.281775136E2
4.260142396E0,-4.793999863E1,-3.779999924E1,-2.200800018E2,2.283906535E2
4.268076966E0,-4.818000031E1,-3.791999817E1,-2.199599915E2,2.283454325E2
4.276011536E0,-4.859999847E1,-3.809999847E1,-2.197200012E2,2.282333207E2
4.283976624E0,-4.871999741E1,-3.845999908E1,-2.195399933E2,2.281460461E2
4.291880677E0,-4.865999985E1,-3.893999863E1,-2.194799957E2,2.281569363E2
4.299815247E0,-4.871999741E1,-3.893999863E1,-2.193600006E2,2.280543170E2
4.307780335E0,-4.877999878E1,-3.905999756E1,-2.196599884E2,2.283761857E2
4.315684388E0,-4.871999741E1,-3.887999725E1,-2.198999939E2,2.285635571E2
4.323679993E0,-4.859999847E1,-3.870000076E1,-2.201399994E2,2.287384297E2
4.331553528E0,-4.853999710E1,-3.887999725E1,-2.203199921E2,2.289294311E2
4.339518616E0,-4.805999756E1,-3.900000000E1,-2.199599915E2,2.285019939E2
4.347453187E0,-4.800000000E1,-3.887999725E1,-2.197799988E2,2.282956461E2
4.355387757E0,-4.823999786E1,-3.845999908E1,-2.196599884E2,2.281595482E2
4.363383362E0,-4.800000000E1,-3.857999802E1,-2.197200012E2,2.281869742E2
4.371256897E0,-4.823999786E1,-3.839999771E1,-2.197799988E2,2.282649887E2
4.379191468E0,-4.811999893E1,-3.839999771E1,-2.198399963E2,2.282974334E2
4.387126038E0,-4.818000031E1,-3.870000076E1,-2.198399963E2,2.283607376E2
4.395091126E0,-4.818000031E1,-3.857999802E1,-2.198399963E2,2.283404315E2
4.403056214E0,-4.847999954E1,-3.857999802E1,-2.198399963E2,2.284039198E2
4.410929749E0,-4.925999832E1,-3.893999863E1,-2.198999939E2,2.286894800E2
4.418925355E0,-4.937999725E1,-3.870000076E1,-2.200800018E2,2.288477253E2
4.426829407E0,-4.943999863E1,-3.845999908E1,-2.198399963E2,2.285893895E2
4.434794495E0,-4.937999725E1,-3.827999878E1,-2.198999939E2,2.286039146E2
4.442759583E0,-4.889999771E1,-3.815999985E1,-2.197200012E2,2.283074118E2
4.450663636E0,-4.877999878E1,-3.827999878E1,-2.195999908E2,2.281863330E2
4.458628724E0,-4.902000046E1,-3.863999939E1,-2.195999908E2,2.282984143E2
4.466532776E0,-4.889999771E1,-3.881999969E1,-2.195399933E2,2.282455056E2
4.474467347E0,-4.853999710E1,-3.893999863E1,-2.195999908E2,2.282468199E2
4.482462952E0,-4.853999710E1,-3.875999832E1,-2.192999878E2,2.279275179E2
4.490367005E0,-4.853999710E1,-3.845999908E1,-2.195999908E2,2.281654199E2
4.498271058E0,-4.853999710E1,-3.821999741E1,-2.197200012E2,2.282406153E2
4.506236146E0,-4.884000015E1,-3.809999847E1,-2.199599915E2,2.285155429E2
4.514201233E0,-4.913999939E1,-3.827999878E1,-2.202599945E2,2.288985868E2
4.522196839E0,-4.902000046E1,-3.845999908E1,-2.201999969E2,2.288452985E2
4.530100892E0,-4.913999939E1,-3.839999771E1,-2.205000000E2,2.291496222E2
4.538035462E0,-4.889999771E1,-3.804000092E1,-2.205000000E2,2.290382096E2
4.546000550E0,-4.884000015E1,-3.815999985E1,-2.206199951E2,2.291608899E2
4.553965638E0,-4.913999939E1,-3.827999878E1,-2.206199951E2,2.292450220E2
4.561961243E0,-4.895999908E1,-3.827999878E1,-2.201399994E2,2.287445281E2
4.569834778E0,-4.961999893E1,-3.815999985E1,-2.197200012E2,2.284627077E2
4.577799866E0,-4.968000031E1,-3.804000092E1,-2.196599884E2,2.283980180E2
4.585703919E0,-4.937999725E1,-3.815999985E1,-2.196599884E2,2.283529729E2
4.593669007E0,-4.920000076E1,-3.834000015E1,-2.195399933E2,2.282288420E2
4.601664612E0,-4.865999985E1,-3.875999832E1,-2.200199890E2,2.286458585E2
4.609568665E0,-4.829999924E1,-3.863999939E1,-2.201999969E2,2.287224915E2
4.617503235E0,-4.841999817E1,-3.852000046E1,-2.201399994E2,2.286698624E2
4.625437806E0,-4.853999710E1,-3.839999771E1,-2.207399902E2,2.292527741E2
4.633372376E0,-4.853999710E1,-3.834000015E1,-2.206799927E2,2.291849605E2
4.641367981E0,-4.902000046E1,-3.875999832E1,-2.209199982E2,2.295886398E2
4.649241517E0,-4.895999908E1,-3.863999939E1,-2.209199982E2,2.295556069E2
4.657176087E0,-4.884000015E1,-3.845999908E1,-2.209799957E2,2.295575650E2
4.665141175E0,-4.895999908E1,-3.881999969E1,-2.201399994E2,2.288355156E2
4.673106263E0,-4.823999786E1,-3.815999985E1,-2.199599915E2,2.283980753E2
4.681071351E0,-4.859999847E1,-3.839999771E1,-2.195999908E2,2.281680864E2
4.688975403E0,-4.895999908E1,-3.821999741E1,-2.190599976E2,2.276952618E2
4.696909974E0,-4.865999985E1,-3.761999893E1,-2.194199982E2,2.278775889E2
4.704844544E0,-4.877999878E1,-3.779999924E1,-2.194199982E2,2.279330249E2
4.712779114E0,-4.818000031E1,-3.815999985E1,-2.195399933E2,2.279809349E2
4.720744202E0,-4.793999863E1,-3.852000046E1,-2.192999878E2,2.277597826E2
4.728617737E0,-4.818000031E1,-3.852000046E1,-2.195399933E2,2.280414689E2
4.736582825E0,-4.823999786E1,-3.870000076E1,-2.194799957E2,2.280268756E2
4.744517396E0,-4.829999924E1,-3.815999985E1,-2.194799957E2,2.279485557E2
4.752451966E0,-4.836000061E1,-3.797999954E1,-2.194799957E2,2.279312145E2
4.760447571E0,-4.836000061E1,-3.804000092E1,-2.193600006E2,2.278256816E2
4.768351624E0,-4.836000061E1,-3.797999954E1,-2.193600006E2,2.278156709E2
4.776286194E0,-4.847999954E1,-3.779999924E1,-2.196599884E2,2.281001114E2
4.784220765E0,-4.889999771E1,-3.834000015E1,-2.198399963E2,2.284530354E2
4.792185853E0,-4.889999771E1,-3.845999908E1,-2.201399994E2,2.287618863E2
4.800181458E0,-4.925999832E1,-3.863999939E1,-2.201399994E2,2.288694307E2
4.808054993E0,-4.968000031E1,-3.863999939E1,-2.202599945E2,2.290755709E2
4.816020081E0,-4.931999969E1,-3.863999939E1,-2.203199921E2,2.290554754E2
4.823954651E0,-4.925999832E1,-3.887999725E1,-2.201399994E2,2.289100718E2
4.831889222E0,-4.925999832E1,-3.870000076E1,-2.196599884E2,2.284179240E2
4.839884827E0,-4.920000076E1,-3.887999725E1,-2.190599976E2,2.278586772E2
4.847758362E0,-4.889999771E1,-3.839999771E1,-2.190000000E2,2.276549354E2
4.855723450E0,-4.895999908E1,-3.827999878E1,-2.191199951E2,2.277630613E2
4.863627503E0,-4.902000046E1,-3.845999908E1,-2.191799927E2,2.278639971E2
4.871592591E0,-4.853999710E1,-3.815999985E1,-2.197799988E2,2.282883369E2
4.879557679E0,-4.907999802E1,-3.804000092E1,-2.199599915E2,2.285569638E2
4.887461731E0,-4.913999939E1,-3.791999817E1,-2.203199921E2,2.288964061E2
