"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.641975884E0,-8.403927088E-1,1.197375298E0,1.965128183E0,2.449835971E0
8.649971490E0,-8.163868189E-1,1.377326965E0,1.296498775E0,2.060200496E0
8.657875542E0,-2.822362185E-1,1.651972771E0,-1.594902873E-1,1.683481057E0
8.665749078E0,5.499068499E-1,1.911285400E0,-1.461677074E0,2.468179348E0
8.673714165E0,1.595135093E0,2.321526527E0,-2.269726515E0,3.617402360E0
8.681587701E0,2.097835541E0,2.612959862E0,-2.166671276E0,3.990355575E0
8.689644341E0,2.129850388E0,2.587986946E0,-1.540933609E0,3.688958592E0
8.697517876E0,1.922155380E0,2.372840881E0,-7.230477333E-1,3.138128930E0
8.705391412E0,1.461663008E0,1.971893311E0,2.623983026E-1,2.468536985E0
8.713387017E0,6.726181507E-1,1.447359085E0,1.128745079E0,1.954821974E0
8.721291070E0,-1.268604994E-1,8.967657089E-1,1.742306709E0,1.963648388E0
8.729225640E0,-7.531462908E-1,3.002815247E-1,2.480692863E0,2.609834365E0
8.737129693E0,-9.978443384E-1,-1.827611923E-1,2.793800116E0,2.972274224E0
8.745003228E0,-8.126215935E-1,-6.002130508E-1,2.549938202E0,2.742771298E0
8.752937798E0,-3.292715549E-1,-7.706575394E-1,2.046961069E0,2.211873057E0
8.760780816E0,4.309709072E-1,-8.369569778E-1,1.063086390E0,1.419994922E0
8.768806939E0,1.227080941E0,-8.753919601E-1,8.019173145E-2,1.509459981E0
8.776680474E0,1.963176966E0,-7.659654617E-1,-5.582920909E-1,2.180013061E0
8.784554009E0,2.766973257E0,-6.611795425E-1,-1.304580450E0,3.129733143E0
8.792549615E0,3.191172600E0,-5.676765442E-1,-1.735754132E0,3.676775983E0
8.800453667E0,3.504036665E0,-4.179506302E-1,-1.967497110E0,4.040297088E0
8.808449273E0,3.612917900E0,-2.883100510E-1,-2.167443991E0,4.223045334E0
8.816322808E0,3.451628685E0,-2.009248734E-1,-2.318942070E0,4.163124272E0
8.824165826E0,3.019077063E0,-1.195039749E-1,-2.160861015E0,3.714623512E0
8.832161431E0,2.492039680E0,-1.210832596E-1,-1.787261009E0,3.069075568E0
8.840034966E0,1.882378817E0,-1.864652634E-1,-1.232505322E0,2.257695434E0
8.848061089E0,1.321501017E0,-2.298059464E-1,-6.654460430E-1,1.497329004E0
8.855934624E0,8.287196159E-1,-3.856296539E-1,-1.612403393E-1,9.281620973E-1
8.863838677E0,5.306881666E-1,-5.322685242E-1,4.114543200E-1,8.568747688E-1
8.871773248E0,3.820406199E-1,-7.081451416E-1,9.920698404E-1,1.277351614E0
8.879646783E0,2.439608574E-1,-8.631210327E-1,1.321409822E0,1.597065663E0
8.887642388E0,2.461069822E-1,-9.949035645E-1,1.366591215E0,1.708207627E0
8.895546441E0,3.370866776E-1,-1.071517944E0,1.182237625E0,1.630786294E0
8.903389458E0,4.571624994E-1,-1.073541641E0,8.857874870E-1,1.464960299E0
8.911354546E0,5.912562609E-1,-1.090539932E0,5.310025215E-1,1.349379482E0
8.919228082E0,7.113041878E-1,-1.098370552E0,2.270539999E-1,1.328128396E0
8.927254205E0,9.323033690E-1,-1.070637703E0,-6.725394726E-2,1.421259215E0
8.935127740E0,1.219923377E0,-1.000216484E0,-3.696843982E-1,1.620281647E0
8.943001275E0,1.508850098E0,-9.634380341E-1,-6.462976933E-1,1.903297709E0
8.950935845E0,1.687417984E0,-9.719209671E-1,-6.528326273E-1,2.053825761E0
8.958809380E0,1.828500867E0,-9.847850800E-1,-4.202104211E-1,2.118913371E0
8.966835503E0,1.839170456E0,-1.009221077E0,-6.473815441E-2,2.098872597E0
8.974709039E0,1.842642784E0,-1.059576035E0,2.263683677E-1,2.137586593E0
8.982613091E0,1.769311786E0,-1.114506721E0,3.998854160E-1,2.128966363E0
8.990547662E0,1.698480606E0,-1.078311920E0,3.707323670E-1,2.045735920E0
8.998421197E0,1.671522141E0,-1.006128311E0,1.431091428E-1,1.956210794E0
9.006355767E0,1.656479478E0,-8.429012299E-1,-1.599725485E-1,1.865475264E0
9.014259820E0,1.579395056E0,-7.129964828E-1,-5.872679949E-1,1.829682056E0
9.022102837E0,1.641419291E0,-5.228881836E-1,-8.339017630E-1,1.913912614E0
9.030067925E0,1.661598802E0,-3.851776123E-1,-8.393068314E-1,1.900975625E0
9.037971978E0,1.639737129E0,-2.327747345E-1,-6.330933571E-1,1.773056437E0
9.045998101E0,1.540131927E0,-1.230688095E-1,-3.640630245E-1,1.587354456E0
9.053871636E0,1.345593333E0,-3.590583801E-3,-1.696422696E-1,1.356249538E0
9.061775689E0,1.184954047E0,1.015901566E-1,-6.844985485E-2,1.191269087E0
9.069710259E0,1.076611280E0,2.401838303E-1,-4.568332434E-2,1.104023137E0
9.077583794E0,1.006060243E0,3.619070053E-1,-1.036345959E-3,1.069174900E0
9.085640435E0,9.464911819E-1,4.811153412E-1,1.461006999E-1,1.071756942E0
9.093513970E0,7.526526451E-1,6.099710464E-1,4.262912273E-1,1.058430391E0
9.101387505E0,6.079264879E-1,8.081321716E-1,7.751450539E-1,1.274167209E0
9.109322076E0,2.303195000E-1,9.159488678E-1,9.197872281E-1,1.318339086E0
9.117195611E0,6.281709671E-2,1.032028198E0,8.413432837E-1,1.332999141E0
9.130012994E0,3.397033811E-1,1.371059418E0,4.240788221E-1,1.474803431E0
9.137947564E0,4.926318526E-1,1.656817436E0,2.292722464E-1,1.743644437E0
9.145882134E0,6.578595638E-1,1.868568420E0,-1.872050762E-2,1.981079909E0
9.153755669E0,8.003489971E-1,1.962764740E0,-3.857265711E-1,2.154481128E0
9.161751275E0,7.900757790E-1,2.095415115E0,-6.300082207E-1,2.326347910E0
9.169655328E0,6.348090768E-1,2.163919449E0,-6.260462999E-1,2.340398238E0
9.177528863E0,3.425220251E-1,2.154094696E0,-3.481704593E-1,2.208770691E0
9.185524468E0,-2.244279385E-1,2.013083458E0,2.929617167E-1,2.046631251E0
9.193398003E0,-8.899075985E-1,1.800483704E0,1.076334476E0,2.278634022E0
9.201332574E0,-1.488772154E0,1.608928680E0,1.223614216E0,2.510443342E0
9.209236626E0,-1.771772981E0,1.497926712E0,6.208914518E-1,2.401763961E0
9.217079644E0,-1.958718896E0,1.496086121E0,-5.222604275E-1,2.519446238E0
9.225014214E0,-1.988037825E0,1.546062469E0,-1.653443575E0,3.012719570E0
9.232948785E0,-1.856462359E0,1.509659767E0,-2.252490759E0,3.286219671E0
9.241005425E0,-1.729194641E0,1.413751602E0,-2.283934593E0,3.194552383E0
9.248878960E0,-1.603208899E0,1.311247826E0,-1.753412008E0,2.713688137E0
9.256752496E0,-1.549556613E0,1.094418526E0,-9.585160017E-1,2.125471837E0
9.264748101E0,-1.518762231E0,8.134708405E-1,-3.459913731E-1,1.757294384E0
9.272652154E0,-1.424976587E0,4.897403717E-1,2.867536545E-1,1.533829053E0
9.280678277E0,-1.400534749E0,1.877765656E-1,8.477665186E-1,1.647867013E0
9.288582330E0,-1.538535833E0,-3.744792938E-2,1.508638263E0,2.155106556E0
9.296455865E0,-1.655116796E0,-1.861619949E-1,1.938194633E0,2.555516842E0
9.304390435E0,-1.791464925E0,-3.519697189E-1,2.235695124E0,2.886444516E0
9.312263970E0,-1.841678619E0,-4.658155441E-1,2.306016445E0,2.987720888E0
9.320198540E0,-1.757414103E0,-5.681848526E-1,2.166482925E0,2.846925819E0
9.328072076E0,-1.591141462E0,-6.302719116E-1,1.658244252E0,2.383012345E0
9.335945611E0,-1.432680249E0,-7.430086136E-1,1.013813972E0,1.905899595E0
9.343880181E0,-1.232661486E0,-7.543830872E-1,5.246218443E-1,1.537457726E0
9.351784234E0,-9.645109773E-1,-7.519884109E-1,2.971726656E-1,1.258602236E0
9.359840874E0,-7.157364488E-1,-7.580366135E-1,1.227169037E-1,1.049741687E0
9.367714410E0,-4.727427959E-1,-7.588596344E-1,1.285886765E-2,8.941582893E-1
9.375587945E0,-3.083661795E-1,-7.665739059E-1,-3.296935558E-2,8.269293998E-1
9.383583550E0,-2.401787639E-1,-7.981204987E-1,-4.564523697E-3,8.334884545E-1
9.391487603E0,-3.821762800E-1,-8.511133194E-1,8.188736439E-2,9.365672063E-1
9.399483208E0,-8.289905190E-1,-9.830532074E-1,1.763602495E-1,1.297968346E0
9.407417779E0,-1.195931673E0,-1.026610374E0,1.397726536E-1,1.582314072E0
9.415321832E0,-1.454067349E0,-1.085063934E0,2.335047722E-2,1.814447807E0
9.423317437E0,-1.866897583E0,-1.146661758E0,-3.655076027E-3,2.190925177E0
9.431221490E0,-2.287998915E0,-1.112968445E0,-1.621598005E-1,2.549496733E0
9.439217095E0,-2.650770187E0,-1.068145752E0,-4.778484106E-1,2.897560532E0
9.447121148E0,-2.887239695E0,-1.047940254E0,-9.912182689E-1,3.227513824E0
9.454994683E0,-2.927914619E0,-9.636583328E-1,-1.472797632E0,3.416204658E0
9.462929253E0,-2.774054050E0,-9.277763367E-1,-1.876110673E0,3.475044757E0
9.470802789E0,-2.536784172E0,-9.352226257E-1,-1.994185328E0,3.359566999E0
9.478828912E0,-2.056031227E0,-1.004947662E0,-1.814782143E0,2.920722246E0
9.486702447E0,-1.499226332E0,-1.091322899E0,-1.451207161E0,2.354711763E0
9.494575982E0,-1.192264438E0,-1.160739899E0,-1.026818514E0,1.955292270E0
9.502541070E0,-8.894492388E-1,-1.249120712E0,-4.872790575E-1,1.608994525E0
9.510445123E0,-6.833850145E-1,-1.301462173E0,3.479826450E-2,1.470384231E0
9.518471246E0,-4.925932884E-1,-1.342035294E0,5.663018227E-1,1.537662067E0
9.526344781E0,-5.146561861E-1,-1.411535263E0,8.580747843E-1,1.730200891E0
9.534187798E0,-5.466907620E-1,-1.466974258E0,1.092232466E0,1.908888688E0
9.542183404E0,-5.172367096E-1,-1.496575356E0,9.897469282E-1,1.867316414E0
9.550056939E0,-6.070156097E-1,-1.459844589E0,7.565636635E-1,1.752712969E0
9.558083062E0,-6.704682708E-1,-1.365944862E0,3.556482792E-1,1.562632000E0
9.565956597E0,-8.252425790E-1,-1.257845879E0,-2.265894413E-2,1.504564720E0
9.573891167E0,-9.132149220E-1,-1.056277275E0,-3.229197264E-1,1.433164445E0
9.581825738E0,-9.381658435E-1,-9.574947357E-1,-5.586193800E-1,1.452242036E0
9.589699273E0,-8.573970199E-1,-7.794628143E-1,-6.636989117E-1,1.335360691E0
9.597694878E0,-6.485882401E-1,-5.842456818E-1,-6.154232025E-1,1.068061534E0
9.605568414E0,-6.867681146E-1,-4.485254288E-1,-3.361667395E-1,8.864725490E-1
9.613564019E0,-6.635346413E-1,-2.932338715E-1,-7.907998562E-2,7.297382871E-1
9.621498589E0,-7.144281268E-1,-1.130962372E-1,6.165826321E-2,7.259476900E-1
9.629402642E0,-7.044532299E-1,7.364368439E-2,1.342129707E-2,7.084192802E-1
9.637398248E0,-7.659535408E-1,2.002229691E-1,1.850354671E-2,7.919068413E-1
9.645302300E0,-7.178584337E-1,3.321781158E-1,3.651797771E-2,7.918311652E-1
9.653175835E0,-5.696167946E-1,5.049781799E-1,-1.368862391E-1,7.734365503E-1
9.661171441E0,-3.215184212E-1,6.616315842E-1,-3.815075159E-1,8.286606260E-1
9.669075494E0,-1.146645546E-1,8.773593903E-1,-4.735182524E-1,1.003557171E0
9.677101617E0,-1.530408859E-3,1.121253967E0,-5.131541491E-1,1.233101773E0
9.684975152E0,1.046338081E-1,1.329361916E0,-6.452122331E-1,1.481367666E0
9.692879205E0,2.060261965E-1,1.544810295E0,-1.013985276E0,1.859314869E0
9.700813775E0,3.264535666E-1,1.726876259E0,-1.315422654E0,2.195224431E0
9.708687310E0,4.804073572E-1,1.861373901E0,-1.616251588E0,2.511528066E0
9.716682915E0,4.868959188E-1,1.905519485E0,-1.516832590E0,2.483717627E0
9.724586968E0,3.590527773E-1,1.895571709E0,-9.317425489E-1,2.142488081E0
9.732491021E0,1.151812077E-1,1.862293243E0,-9.079027176E-2,1.868059343E0
9.740425591E0,-2.164223194E-1,1.762332916E0,8.433237076E-1,1.965668030E0
9.748299126E0,-5.005418062E-1,1.657426834E0,1.346251607E0,2.193171037E0
9.756294732E0,-5.777885914E-1,1.583198547E0,1.315226316E0,2.137797362E0
9.764259820E0,-5.229128599E-1,1.642521858E0,6.311924458E-1,1.835679661E0
9.772133355E0,-2.005988359E-1,1.763475418E0,-5.436533093E-1,1.856244694E0
9.780098443E0,4.761738777E-1,2.111706734E0,-1.391290188E0,2.573273261E0
9.788002496E0,1.315639853E0,2.462375641E0,-1.987133622E0,3.426791802E0
9.796059136E0,1.869275331E0,2.689176559E0,-2.235862970E0,3.965468958E0
9.803932671E0,2.346793175E0,2.902427673E0,-2.238756180E0,4.352419308E0
9.811806207E0,2.647674561E0,2.980387688E0,-2.147490025E0,4.528201050E0
9.819740777E0,2.534899235E0,2.908507347E0,-1.926761389E0,4.312486356E0
9.827644830E0,2.016405821E0,2.526475906E0,-1.260260820E0,3.469471181E0
9.835640435E0,1.253603935E0,1.973356247E0,-2.563701272E-1,2.351889314E0
9.843544488E0,5.356123447E-1,1.306079865E0,5.201199055E-1,1.504410154E0
9.851418023E0,-2.735145092E-1,5.530099869E-1,1.607854247E0,1.722157226E0
9.859352593E0,-8.845964670E-1,4.397869110E-2,2.554556370E0,2.703738760E0
9.867226128E0,-1.131872535E0,-3.052434921E-1,2.941866159E0,3.166841569E0
9.875221734E0,-1.128759980E0,-5.098009109E-1,2.741250515E0,3.008064236E0
9.883095269E0,-5.777198076E-1,-4.641237259E-1,1.785049200E0,1.932762700E0
9.890968804E0,2.033087015E-1,-3.811359406E-1,3.160737753E-1,5.352585027E-1
9.898903374E0,8.336813450E-1,-3.612260818E-1,-7.662374973E-1,1.188540605E0
9.906807427E0,1.493169904E0,-2.816400528E-1,-1.525280118E0,2.152987905E0
9.914864068E0,2.008577347E0,-1.899318695E-1,-2.069133282E0,2.889942839E0
9.922737603E0,2.483648539E0,-1.864824295E-1,-2.326098919E0,3.407935143E0
9.930611138E0,2.803830862E0,-1.635665894E-1,-2.371279716E0,3.675756932E0
9.938545708E0,3.022274017E0,-2.569046021E-1,-2.196192741E0,3.744783407E0
9.946449761E0,3.033412457E0,-4.002046585E-1,-1.846262097E0,3.573575049E0
9.954445367E0,2.848461628E0,-5.884552002E-1,-1.318152428E0,3.193358575E0
9.962318902E0,2.440547228E0,-8.692464828E-1,-5.714829564E-1,2.653008290E0
9.970192437E0,1.956940889E0,-1.042055130E0,2.180325389E-1,2.227786957E0
9.978157525E0,1.654634476E0,-1.231346130E0,6.516677141E-1,2.163030132E0
9.986061578E0,1.394523025E0,-1.365402222E0,7.460247278E-1,2.089394790E0
9.993996148E0,1.184334874E0,-1.483204842E0,8.357787132E-1,2.073902542E0
1.000186968E1,1.124444485E0,-1.567198753E0,7.827332616E-1,2.081624051E0
1.000977374E1,1.154094458E0,-1.629505157E0,6.397591829E-1,2.096786324E0
1.001770831E1,1.235938430E0,-1.634433746E0,3.825251460E-1,2.084524637E0
1.002558184E1,1.247874498E0,-1.632238388E0,3.214865923E-3,2.054605377E0
1.003360796E1,1.209025979E0,-1.587021828E0,-4.381628633E-1,2.042637705E0
1.004151202E1,1.308131933E0,-1.553895950E0,-8.368109465E-1,2.196828245E0
1.004938555E1,1.506618977E0,-1.506538391E0,-1.234357119E0,2.462355815E0
1.005732012E1,1.622760653E0,-1.452031136E0,-1.443155408E0,2.612363698E0
1.006519366E1,1.653213382E0,-1.423616409E0,-1.401471376E0,2.593052291E0
1.007321978E1,1.701092243E0,-1.421255112E0,-1.178655148E0,2.510559473E0
1.008112383E1,1.549316764E0,-1.463962555E0,-8.509182930E-1,2.295131965E0
1.008902789E1,1.518108010E0,-1.458552361E0,-5.525748730E-1,2.176549083E0
1.009699297E1,1.602468848E0,-1.479365349E0,-4.661152959E-1,2.230177507E0
1.010486651E1,1.733512759E0,-1.528740883E0,-4.089163244E-1,2.347195717E0
1.011286212E1,1.706223845E0,-1.508373260E0,-2.179220319E-1,2.287767409E0
1.012079668E1,1.675683022E0,-1.410778999E0,-2.600491047E-3,2.190483448E0
1.012870074E1,1.633699894E0,-1.274466515E0,7.705748081E-3,2.072027900E0
1.013669634E1,1.456115961E0,-1.015614510E0,-1.477706134E-1,1.781455214E0
1.014460040E1,1.347501874E0,-7.370662689E-1,-5.004962683E-1,1.615402272E0
1.015259600E1,1.197427034E0,-4.822874069E-1,-1.102607012E0,1.697696931E0
1.016050005E1,1.092548847E0,-1.936740875E-1,-1.648186326E0,1.986879664E0
1.016834307E1,9.878090024E-1,7.357025146E-2,-2.119870901E0,2.339878596E0
1.017630816E1,9.149268866E-1,2.999925613E-1,-2.384833574E0,2.571870510E0
1.018424273E1,9.781006575E-1,5.069475174E-1,-2.398912907E0,2.639784047E0
1.019226885E1,1.030960560E0,6.799163818E-1,-2.201714039E0,2.524422839E0
1.020017291E1,9.450489283E-1,7.185001373E-1,-1.716820359E0,2.087302582E0
1.020807696E1,3.505015373E-1,6.169862747E-1,-5.648398995E-1,9.069550722E-1
1.021601153E1,9.183263779E-2,6.341781616E-1,1.650666296E-1,6.617115431E-1
1.022388506E1,2.472758293E-3,7.399120331E-1,7.742676735E-1,1.070965154E0
1.023181963E1,-8.110857010E-2,8.621664047E-1,1.177691817E0,1.461802834E0
1.023969317E1,-1.423479319E-1,1.077033997E0,1.263946772E0,1.666681315E0
1.024756670E1,-1.975443363E-1,1.239466667E0,1.091256261E0,1.663172153E0
1.025550128E1,-2.418419123E-1,1.382994652E0,7.233692408E-1,1.579374805E0
1.026334429E1,-2.516562939E-1,1.459720612E0,1.869020462E-1,1.492999507E0
1.027137042E1,-2.162692547E-1,1.524500847E0,-2.442418933E-1,1.559015499E0
1.027924395E1,-2.197346687E-1,1.618009567E0,-7.876315713E-1,1.812898722E0
1.028714800E1,-2.029597759E-1,1.680245399E0,-1.232715845E0,2.093801716E0
1.029511309E1,-4.809939861E-2,1.744324684E0,-1.465141535E0,2.278513084E0
1.030301714E1,-3.175997734E-2,1.748191833E0,-1.456348658E0,2.275551537E0
1.031107379E1,-2.658438683E-1,1.687170029E0,-1.063743234E0,2.012154401E0
1.031894732E1,-5.378041267E-1,1.592270851E0,-4.446668625E-1,1.738472997E0
1.032682086E1,-6.972677708E-1,1.525630951E0,-5.891104043E-2,1.678452458E0
1.033475542E1,-6.820280552E-1,1.511177063E0,1.144300997E-1,1.661900307E0
1.034262896E1,-4.814050198E-1,1.495949745E0,1.901447773E-3,1.571502481E0
1.035059405E1,-4.192965031E-1,1.437222481E0,5.455344915E-3,1.497146545E0
1.035849810E1,-3.972959518E-1,1.421269417E0,2.447159290E-1,1.495906653E0
1.036637164E1,-3.196756840E-1,1.369076729E0,4.192290306E-1,1.467077575E0
1.037430621E1,-3.175456524E-1,1.228098869E0,5.109001994E-1,1.367509081E0
1.038217974E1,-3.927593231E-1,1.079885483E0,8.799135685E-1,1.447294175E0
1.039017535E1,-5.926728249E-1,8.838605881E-1,1.376175642E0,1.739635023E0
1.039810992E1,-9.458775520E-1,6.472158432E-1,1.735359550E0,2.079674363E0
1.040607500E1,-1.173168898E0,4.510755539E-1,1.943943858E0,2.314889229E0
1.041400958E1,-1.237130165E0,2.952146530E-1,1.940133929E0,2.319862582E0
1.042191363E1,-1.069047689E0,2.081851959E-1,1.707348704E0,2.025152744E0
1.042990923E1,-7.700362206E-1,2.209415436E-1,1.232334137E0,1.469836172E0
1.043778277E1,-4.866764545E-1,2.908658981E-1,8.833061457E-1,1.049612638E0
1.044568682E1,-2.608768940E-1,3.875932693E-1,5.531190634E-1,7.240345258E-1
1.045362139E1,-1.792449951E-1,3.715219498E-1,3.152934313E-1,5.191986857E-1
1.046149493E1,-1.006464958E-1,3.210020065E-1,8.283841610E-2,3.464595337E-1
1.046949053E1,-7.293677330E-2,1.904668808E-1,-4.994857311E-2,2.099815838E-1
1.047739458E1,-6.992197037E-2,7.015991211E-2,-1.019519567E-2,9.957628845E-2
1.048526812E1,-2.462594509E-1,-1.188411713E-1,1.724006534E-1,3.232474693E-1
1.049320269E1,-4.273757935E-1,-2.594194412E-1,4.031640291E-1,6.422536490E-1
1.050107623E1,-6.036319733E-1,-3.981399536E-1,7.941875458E-1,1.074067428E0
1.050910235E1,-8.020625114E-1,-5.851945877E-1,1.299298644E0,1.635216788E0
1.051697588E1,-7.859711647E-1,-6.898689270E-1,1.565506935E0,1.882679413E0
1.052484942E1,-7.635581493E-1,-7.760019302E-1,1.586566091E0,1.924160077E0
1.053278399E1,-5.384323597E-1,-8.483266830E-1,1.333278179E0,1.669490422E0
1.054068804E1,-2.013745308E-1,-7.977542877E-1,7.781916857E-1,1.132495433E0
1.054868365E1,5.891633034E-2,-7.551584244E-1,3.356448412E-1,8.284882856E-1
1.055652666E1,2.640974522E-1,-7.454576492E-1,-4.217624664E-2,7.919806859E-1
1.056446124E1,3.214766979E-1,-7.652149200E-1,-4.386731386E-1,9.387945801E-1
1.057245684E1,4.006185532E-1,-7.588777542E-1,-9.098579884E-1,1.250692700E0
1.058036089E1,4.130878448E-1,-7.717838287E-1,-1.264869690E0,1.538241586E0
1.058835650E1,3.512485027E-1,-8.563756943E-1,-1.515471220E0,1.775783731E0
1.059623004E1,2.961831093E-1,-8.855533600E-1,-1.462391376E0,1.735084357E0
1.060410357E1,2.685441971E-1,-9.693164825E-1,-1.285250783E0,1.632041667E0
1.061203814E1,2.852160931E-1,-1.090975761E0,-1.049270630E0,1.540306848E0
1.061997271E1,3.413953781E-1,-1.207561493E0,-7.591788173E-1,1.466665620E0
1.062802935E1,2.957561016E-1,-1.381614208E0,-4.838613868E-1,1.493469562E0
1.063590289E1,3.927981853E-1,-1.525714874E0,-1.554565430E-1,1.583118135E0
1.064380694E1,5.174334049E-1,-1.622436047E0,3.079783916E-2,1.703227689E0
1.065180254E1,6.564468145E-1,-1.738621712E0,3.079185486E-1,1.883757338E0
1.065967608E1,7.983453274E-1,-1.730542660E0,6.905770302E-1,2.027074195E0
1.066770220E1,7.846076488E-1,-1.749080181E0,7.992372513E-1,2.076937848E0
1.067560626E1,6.319938898E-1,-1.731988907E0,6.865748167E-1,1.967380703E0
1.068351031E1,4.407119751E-1,-1.576467037E0,2.596359253E-1,1.657373277E0
1.069147540E1,3.632082939E-1,-1.373813629E0,-4.231207371E-1,1.482671680E0
1.069934893E1,2.665243149E-1,-1.207507133E0,-1.056977510E0,1.626748335E0
1.070728350E1,2.793216705E-1,-9.838485718E-1,-1.527839184E0,1.838551381E0
1.071518755E1,4.409861565E-1,-8.080730438E-1,-1.757502556E0,1.984002537E0
1.072306109E1,6.111081839E-1,-6.607284546E-1,-1.739486933E0,1.958527532E0
1.073105670E1,7.260134220E-1,-4.769201279E-1,-1.450036287E0,1.690311667E0
1.073896075E1,8.203486204E-1,-3.139190674E-1,-9.244617224E-1,1.275204500E0
1.074695635E1,7.799838781E-1,-9.766483307E-2,-4.283756614E-1,8.952200718E-1
1.075482989E1,6.498570442E-1,1.123113632E-1,-1.604354382E-1,6.787249443E-1
1.076273394E1,4.565168619E-1,3.457355499E-1,-8.069264889E-2,5.783182682E-1
1.077066851E1,3.149385452E-1,5.297451019E-1,-2.520551682E-1,6.658438016E-1
1.077857256E1,2.632844448E-1,6.930141449E-1,-4.650152326E-1,8.751151184E-1
1.078656817E1,1.474893093E-1,8.312749863E-1,-5.252473354E-1,9.943118035E-1
1.079441119E1,-5.992674828E-2,1.011466026E0,-5.334177017E-1,1.145071693E0
1.080240679E1,-1.984713078E-1,1.217820168E0,-5.682938099E-1,1.358467767E0
1.081034136E1,-1.891138554E-1,1.335651398E0,-6.591414213E-1,1.501398055E0
1.081821490E1,-1.709094048E-1,1.567778587E0,-7.933932543E-1,1.765393038E0
1.082614947E1,-1.084165573E-1,1.779713631E0,-9.551169872E-1,2.022716791E0
1.083405352E1,-4.910111427E-2,2.063392639E0,-1.175548911E0,2.375271636E0
1.084192706E1,-8.817076683E-2,2.248153687E0,-1.167397738E0,2.534716268E0
1.084986163E1,-2.545819283E-1,2.291792870E0,-1.060680389E0,2.538142904E0
1.085776568E1,-4.315862656E-1,2.265981674E0,-6.371510625E-1,2.393094467E0
1.086566973E1,-5.081372261E-1,2.194361687E0,-1.820294708E-1,2.259770205E0
1.087357379E1,-6.320152283E-1,2.017110825E0,3.789058030E-1,2.147498297E0
1.088144732E1,-7.867091894E-1,1.774847984E0,8.933658004E-1,2.137077249E0
1.088938189E1,-8.416045904E-1,1.644448280E0,1.202978849E0,2.204465138E0
1.089722491E1,-5.095449686E-1,1.692864418E0,8.211872578E-1,1.949301035E0
1.090525103E1,2.959325314E-1,1.922553062E0,-1.510410458E-1,1.951050932E0
1.091312457E1,1.180817366E0,2.266814232E0,-9.981231689E-1,2.743907118E0
1.092105914E1,1.803546190E0,2.498991013E0,-1.310001850E0,3.348707182E0
1.092899371E1,2.280989408E0,2.751173019E0,-1.272434592E0,3.793541282E0
1.093686724E1,2.382446289E0,2.815833092E0,-8.891834617E-1,3.794155183E0
1.094486285E1,2.066080570E0,2.687815666E0,-1.425999552E-1,3.393136709E0
1.095276690E1,1.706074834E0,2.424604416E0,4.407984614E-1,2.997282302E0
1.096064044E1,1.220220923E0,1.965617180E0,9.788982272E-1,2.512136887E0
1.096860552E1,6.649564505E-1,1.315419197E0,1.386180282E0,2.023361193E0
1.097647906E1,1.113634109E-1,7.874889374E-1,1.847605944E0,2.011513947E0
1.098444415E1,-3.334748745E-1,3.549432755E-1,2.379195690E0,2.428530904E0
1.099234820E1,-4.077003002E-1,7.252597809E-2,2.467206240E0,2.501716647E0
1.100022173E1,-1.516666412E-1,-6.265640259E-2,1.901635528E0,1.908702773E0
1.100815630E1,2.734224796E-1,-1.427173615E-2,1.073192239E0,1.107567206E0
1.101606036E1,9.401726723E-1,4.074859619E-2,1.716273129E-1,9.565777733E-1
1.102405596E1,1.473885179E0,9.797477722E-2,-5.022048950E-1,1.560175097E0
1.103196002E1,1.948291659E0,1.697969437E-1,-1.007913828E0,2.200127650E0
1.103983355E1,2.229161263E0,2.351436615E-1,-1.338937998E0,2.610978253E0
1.104776812E1,2.371703863E0,3.290224075E-1,-1.454098701E0,2.801363595E0
1.105564166E1,2.396329641E0,3.036260605E-1,-1.476822615E0,2.831181656E0
1.106366778E1,2.209725380E0,1.900949478E-1,-1.407988787E0,2.627062003E0
1.107154131E1,1.856529117E0,1.217651367E-2,-1.102762580E0,2.159382767E0
1.107941485E1,1.460098505E0,-1.920270920E-1,-6.237187386E-1,1.599308323E0
1.108734942E1,1.084168434E0,-3.508377075E-1,-1.585118175E-1,1.150493063E0
1.109525347E1,8.526055217E-1,-5.338163376E-1,3.035328984E-1,1.050727500E0
1.110324908E1,7.329981327E-1,-7.551336288E-1,8.179630637E-1,1.332882828E0
1.111115313E1,7.032147646E-1,-9.191198349E-1,1.181552052E0,1.653891632E0
1.111902666E1,6.450740099E-1,-1.075827599E0,1.391622066E0,1.873536089E0
1.112696124E1,6.903827190E-1,-1.198925018E0,1.489863276E0,2.033160614E0
1.113483477E1,7.670795321E-1,-1.290892601E0,1.417963624E0,2.065293092E0
1.114283038E1,8.923383355E-1,-1.303798676E0,1.145164371E0,1.951297037E0
1.115073443E1,9.273882508E-1,-1.292716026E0,8.374789953E-1,1.797925126E0
1.115860796E1,9.499381185E-1,-1.287261963E0,3.233224750E-1,1.632165192E0
1.116654254E1,9.953311682E-1,-1.365452766E0,-1.217108816E-1,1.694095313E0
1.117441607E1,1.030174613E0,-1.320474625E0,-2.720131278E-1,1.696733364E0
1.118244219E1,1.070078373E0,-1.292113304E0,-3.005132079E-1,1.704386313E0
